"","date","trust_code","covid_flag","admitted_pathways","non_admitted_pathways","incomplete_pathways","incomplete_pathways_with_dta","new_rtt_periods_all_patients","audiology_audiology_assessments","barium_enema","cardiology_echocardiography","cardiology_electrophysiology","colonoscopy","computed_tomography","cystoscopy","dexa_scan","flexi_sigmoidoscopy","gastroscopy","magnetic_resonance_imaging","neurophysiology_peripheral_neurophysiology","non_obstetric_ultrasound","respiratory_physiology_sleep_studies","total","urodynamics_pressures_flows","audiology_assessments","ct","echocardiography","electrophysiology","mri","peripheral_neurophys","sleep_studies","urodynamics","all_diagnostics_tests","operating_theatres","X","occupied_beds","bed_capacity","ratio_doctors","doctors","senior_doctors","nurses","managers","all_ftes","CatchmentYear","trust_total_catchment","date_yr","total_pathways","years_since_covid"
"650",2019 Q2,"REM","pre-covid",1799,20200,57962,1068,26060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5343,737.565217391304,825.478260869565,0.483542950533209,854.23142,799.79077,3510.85888,450.37828,14013.85807,2020,557407,2019,21999,"-1_yrs"
"651",2019 Q2,"REP","pre-covid",1152,5555,18160,2097,7757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5345,72.9891304347826,121.434782608696,0.483918881875919,222.62875,208.7545,1016.91649,154.56667,4025.31322,2020,84907,2019,6707,"-1_yrs"
"652",2019 Q2,"RF4","pre-covid",6726,30223,122289,13951,43369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5202,821.70652173913,974,0.48709847109098,1328.20148,1261.3823,4899.9092,341.20001,17603.90636,2020,469775,2019,36949,"-1_yrs"
"653",2019 Q2,"RFF","pre-covid",2909,13858,38305,2483,19868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5373,362.391304347826,431,0.573273043921724,432.43125,580.9363,2357.10466,251,9402.9223,2020,195565,2019,16767,"-1_yrs"
"654",2019 Q2,"RFR","pre-covid",4580,12380,46162,4822,19080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5374,376.565217391304,405.108695652174,0.560242352219873,443.42407,564.9133,3097.80173,186.44002,11199.80388,2020,198547,2019,16960,"-1_yrs"
"655",2019 Q2,"RFS","pre-covid",2042,13945,44410,5337,20265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5279,471.173913043478,542.695652173913,0.529380072061151,559.04,628.84,2510.01,164.42,10006.38,2020,217643,2019,15987,"-1_yrs"
"656",2019 Q2,"RGM","pre-covid",1608,1406,10321,4008,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5322,164.880434782609,228.25,0.504781268965673,306.4,312.3165,1719.98684,217.25999,4959.09354,2020,128516,2019,3014,"-1_yrs"
"657",2019 Q2,"RGN","pre-covid",6655,35463,116269,18494,44367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5323,804.413043478261,1005.30434782609,0.522818984394575,1038.04058,1137.3196,4758.24705,372.54816,16904.82682,2020,467171,2019,42118,"-1_yrs"
"658",2019 Q2,"RGP","pre-covid",4772,7203,38965,9826,13002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5324,416.967391304348,470.282608695652,0.521804996255658,432.61589,472.0692,2107.51068,179.63601,8181.84268,2020,186944,2019,11975,"-1_yrs"
"659",2019 Q2,"RGR","pre-covid",3296,14064,62741,13436,22781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5325,355.29347826087,462.728260869565,0.524311125719312,540.51916,595.768,2472.28197,298.84413,10274.4117,2020,217218,2019,17360,"-1_yrs"
"660",2019 Q2,"RGT","pre-covid",8945,28347,98620,22170,40619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5326,909.282608695652,1001.04347826087,0.461489774371945,2165.60975,1855.87331,8591.82745,716.08,28632.45661,2020,658972,2019,37292,"-1_yrs"
"661",2019 Q2,"RH8","pre-covid",7057,17161,107522,24174,40651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5240,702.717391304348,820.880434782609,0.5305553421303,1022.06875,1155.11813,5236.02605,703.50665,21417.44463,2020,457186,2019,24218,"-1_yrs"
"662",2019 Q2,"RHM","pre-covid",8368,24664,98202,17795,37557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5255,1034.46739130435,1158.89130434783,0.46711930435706,2328.3825,2041.043,8583.82765,1188.69383,30027.2427,2020,739911,2019,33032,"-1_yrs"
"663",2019 Q2,"RHQ","pre-covid",11935,42305,136620,24271,58758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5376,1342.01086956522,1438.65217391304,0.461643315873385,2468.18663,2116.48131,10360.18397,692.38795,42315.59672,2020,753182,2019,54240,"-1_yrs"
"664",2019 Q2,"RHU","pre-covid",7186,28751,103600,22452,40983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5256,987.673913043478,1036.60869565217,0.48059857828953,1412.60583,1307.0745,5571.60981,526.9387,19256.69196,2020,568594,2019,35937,"-1_yrs"
"665",2019 Q2,"RHW","pre-covid",8243,17821,87444,16651,33401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5257,506.489130434783,609.04347826087,0.517806441724562,953.75796,1024.1987,4025.44783,420.78001,14204.12022,2020,445712,2019,26064,"-1_yrs"
"666",2019 Q2,"RJ1","pre-covid",14248,66151,232621,37572,94270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5203,883.489130434783,1138,0.497611321658519,3062.41875,3033.29734,13036.94811,1461.41779,44785.33319,2020,1382186,2019,80399,"-1_yrs"
"667",2019 Q2,"RJ2","pre-covid",5267,21106,118008,16395,36784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5204,901.554347826087,988.380434782609,0.457983672383496,1340.02875,1132.27454,5161.22019,340.22334,17257.86961,2020,366475,2019,26373,"-1_yrs"
"668",2019 Q2,"RJ6","pre-covid",1980,12401,66266,6536,23819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5205,461.032608695652,517.141304347826,0.468757826955958,752.63125,664.10727,2751.20103,167.6,9871.5288,2020,237212,2019,14381,"-1_yrs"
"669",2019 Q2,"RJ7","pre-covid",4923,27452,125342,13811,40837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5206,826.065217391304,931,0.463062386517365,2024.86914,1746.27501,6692.45209,343.2125,24302.29176,2020,589437,2019,32375,"-1_yrs"
"670",2019 Q2,"RJC","pre-covid",3867,11272,52144,8597,19224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5281,413.45652173913,482.652173913043,0.611157701265489,408.06931,641.3775,3539.99533,338.78663,11735.22426,2020,238044,2019,15139,"-1_yrs"
"671",2019 Q2,"RJE","pre-covid",7382,31077,141556,19444,46671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5282,1218.86956521739,1411,0.518311920634269,1598.97435,1720.54801,7783.72173,528.07997,27584.35894,2020,632952,2019,38459,"-1_yrs"
"672",2019 Q2,"RJL","pre-covid",5293,23393,79521,16845,28855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5377,662.54347826087,735.95652173913,0.536617097906,761.4926,881.8408,3788.04505,445.46798,16093.56382,2020,313929,2019,28686,"-1_yrs"
"673",2019 Q2,"RJN","pre-covid",2403,6756,22736,6926,9535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5347,298.195652173913,337.695652173913,0.537220358569966,324.08207,376.2125,1716.51649,153.74664,6628.68248,2020,123905,2019,9159,"-1_yrs"
"674",2019 Q2,"RJR","pre-covid",5220,15496,68824,18161,19265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5348,466.510869565217,513.695652173913,0.529180309797344,604.94557,679.93181,2471.0461,114.12001,10521.541,2020,188523,2019,20716,"-1_yrs"
"675",2019 Q2,"RJZ","pre-covid",10302,53976,233777,47915,78350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5207,1349.30434782609,1429.71739130435,0.4574008187109,3226.51277,2719.88907,11542.19428,586.76669,34095.74559,2020,852160,2019,64278,"-1_yrs"
"676",2019 Q2,"RK5","pre-covid",3981,23227,80223,9729,31891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5283,547.891304347826,638.173913043478,0.530428837882191,654.24625,739.03831,3018.88811,371.32,12510.89177,2020,291492,2019,27208,"-1_yrs"
"677",2019 Q2,"RK9","pre-covid",8821,21834,85705,24064,34777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5242,814.315217391304,924.326086956522,0.487204828556721,1429.48686,1358.15027,4772.51132,435.04827,19144.24125,2020,472784,2019,30655,"-1_yrs"
"678",2019 Q2,"RKB","pre-covid",8153,23464,101409,30969,37902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5284,1064.67391304348,1155.27173913043,0.489107799273102,1488.28148,1424.82128,6395.7986,800.33194,21861.93999,2020,570368,2019,31617,"-1_yrs"
"679",2019 Q2,"RKE","pre-covid",1285,13741,57470,4973,25908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5208,268.728260869565,327.413043478261,0.412237306667513,772.86547,542.06227,2787.05891,377.05336,11321.60288,2020,186090,2019,15026,"-1_yrs"
"680",2019 Q2,"RL4","pre-covid",6347,25763,118627,54199,43302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5286,778.836956521739,859,0.451583600419938,1519.49864,1251.20377,5902.54498,317.10665,23452.85825,2020,431600,2019,32110,"-1_yrs"
"681",2019 Q2,"RLQ","pre-covid",3917,4728,50623,14928,16635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5287,241,269.760869565217,0.583758986556851,379.13925,531.72546,2040.07377,219.16001,8051.53785,2020,169970,2019,8645,"-1_yrs"
"682",2019 Q2,"RLT","pre-covid",2166,6105,31669,5938,8893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5288,318.173913043478,320.086956521739,0.524176851447836,315.61122,347.684,1597.0664,107.73352,6161.98369,2020,143900,2019,8271,"-1_yrs"
"683",2019 Q2,"RM1","pre-covid",9084,34060,129187,31417,51307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5327,887.086956521739,976.054347826087,0.500127659238406,1511.49047,1512.26249,5617.19733,355.9724,21199.27652,2020,629265,2019,43144,"-1_yrs"
"684",2019 Q2,"RM3","pre-covid",3754,23185,135652,14635,43765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5349,730.032608695652,800.195652173913,0.561464427505971,1088.12994,1393.15096,5757.02083,615.78751,22527.58461,2020,438353,2019,26939,"-1_yrs"
"685",2019 Q2,"RMC","pre-covid",3382,15128,71973,7634,24922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5350,538.217391304348,651.695652173913,0.520800369781474,680.97964,740.0975,4660.74157,179.32668,15781.27836,2020,280729,2019,18510,"-1_yrs"
"686",2019 Q2,"RMP","pre-covid",3756,7679,43590,9944,19044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5351,373,449.5,0.590309827144114,370.57223,533.946,2666.07241,272.16958,10303.80429,2020,173039,2019,11435,"-1_yrs"
"687",2019 Q2,"RN3","pre-covid",5609,11553,68074,14383,24918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5243,569.010869565217,608.5,0.492008569213032,825.48067,799.50869,3247.41002,225.88003,11994.25772,2020,322320,2019,17162,"-1_yrs"
"688",2019 Q2,"RN5","pre-covid",6760,32549,114976,18534,46228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5258,695.521739130435,810.163043478261,0.517223532298009,1034.93671,1108.78151,3900.81459,292.58667,16310.14592,2020,418308,2019,39309,"-1_yrs"
"689",2019 Q2,"RN7","pre-covid",3187,8978,41450,10749,18193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5259,493.217391304348,528,0.5854586711421,470.43125,664.39227,2456.17044,215.49999,8671.81495,2020,258280,2019,12165,"-1_yrs"
"690",2019 Q2,"RNA","pre-covid",7679,8162,57768,13998,28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5290,608.369565217391,663,0.533400898975947,675.8124,772.56673,3865.82854,299.77757,12726.31271,2020,326091,2019,15841,"-1_yrs"
"691",2019 Q2,"RNL","pre-covid",2778,9213,77478,23808,19208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5378,511.423913043478,575.423913043478,0.516858243333184,633.85991,678.0944,2850.3283,234.58331,10488.60137,0,0,2019,11991,"-1_yrs"
"692",2019 Q2,"RNQ","pre-covid",2891,14593,60777,8902,24439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5291,546.380434782609,584,0.480146889869406,718.74773,663.85,2692.96974,350.25334,10843.34023,2020,281661,2019,17484,"-1_yrs"
"693",2019 Q2,"RNS","pre-covid",3282,16177,82238,13139,27620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5292,697.521739130435,813.489130434783,0.480034476590256,819.67219,756.725,3380.73849,470.47333,13322.17947,2020,324779,2019,19459,"-1_yrs"
"694",2019 Q2,"RNZ","pre-covid",1146,9489,52083,5074,18954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5244,416.239130434783,435,0.547242052673536,490.61931,593.00454,2080.46327,347.06001,8912.01151,2020,232203,2019,10635,"-1_yrs"
"695",2019 Q2,"RP4","pre-covid",1272,5614,21310,3577,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5210,229.326086956522,306.173913043478,0.519210695490488,946.301,1021.9229,4199.95203,278.25521,13507.19919,2020,499882,2019,6886,"-1_yrs"
"696",2019 Q2,"RP5","pre-covid",4692,24471,95228,12835,37286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5380,719.163043478261,786.065217391304,0.571754345642461,741.31273,989.73281,4091.63323,462.7552,16019.1949,2020,358563,2019,29163,"-1_yrs"
"697",2019 Q2,"RPA","pre-covid",2902,14504,60286,9622,18559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5261,455.076086956522,497,0.497910999719196,778.76421,772.28393,2921.10478,232.91999,11098.13763,2020,271648,2019,17406,"-1_yrs"
"698",2019 Q2,"RPC","pre-covid",3171,5539,35236,8896,9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5262,38.7065217391304,65.5760869565217,0.615018081600807,166.425,265.86803,498.75519,91.39242,2586.91301,2020,181055,2019,8710,"-1_yrs"
"699",2019 Q2,"RPY","pre-covid",1373,3658,4247,599,3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5213,161.586956521739,190.684782608696,0.463962312308386,641.22625,555.00727,2715.74506,455.49004,10723.55174,2020,120013,2019,5031,"-1_yrs"
"700",2019 Q2,"RQ3","pre-covid",1958,14629,52567,6726,20872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5295,308.608695652174,380.510869565217,0.55150337482006,780.18121,959.36635,4097.90964,567.24003,14817.91062,2020,537500,2019,16587,"-1_yrs"
"701",2019 Q2,"RQ6","pre-covid",2703,23775,84904,11576,33267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5352,686.967391304348,751.739130434783,0.472072654909177,1320.08523,1180.42027,4898.89893,863.56159,19108.31127,0,0,2019,26478,"-1_yrs"
"702",2019 Q2,"RQM","pre-covid",4755,35931,114913,14059,48458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5214,728.717391304348,872.217391304348,0.459658123634677,1723.26036,1465.94343,5328.02132,661.94,16750.06485,2020,527050,2019,40686,"-1_yrs"
"703",2019 Q2,"RQW","pre-covid",1434,15873,49941,2471,19532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5330,409.54347826087,482.04347826087,0.499799621896644,646.71194,646.1938,2069.87219,303.94668,9138.36108,2020,203338,2019,17307,"-1_yrs"
"704",2019 Q2,"RQX","pre-covid",2379,23815,59364,7999,32258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5215,229.771739130435,280.532608695652,0.453201146254449,718.04989,595.13847,2979.46908,189.04,10424.68226,2020,328060,2019,26194,"-1_yrs"
"705",2019 Q2,"RR7","pre-covid",1610,7862,26095,5690,12166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5381,448.945652173913,483.195652173913,0.527331518885958,554.975,619.1566,3072.81198,368.05103,11950.24837,2020,155906,2019,9472,"-1_yrs"
"706",2019 Q2,"RR8","pre-covid",12685,46270,192670,10312,72240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5382,1624.52173913043,1841.60869565217,0.472972334504832,3140.52727,2818.41469,10351.56047,397.6416,46381.84152,2020,988788,2019,58955,"-1_yrs"
"707",2019 Q2,"RRF","pre-covid",5712,17478,65729,13320,31906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5353,408.673913043478,477.989130434783,0.483829368198341,771.48263,723.1445,3972.65539,326.64001,15293.5367,2020,309069,2019,23190,"-1_yrs"
"708",2019 Q2,"RRK","pre-covid",13289,57156,264690,40068,93820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5298,2450.29347826087,2604.92391304348,0.499298237050979,3367.39,3357.95081,14328.53587,604.3996,54316.89712,2020,1046291,2019,70445,"-1_yrs"
"709",2019 Q2,"RRV","pre-covid",6176,22049,162237,13012,43011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5218,704.326086956522,908.163043478261,0.458097518047992,2310.35879,1953.06289,7338.04488,1313.60755,25188.31337,2020,791639,2019,28225,"-1_yrs"
"710",2019 Q2,"RT3","pre-covid",1148,2756,15928,5015,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5219,306.782608695652,392.684782608696,0.460699427585412,741.2,633.17273,3748.19855,272.97083,10259.57062,0,0,2019,3904,"-1_yrs"
"711",2019 Q2,"RTD","pre-covid",14369,53156,218346,38315,84286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5383,1200.84782608696,1550.65217391304,0.477592589445793,2565.19767,2345.14169,11453.1528,623.94667,38484.53487,2020,865161,2019,67525,"-1_yrs"
"712",2019 Q2,"RTE","pre-covid",4004,19006,170521,31107,45919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5245,866.847826086957,959.445652173913,0.525610593445695,1156.36592,1281.22207,5071.15617,435.23339,19690.55518,2020,577712,2019,23010,"-1_yrs"
"713",2019 Q2,"RTF","pre-covid",5433,13389,70944,11409,28094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5384,730.434782608696,878.79347826087,0.504647204349676,866.66459,882.926,5921.36189,708.87753,20919.60062,2020,327581,2019,18822,"-1_yrs"
"714",2019 Q2,"RTG","pre-covid",14306,38307,155403,32396,63037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5299,1249.80434782609,1517.89130434783,0.533212889868096,1750.14293,1999.19567,8314.512,594.03997,31622.6991,2020,824631,2019,52613,"-1_yrs"
"715",2019 Q2,"RTH","pre-covid",10743,34334,154388,31250,55230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5263,970.967391304348,984.652173913043,0.469838762730351,2644.74445,2343.82179,8788.69813,696.24669,32149.51899,2020,910400,2019,45077,"-1_yrs"
"716",2019 Q2,"RTK","pre-covid",4367,23856,81022,13832,32272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5264,457.413043478261,536.608695652174,0.510804165560811,761.42681,795.05989,2281.57872,290.43328,10022.41386,2020,317767,2019,28223,"-1_yrs"
"717",2019 Q2,"RTP","pre-covid",6494,20845,74092,10364,36799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5265,667.695652173913,718.891304347826,0.52689078116827,762.50068,849.17935,2995.65385,293.11456,11369.14834,2020,331844,2019,27339,"-1_yrs"
"718",2019 Q2,"RTR","pre-covid",11974,25974,99421,20378,40768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5385,761.608695652174,829.760869565217,0.512944214486838,1343.8805,1415.31165,6649.93367,270.63998,22189.92655,2020,525469,2019,37948,"-1_yrs"
"719",2019 Q2,"RTX","pre-covid",4250,14837,62256,15820,23710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5356,616.75,697.347826086957,0.628793955352475,607.86867,1029.6819,4761.52883,533.78695,16969.43999,2020,267443,2019,19087,"-1_yrs"
"720",2019 Q2,"RVJ","pre-covid",8511,16246,86359,27140,31459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5247,857.195652173913,936.967391304348,0.50297435081484,1344.84725,1360.94319,4924.761,826.09759,21370.75449,2020,478522,2019,24757,"-1_yrs"
"721",2019 Q2,"RVR","pre-covid",6213,18921,90407,13409,31699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5221,620.086956521739,842.304347826087,0.513440079752767,1072.325,1131.56594,3928.61236,603.77842,14716.29416,2020,359587,2019,25134,"-1_yrs"
"722",2019 Q2,"RVV","pre-covid",10777,28153,138519,22359,44583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5266,932.804347826087,1071.95652173913,0.569873476116059,1265.25115,1676.32785,5411.58355,472.1783,24434.40561,2020,615742,2019,38930,"-1_yrs"
"723",2019 Q2,"RVW","pre-covid",3231,14349,33684,5069,21950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5387,514.413043478261,600.532608695652,0.471934987022311,727.40682,650.088,3533.73988,284.2,13507.1014,2020,217223,2019,17580,"-1_yrs"
"724",2019 Q2,"RVY","pre-covid",1828,11779,33484,4896,18265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5357,349.217391304348,430.04347826087,0.534213001320671,408.48523,468.49337,1970.55352,141.04002,7788.36267,2020,123471,2019,13607,"-1_yrs"
"725",2019 Q2,"RW6","pre-covid",7687,36219,119905,28806,56241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5360,1050.71739130435,1197.63043478261,0.652790102927989,833.3875,1566.8537,7114.64293,509.91856,26688.60044,0,0,2019,43906,"-1_yrs"
"726",2019 Q2,"RWA","pre-covid",10896,43361,158867,32961,50654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5388,910.315217391304,1073.84782608696,0.457548965058988,1649.39148,1391.23592,5802.70085,676.54668,21808.72375,2020,549271,2019,54257,"-1_yrs"
"727",2019 Q2,"RWD","pre-covid",5432,30926,119022,16456,39874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5300,1241.92391304348,1302.59782608696,0.61422970599617,889.82362,1416.79157,4809.14701,291.28002,19411.9054,2020,455307,2019,36358,"-1_yrs"
"728",2019 Q2,"RWE","pre-covid",12972,50681,194352,41706,74481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5301,1473.26086956522,1663.98913043478,0.427273948696378,3074.92101,2294.00014,9672.45613,398.80403,39325.54034,2020,995015,2019,63653,"-1_yrs"
"729",2019 Q2,"RWF","pre-covid",8119,22246,86563,17282,35759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5268,686.054347826087,751.663043478261,0.564543976549387,833.99773,1081.23064,3486.8271,373.75998,14985.94812,2020,442553,2019,30365,"-1_yrs"
"730",2019 Q2,"RWG","pre-covid",5218,20350,70429,13979,28687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5332,609.717391304348,758.119565217391,0.47860852391263,944.12021,866.65011,3622.53721,437.27442,13057.16513,2020,358418,2019,25568,"-1_yrs"
"731",2019 Q2,"RWH","pre-covid",4203,28720,131441,10406,42810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5333,559.771739130435,629.815217391304,0.503220745902892,1060.62872,1074.38137,4174.06489,237.55547,15457.56937,2020,417038,2019,32923,"-1_yrs"
"732",2019 Q2,"RWJ","pre-covid",4641,17214,72304,9520,24946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5361,567,647.45652173913,0.496329943995344,705.2872,695.00887,3727.55673,329.0659,13554.93104,2020,252570,2019,21855,"-1_yrs"
"733",2019 Q2,"RWP","pre-covid",7103,22358,109571,29226,36837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5302,757.45652173913,848.815217391304,0.53643869316961,871.70258,1008.74466,4278.75772,352.47334,15694.57052,2020,452843,2019,29461,"-1_yrs"
