"","date","trust_code","covid_flag","completed_pathways_for_admitted_patients","completed_pathways_for_non_admitted_patients","incomplete_pathways","incomplete_pathways_with_dta","new_rtt_periods_all_patients","audiology_assessments","barium_enema","colonoscopy","ct","cystoscopy","dexa_scan","echocardiography","electrophysiology","flexi_sigmoidoscopy","gastroscopy","mri","non_obstetric_ultrasound","peripheral_neurophys","sleep_studies","urodynamics","all_diagnostics_tests","audiology_audiology_assessments","barium_enema_2","cardiology_echocardiography","cardiology_electrophysiology","colonoscopy_2","computed_tomography","cystoscopy_2","dexa_scan_2","flexi_sigmoidoscopy_2","gastroscopy_2","magnetic_resonance_imaging","neurophysiology_peripheral_neurophysiology","non_obstetric_ultrasound_2","respiratory_physiology_sleep_studies","total.x","urodynamics_pressures_flows","operating_theatres","X.x","occupied_beds","bed_capacity","covid_beds","X.y","sick_ftes","total_ftes","sickness_rate","ratio_doctors","doctors","senior_doctors","nurses","managers","all_ftes","standard_los","los_unadjusted","elective_proportion","emergency_proportion","CatchmentYear","trust_total_catchment","date_yr","total_ftes2","low","moderate","high","significant","investment","cost","total.y","total_pathways","admitted_pathways","non_admitted_pathways","nurses_ratio","doctors_ratio","senior_doctors_ratio","occupied_ratio","significant_ratio","years_since_covid"
"140",2019 Q2,"RAX","pre-covid",3601,16324,64365,9284,26535,589,0,809,8314,530,527,1645,0,292,999,4343,8914,293,52,628,27935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5201,382.228260869565,413.141304347826,0,15077,7229.65831,274724.23494,0.0263160558498924,0.523283236633823,685.08046,752.00024,2470.59797,212.24001,8942.09783,5.533452566,6.14090344,0.118930148,0.881069852,2020,285688,2019,7229.65831,2250270,9029149,20997313,4971264,2000365.30428005,44062447.576796,46276609.3625318,19925,3601,16324,0.00899301064771217,0.0024937023126104,0.00273729123375023,0.925175616301402,2.30229739670102,"-1_yrs"
"141",2019 Q2,"RBD","pre-covid",3766,7765,45502,10922,14341,3750,0,846,8294,262,475,1816,0,432,942,2096,5763,412,100,24,25212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5232,279.782608695652,321.771739130435,0,15079,6853.8201,219225.86576,0.0312637383195617,0.593379767811726,375.5,547.9661,1671.05014,263.15998,6960.22811,0,0,0,0,2020,170832,2019,6853.8201,1487483,1825967,2208436,4587111,580385.11400219,11958419.1956659,12369663.2533861,11531,3766,7765,0.00762250446226725,0.00171284532825649,0.00249955039794388,0.869506468938958,2.05089770480919,"-1_yrs"
"142",2019 Q2,"RBK","pre-covid",2327,15347,43069,6044,20952,171,0,556,6258,207,0,1245,0,278,762,4464,7898,238,361,10,22448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5278,412,483.782608695652,0,15080,18192.86115,327781.48282,0.0555030168070554,0.563450595957361,480.94375,620.75,2951.24164,278.28,10683.90659,6.216747625,7.228535354,0.105106758,0.894893242,2020,200042,2019,18192.86115,5500,546300,20482300,5221700,5569601.38349668,31059249.7670704,37813617.547831,17674,2327,15347,0.00900368628090155,0.00146726943164178,0.00189379215280713,0.851622180282197,46.5820949619427,"-1_yrs"
"143",2019 Q2,"RBL","pre-covid",2113,20311,79497,11300,25340,565,112,1102,9467,210,1275,3649,0,313,1687,4122,11485,0,115,49,34151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5337,705.217391304348,782.282608695652,0,15081,25920.46689,471050.11042,0.0550269840015294,0.493038478420631,829.3891,806.611,3991.7357,274.00054,15669.58475,7.070089732,7.521470397,0.142494285,0.857505715,2020,267577,2019,25920.46689,7347789,2732025,6727157,13128687,14108368.2922146,35412330.9426336,37618764.0798353,22424,2113,20311,0.00847412114273972,0.00176072371421481,0.00171236771238798,0.901486730582187,1.96986214229747,"-1_yrs"
"144",2019 Q2,"RBN","pre-covid",6671,26627,64566,13909,37281,1174,0,823,14125,1188,639,5483,0,714,1646,6719,18337,727,12,408,51995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5338,675.521739130435,718.521739130435,0,15082,34179.96409,1237781.50652,0.0276138913935597,0.44817847147663,1146.7258,931.34789,4096.85466,427.55139,16011.97586,6.268878144,6.83626272,0.111158891,0.888841109,2020,339106,2019,34179.96409,NA,NA,NA,NA,NA,NA,NA,33298,6671,26627,0.00330983670253584,0.000926436365351748,0.00075243319204087,0.940154907418613,NA,"-1_yrs"
"145",2019 Q2,"RBS","pre-covid",2790,10080,38583,3660,15651,574,0,67,872,34,37,99,0,3,119,2161,2976,63,0,0,7005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5340,160.413043478261,217.065217391304,0,15084,15116.91184,284751.94519,0.0530880020149231,0.5535487340365,546.69375,677.838,2918.64451,334.79931,9524.92365,0,0,0,0,2020,356263,2019,15116.91184,1520000,10005000,40000,2005000,1543810.01859645,16052606.256109,16469536.5893876,12870,2790,10080,0.0102497790069618,0.00191989469864805,0.0023804508149987,0.739008512769155,0.177440347071584,"-1_yrs"
"146",2019 Q2,"RBT","pre-covid",3914,13952,45745,7717,22099,998,86,855,5075,519,556,2279,0,1009,988,2842,5350,0,0,47,20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5341,473.891304347826,525,0,15085,15697.72641,353107.34652,0.0444559609555189,0.510581238277456,475.92116,496.5,2683.38535,237.62869,11323.89659,6.589621868,7.272524803,0.079766973,0.920233027,2020,221518,2019,15697.72641,29039689,8257570,23574434,313032694,1365122.15324611,442309499.037788,444121184.113782,17866,3914,13952,0.00759934727058422,0.00134780871791645,0.00140608799248497,0.902650103519669,9.0249829886963,"-1_yrs"
"147",2019 Q2,"RBZ","pre-covid",2662,6171,34231,8282,11097,2172,0,187,3295,284,376,849,0,228,384,1377,4821,207,25,203,14408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5233,212.869565217391,291.978260869565,0,15087,9052.74274,251266.56772,0.0360284411179125,0.561499403977586,379.675,486.17331,1920.16089,223.99997,8052.628,5.433377593,5.818350079,0.170704846,0.829295154,2020,144357,2019,9052.74273999999,88000,3407401,190000,9472555,997580.166232622,15565179.5728229,16102092.9775244,8833,2662,6171,0.00764192748531408,0.00151104463854934,0.00193489056029837,0.729059638150547,2.76436237215701,"-1_yrs"
"148",2019 Q2,"RC9","pre-covid",4414,13776,78985,15466,30542,347,0,524,9435,199,763,2241,0,683,1069,5570,13405,589,275,151,35251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5317,628.826086956522,713.402173913043,0,15089,11276.45377,356922.4599,0.031593567334371,0.514600511929684,840.17694,890.72093,3265.00354,279.11334,11526.24154,5.778062727,6.316062849,0.135964141,0.864035859,2020,562301,2019,11276.45377,1604591,32323779,8200305,4252914,2938685.683453,54867014.4251787,56618316.0375892,18190,4414,13776,0.00914765504225978,0.00235394808226805,0.0024955586438846,0.88144683314796,0.367044423295313,"-1_yrs"
"149",2019 Q2,"RCB","pre-covid",5343,22993,85879,20708,34375,2071,198,1303,12062,458,604,3377,0,622,2130,7110,14534,286,373,39,45167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5369,935.347826086957,998,0,15090,27176.43154,665654.56567,0.040826628316815,0.569040899766837,985.42205,1301.157,4826.18597,412.68768,21359.5212,6.535344975,6.914587414,0.128351507,0.871648493,2020,462072,2019,27176.43154,3207907,6983965,8707500,13090428,1703980.01376748,37842274.4002708,41200591.4022697,28336,5343,22993,0.00725028598751112,0.00148038051689489,0.00195470303533538,0.937222270628213,2.13875605973073,"-1_yrs"
"150",2019 Q2,"RCD","pre-covid",3075,12037,44015,8562,19546,1751,0,488,3652,74,1220,551,0,328,452,2962,6912,162,0,8,18560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5370,267.119565217391,325.934782608696,0,15091,15230.10219,345622.45131,0.0440657200719279,0.586849046489852,391.16313,555.61704,3886.33506,204.04,11038.6591,6.33839245,6.691378364,0.160915007,0.839084993,2020,213152,2019,15230.10219,6812782,4918926,0,28142,600852.482715764,13911292.6809803,14200575.3071746,15112,3075,12037,0.0112444519887807,0.00113176423729821,0.00160758376052848,0.819549122924029,0.00239879819715936,"-1_yrs"
"151",2019 Q2,"RCF","pre-covid",1913,7386,25541,4358,12033,1474,0,681,4050,499,457,1347,0,588,652,1901,4866,295,157,71,17038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5371,309.369565217391,364.673913043478,0,15092,10245.58441,243619.38125,0.0420557032754552,0.57691548323007,310.56967,423.49092,1724.52673,244.987,7737.47624,6.346315155,6.886136004,0.104464286,0.895535714,2020,166574,2019,10245.58441,4904186,24076673,13622084,1049800,469316.930214988,51638931.1258745,52274880.8991502,9299,1913,7386,0.0070787747721529,0.00127481511695203,0.00173833016826119,0.848345752608047,0.506261184321693,"-1_yrs"
"152",2019 Q2,"RCU","pre-covid",1358,9262,26782,4604,11590,2607,0,87,394,22,167,437,0,25,264,878,1524,15,387,24,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5372,109.413043478261,160.130434782609,0,15093,9966.33341,264005.76644,0.0377504383498571,0.578029228393538,379.80092,520.2636,2355.72239,203.19996,8229.14484,0,0,0,0,2020,281881,2019,9966.33340999999,9574000,11181000,0,3015500,5695645.69073284,28119268.7554044,28851196.7728461,10620,1358,9262,0.00892299596999666,0.00143860842557133,0.00197065241042089,0.683274504480043,0.145290291496025,"-1_yrs"
"153",2019 Q2,"RCX","pre-covid",3488,5308,41116,10989,16108,1039,0,572,5893,580,411,1798,0,236,781,2650,4926,617,0,117,19620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5318,415.467391304348,491.717391304348,0,15094,12961.87169,264100.83068,0.0490792537707137,0.49463028336829,602.02921,589.2357,2101.43979,206.18666,8615.25824,5.364356529,5.740438976,0.138070849,0.861929151,2020,192106,2019,12961.87169,1133733,32046449,9623412,4061138,1331382.10640479,55438547.5382513,56290352.3415913,8796,3488,5308,0.00795696016778617,0.00227954303835361,0.00223110127477771,0.844931252486847,0.412431432714866,"-1_yrs"
"154",2019 Q2,"RD1","pre-covid",2549,16721,67365,8982,27579,1580,0,426,8889,602,1044,3773,0,186,617,5276,9845,192,166,739,33335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5234,654.413043478261,657.20652173913,0,15095,16134.21567,411465.37605,0.0392115998310376,0.511335202645589,800.05995,837.17677,3144.55463,465.07336,13316.61803,5.973868446,6.451856678,0.114412253,0.885587747,2020,355202,2019,16134.21567,858606,11885868,2373491,34517789,4240858.43439162,58716522.8582966,62898227.7793236,19270,2549,16721,0.00764233107579356,0.00194441621718076,0.00203462264075962,0.995749466615948,2.89468831746214,"-1_yrs"
"155",2019 Q2,"RD8","pre-covid",4448,12157,43063,8266,19415,734,0,475,2320,406,0,1105,460,209,631,2036,9450,0,109,22,17957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5319,488.739130434783,548,0,15097,10609.50478,280772.96749,0.0377867743994189,0.633052252687779,445.9525,769.34996,2259.78236,255.36801,9024.10349,6.633130212,6.946072028,0.13498799,0.86501201,2020,245764,2019,10609.50478,1311662,5205200,5003900,6986200,338961.959957661,21892776.2699168,22761842.8086609,16605,4448,12157,0.0080484327967951,0.00158830283408919,0.00274011407464788,0.891859727070772,1.83985789479661,"-1_yrs"
"156",2019 Q2,"RDE","pre-covid",7582,35779,152956,27552,53929,3861,83,2062,20056,1850,730,3735,0,634,1594,9805,18173,1120,619,172,64494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5321,1091.61956521739,1247.92391304348,0,15099,27485.69286,760900.19166,0.0361225994700257,0.521106734005222,1413.40786,1537.99689,6905.02887,675.65038,24680.29715,6.341471413,6.590483302,0.152997859,0.847002141,2020,646089,2019,27485.69286,3848440,33196650,2182600,11181093,3612723.61872931,59630976.0758024,63424644.6249327,43361,7582,35779,0.00907481552204082,0.00185754698906892,0.00202128598054978,0.874748495327019,0.360741275024571,"-1_yrs"
"157",2019 Q2,"RDU","pre-covid",11197,22871,117101,29382,42037,1567,271,978,16868,881,1383,3694,1,691,1304,9901,24208,294,235,497,62773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5254,1245.98913043478,1394.13043478261,0,15101,22652.8971,771615.34314,0.0293577587607533,0.492523586358923,1625.50004,1577.60457,6467.3797,402.28288,24826.12435,6.227017643,6.752796421,0.171930447,0.828069553,2020,674115,2019,22652.8971,3665959,19944569,70424,6861474,5450712.72955774,36130106.0194801,47619368.3046918,34068,11197,22871,0.00838161106761011,0.00210661964468619,0.00204454795258492,0.893739279588333,0.293593518959,"-1_yrs"
"158",2019 Q2,"REF","pre-covid",8551,22999,73841,21257,34388,3093,0,1240,10869,874,681,2143,0,460,1268,6838,12318,314,123,409,40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5238,639.847826086957,739.70652173913,0,15104,19405.42353,455072.15081,0.0426425205222063,0.54521799958242,891.289,1068.52691,3404.31379,364.39841,14482.9657,6.075949636,6.274487075,0.168346177,0.831653823,2020,421838,2019,19405.42353,3995931,21144297,46198,8845775,6313365.83097298,40258328.8637994,46061760.0572317,31550,8551,22999,0.00748082207171002,0.00195856634692666,0.00234803845521658,0.865002277636549,0.353695002288762,"-1_yrs"
"159",2019 Q2,"REM","pre-covid",1799,20200,57962,1068,26060,1423,0,1357,16266,564,983,2666,0,1097,1670,3941,6004,0,1612,47,37630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5343,737.565217391304,825.478260869565,0,15105,18839.44761,417724.73612,0.0451001484494037,0.483542950533209,854.23142,799.79077,3510.85888,450.37828,14013.85807,6.808667198,7.48441056,0.122474792,0.877525208,2020,557407,2019,18839.44761,17376116,19435615,725000,2729815,1431367.24907088,47633235.6839719,48647779.3265283,21999,1799,20200,0.0084047186494396,0.00204496249835347,0.00191463588541293,0.893500474033498,0.0938509248587088,"-1_yrs"
"160",2019 Q2,"REP","pre-covid",1152,5555,18160,2097,7757,0,0,0,0,4,169,0,0,0,0,0,4985,0,0,186,5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5345,72.9891304347826,121.434782608696,0,15107,5990.2326,120921.15864,0.0495383328060377,0.483918881875919,222.62875,208.7545,1016.91649,154.56667,4025.31322,0,0,0,0,2020,84907,2019,5990.2326,4753436,2997975,0,427300,1078756.43347704,9674990.96282293,10136259.2688614,6707,1152,5555,0.00840974814860573,0.00184110665580702,0.00172636867152003,0.601056211958466,0.0551254474830453,"-1_yrs"
"161",2019 Q2,"RF4","pre-covid",6726,30223,122289,13951,43369,2007,172,1048,16108,83,722,3618,0,427,656,10875,30803,414,474,14,67421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5202,821.70652173913,974,0,15109,19354.78444,548335.60693,0.0352973328658389,0.48709847109098,1328.20148,1261.3823,4899.9092,341.20001,17603.90636,6.671073354,7.1283319,0.124849685,0.875150315,2020,469775,2019,19354.78444,337876,1020126,0,737006,799174.921289303,2478285.81631528,2777642.61932218,36949,6726,30223,0.00893596756817129,0.00242224189568188,0.00230038371402174,0.843641192750647,0.5427134864308,"-1_yrs"
"162",2019 Q2,"RFF","pre-covid",2909,13858,38305,2483,19868,394,24,870,7010,103,866,1964,0,577,1011,2032,6297,0,0,24,21172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5373,362.391304347826,431,0,15110,11878.44964,288155.99096,0.0412222893594077,0.573273043921724,432.43125,580.9363,2357.10466,251,9402.9223,4.612438489,4.808500701,0.099660249,0.900339751,2020,195565,2019,11878.44964,3145858,6864711,1657032,5372897,2262245.18050489,20158025.4091387,22478075.3564061,16767,2909,13858,0.00817996062531005,0.00150068457212825,0.00201604796785447,0.84081509129426,0.702250691244424,"-1_yrs"
"163",2019 Q2,"RFR","pre-covid",4580,12380,46162,4822,19080,2156,0,452,6955,401,737,2045,0,161,693,2443,9256,0,171,33,25503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5374,376.565217391304,405.108695652174,0,15111,15709.7379,345642.40225,0.0454508410939619,0.560242352219873,443.42407,564.9133,3097.80173,186.44002,11199.80388,5.281883699,5.396836197,0.185630457,0.814369543,2020,198547,2019,15709.7379,875733,1208505,716608,4941630,1407086.05555482,9158947.58108869,10182745.3110132,16960,4580,12380,0.00896244705462783,0.00128289835712713,0.00163438656924796,0.929541185940434,2.71477537594075,"-1_yrs"
"164",2019 Q2,"RGM","pre-covid",1608,1406,10321,4008,3312,0,0,0,1137,0,15,756,0,0,0,495,2,0,496,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5322,164.880434782609,228.25,0,15113,4063.77318,158159.357,0.0256941685720182,0.504781268965673,306.4,312.3165,1719.98684,217.25999,4959.09354,0,0,0,0,2020,128516,2019,4063.77318000001,NA,NA,NA,NA,NA,NA,NA,3014,1608,1406,0.0108750242326794,0.00193728658115372,0.0019746950539259,0.722367731796754,NA,"-1_yrs"
"165",2019 Q2,"RGN","pre-covid",6655,35463,116269,18494,44367,2980,0,1599,17527,1449,1268,3767,0,672,1466,7075,12330,541,0,0,50674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5323,804.413043478261,1005.30434782609,0,15114,19424.92515,522128.56403,0.0372033374310544,0.522818984394575,1038.04058,1137.3196,4758.24705,372.54816,16904.82682,6.355774134,6.687518327,0.186049937,0.813950063,2020,467171,2019,19424.92515,4277101,27447694,8451150,20011100,4658274.69792418,71198152.9184754,71198152.9184754,42118,6655,35463,0.00911317131028787,0.00198809383648346,0.00217823669944756,0.800168670530229,0.897161037604813,"-1_yrs"
"166",2019 Q2,"RGP","pre-covid",4772,7203,38965,9826,13002,4554,8,377,7150,61,356,1380,0,769,303,4649,6528,0,0,47,26182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5324,416.967391304348,470.282608695652,0,15115,11011.23807,255693.81806,0.0430641544388693,0.521804996255658,432.61589,472.0692,2107.51068,179.63601,8181.84268,6.985626496,7.442303433,0.131006417,0.868993583,2020,186944,2019,11011.23807,812111,10062940,1858982,9199303,1217945.66044185,25945999.0192292,27326065.8271378,11975,4772,7203,0.00824232160163317,0.00169192940714149,0.00184622844455796,0.886631535154626,1.01684902443216,"-1_yrs"
"167",2019 Q2,"RGR","pre-covid",3296,14064,62741,13436,22781,1292,0,719,6494,278,0,2639,0,427,1131,3580,7482,0,0,8,24050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5325,355.29347826087,462.728260869565,0,15116,11522.56124,317654.82825,0.0362738425966299,0.524311125719312,540.51916,595.768,2472.28197,298.84413,10274.4117,6.644368221,6.771263563,0.129655172,0.870344828,2020,217218,2019,11522.56124,206832,544713464,82157265,9952074,193136.393928971,753573021.674857,753946692.591891,17360,3296,14064,0.00778291954074839,0.00170159277281503,0.0018755200520079,0.767823166005028,0.169032681799762,"-1_yrs"
"168",2019 Q2,"RGT","pre-covid",8945,28347,98620,22170,40619,1388,108,1706,11460,872,1522,3058,0,315,2117,8048,9968,771,75,216,41624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5326,909.282608695652,1001.04347826087,0,15117,28127.11741,891457.40577,0.0315518354864135,0.461489774371945,2165.60975,1855.87331,8591.82745,716.08,28632.45661,7.117796412,7.346212598,0.223508267,0.776491733,2020,658972,2019,28127.11741,16061058,26295579,40796290,21098829,7205337.11908325,123324420.823577,132166651.784476,37292,8945,28347,0.00963795622133934,0.00242929133347593,0.002081841822153,0.908334781097984,1.46128501656069,"-1_yrs"
"169",2019 Q2,"RH8","pre-covid",7057,17161,107522,24174,40651,0,135,1228,9345,256,861,1790,46,811,1313,5772,10447,257,198,404,32863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5240,702.717391304348,820.880434782609,0,15119,30888.32473,671367.89929,0.0460080453096815,0.5305553421303,1022.06875,1155.11813,5236.02605,703.50665,21417.44463,6.647470123,6.875511082,0.244685582,0.755314418,2020,457186,2019,30888.32473,13993254,11200603,1283867,1194058,4540547.69905845,32734283.0398588,38034597.2097872,24218,7057,17161,0.00779904141311689,0.00152236761853059,0.00172054417737516,0.856053283192754,0.0983543329629917,"-1_yrs"
"170",2019 Q2,"RHM","pre-covid",8368,24664,98202,17795,37557,1089,266,917,11813,94,1115,2445,6,483,841,6293,14508,699,10,719,41298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5255,1034.46739130435,1158.89130434783,0,15121,31139.57582,925729.63197,0.0336378730296592,0.46711930435706,2328.3825,2041.043,8583.82765,1188.69383,30027.2427,6.910830809,7.201813874,0.222018566,0.777981434,2020,739911,2019,31139.57582,14644368,43845691,14079125,27384853,8957787.24992794,118240442.127454,129081029.363416,33032,8368,24664,0.00927249960847983,0.002515186313141,0.00220479385072352,0.892635389896639,0.708906414336152,"-1_yrs"
"171",2019 Q2,"RHQ","pre-covid",11935,42305,136620,24271,58758,670,0,265,15881,751,2198,4726,0,282,518,12065,24162,1169,455,51,63193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5376,1342.01086956522,1438.65217391304,0,15122,52625.59885,1343932.27409,0.0391579247441124,0.461643315873385,2468.18663,2116.48131,10360.18397,692.38795,42315.59672,6.390089583,6.777338527,0.256011822,0.743988178,2020,753182,2019,52625.5988500001,2975294,39203862,0,74453802,19023421.9939851,137970740.697074,155676754.424535,54240,11935,42305,0.00770885867520003,0.00183654093110551,0.00157484223781523,0.932825108041952,1.76517998605757,"-1_yrs"
"172",2019 Q2,"RHU","pre-covid",7186,28751,103600,22452,40983,1626,2799,393,14630,961,1461,3698,0,1420,1470,7402,15307,714,400,116,52397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5256,987.673913043478,1036.60869565217,0,15123,22406.73587,603852.7812,0.0371062890949553,0.48059857828953,1412.60583,1307.0745,5571.60981,526.9387,19256.69196,6.777054542,7.424281984,0.158901141,0.841098859,2020,568594,2019,22406.73587,450000,2e+05,0,0,0,768916.2908232,768916.2908232,35937,7186,28751,0.00922676848308602,0.00233932155978948,0.00216455821798573,0.952793389816294,0,"-1_yrs"
"173",2019 Q2,"RHW","pre-covid",8243,17821,87444,16651,33401,2297,0,708,8165,46,218,866,0,681,723,6017,7423,165,93,54,27456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5257,506.489130434783,609.04347826087,0,15124,13290.39711,439720.37383,0.0302246561701009,0.517806441724562,953.75796,1024.1987,4025.44783,420.78001,14204.12022,5.885424944,6.162475822,0.158029305,0.841970695,2020,445712,2019,13290.39711,11427334,37787273,487872,13471744,3748789.86260525,74731829.5766118,77870118.6339214,26064,8243,17821,0.00915456292129024,0.00216901016364716,0.00232920456034172,0.831614077669903,0.283647820249789,"-1_yrs"
"174",2019 Q2,"RJ1","pre-covid",14248,66151,232621,37572,94270,935,3,707,14709,289,1717,4902,11,293,1373,12810,18252,964,683,89,57737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5203,883.489130434783,1138,0,15125,46455.2589,1404217.26511,0.0330826717875178,0.497611321658519,3062.41875,3033.29734,13036.94811,1461.41779,44785.33319,5.712079723,6.089331336,0.345594056,0.654405944,2020,1382186,2019,46455.2589,16571240,169808871,15430167,360700518,11006585.9998929,665421099.705117,675461440.279421,80399,14248,66151,0.00928413888215421,0.00218087245192795,0.00216013391614465,0.77635248720104,2.01808381260166,"-1_yrs"
"175",2019 Q2,"RJ2","pre-covid",5267,21106,118008,16395,36784,3248,216,1949,12684,10,1414,2487,0,516,1389,6343,20471,0,166,0,50893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5204,901.554347826087,988.380434782609,0,15126,22149.19282,536962.79448,0.0412490270232773,0.457983672383496,1340.02875,1132.27454,5161.22019,340.22334,17257.86961,6.967905205,7.622489083,0.080497233,0.919502767,2020,366475,2019,22149.19282,418316,17619563,71604990,12313982,5086585.91382364,120609667.222975,124443572.089853,26373,5267,21106,0.00961187673160517,0.00249557094788606,0.00210866479324048,0.912153171085768,4.65237470547396,"-1_yrs"
"176",2019 Q2,"RJ6","pre-covid",1980,12401,66266,6536,23819,1199,0,488,6101,497,758,2446,0,296,806,4721,13853,639,52,126,31982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5205,461.032608695652,517.141304347826,0,15127,11348.81116,306664.3742,0.0370072695584735,0.468757826955958,752.63125,664.10727,2751.20103,167.6,9871.5288,7.458423905,7.677602639,0.117766656,0.882233344,2020,237212,2019,11348.81116,4618466,18889148,2947044,4091570,1850053.99890551,36134603.5883073,38292917.1621006,14381,1980,12401,0.00897137477144875,0.00245425068354745,0.00216558337345988,0.891502196439456,0.299418477774903,"-1_yrs"
"177",2019 Q2,"RJ7","pre-covid",4923,27452,125342,13811,40837,620,0,862,15017,682,797,6667,96,1142,1917,9339,16347,886,98,228,54698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5206,826.065217391304,931,0,15128,26859.5051,809820.77185,0.033167221728137,0.463062386517365,2024.86914,1746.27501,6692.45209,343.2125,24302.29176,6.410638887,6.745889818,0.217902583,0.782097417,2020,589437,2019,26859.5051,23918342,41276169,13483842,9517136,18933084.9763466,104330689.644951,112847592.693384,32375,4923,27452,0.00826411512600669,0.00250039170441908,0.00215637221308946,0.887288096016438,0.352805437868841,"-1_yrs"
"178",2019 Q2,"RJC","pre-covid",3867,11272,52144,8597,19224,3488,0,419,5105,273,603,1298,0,206,393,3120,10798,0,51,51,25805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5281,413.45652173913,482.652173913043,0,15130,18532.63978,364023.82148,0.0509105137808082,0.611157701265489,408.06931,641.3775,3539.99533,338.78663,11735.22426,6.393264986,6.627057407,0.144548994,0.855451006,2020,238044,2019,18532.63978,1850908,1375916,0,6895472,1433741.42598731,11974151.2229762,12501184.9050633,15139,3867,11272,0.0097246254808478,0.00112099617091246,0.00176191079306945,0.85663453742906,2.1369222492457,"-1_yrs"
"179",2019 Q2,"RJE","pre-covid",7382,31077,141556,19444,46671,1119,0,1772,32816,1048,0,3818,40,280,2617,16904,19836,581,904,65,81800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5282,1218.86956521739,1411,0,15131,35288.91893,854768.41135,0.0412847719469015,0.518311920634269,1598.97435,1720.54801,7783.72173,528.07997,27584.35894,6.740991382,7.177875024,0.119607696,0.880392304,2020,632952,2019,35288.91893,5845040,6217703,1614662,11510045,2319052.71607091,29795447.121992,34038372.5051069,38459,7382,31077,0.00910623465566139,0.00187065213076209,0.00201288207092563,0.863833852032169,1.08803669281522,"-1_yrs"
"180",2019 Q2,"RJL","pre-covid",5293,23393,79521,16845,28855,1114,0,1721,22882,1071,759,3051,0,397,1682,11539,17171,712,0,256,62355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5377,662.54347826087,735.95652173913,0,15132,23232.95735,517974.98389,0.0448534351514819,0.536617097906,761.4926,881.8408,3788.04505,445.46798,16093.56382,6.604259016,6.879347688,0.153279224,0.846720776,2020,313929,2019,23232.95735,7338891,21192161,7938117,43185951,2136353.47357876,94227876.0238106,96586988.3168966,28686,5293,23393,0.00731318146206932,0.00147013393249454,0.00170247758564972,0.900248124298459,1.79187462137744,"-1_yrs"
