"","date","trust_code","covid_flag","completed_pathways_for_admitted_patients","completed_pathways_for_non_admitted_patients","incomplete_pathways","incomplete_pathways_with_dta","new_rtt_periods_all_patients","audiology_assessments","barium_enema","colonoscopy","ct","cystoscopy","dexa_scan","echocardiography","electrophysiology","flexi_sigmoidoscopy","gastroscopy","mri","non_obstetric_ultrasound","peripheral_neurophys","sleep_studies","urodynamics","all_diagnostics_tests","audiology_audiology_assessments","barium_enema_2","cardiology_echocardiography","cardiology_electrophysiology","colonoscopy_2","computed_tomography","cystoscopy_2","dexa_scan_2","flexi_sigmoidoscopy_2","gastroscopy_2","magnetic_resonance_imaging","neurophysiology_peripheral_neurophysiology","non_obstetric_ultrasound_2","respiratory_physiology_sleep_studies","total.x","urodynamics_pressures_flows","operating_theatres","X.x","occupied_beds","bed_capacity","covid_beds","X.y","sick_ftes","total_ftes","sickness_rate","ratio_doctors","doctors","senior_doctors","nurses","managers","all_ftes","standard_los","los_unadjusted","elective_proportion","emergency_proportion","CatchmentYear","trust_total_catchment","date_yr","total_ftes2","low","moderate","high","significant","investment","cost","total.y","total_pathways","admitted_pathways","non_admitted_pathways","nurses_ratio","doctors_ratio","senior_doctors_ratio","occupied_ratio","significant_ratio","years_since_covid"
"870",2021 Q4,"R1H","post-covid",5826,36944,306786,47678,65066,5090,2,3122,29346,571,1164,11945,21,539,2938,13247,46659,697,2215,207,117763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3739,1785.07777777778,1855.53333333333,11781,18778,86913.97919,1510756.05918,0.0575301212011519,0.404645342484757,4867.27875,3308.1486,13307.41288,841.72998,47543.16773,6.999262345,7.624412848,0.203138804,0.796861196,2020,1066953,2021,86913.97919,14539165,98668382,74029201,127840560,9759232.864,354988780.758976,383534861.367712,42770,5826,36944,0.00880844581038644,0.00322175027558177,0.00218973048620144,0.962029485383062,1.78318289150811,"1_yrs"
"871",2021 Q4,"R1K","post-covid",4388,28860,164120,15991,47141,409,0,1123,16533,765,1092,2535,0,533,2023,7827,16117,458,208,38,49661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,945.822222222222,992.255555555556,7659,18779,28196.54569,696911.18887,0.0404593097948664,0.40817048628368,2406.02045,1659.37405,6640.2112,524.52,21995.95815,6.441438542,7.051529933,0.087442505,0.912557495,2020,519432,2021,28196.54569,42795249,128379511,48194742,30332271,6957634.495392,281331995.989456,291495477.833045,33248,4388,28860,0.0095280593941485,0.00345240611490428,0.00238104090808267,0.95320425965533,0.458753457577507,"1_yrs"
"872",2021 Q4,"RA2","post-covid",3314,13093,77863,13073,22173,1073,0,1005,14659,632,0,1712,4,290,1083,5064,12766,408,0,44,38740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,418.222222222222,513.788888888889,1589,18781,18221.20564,410549.0635,0.0443825288131488,0.497486679421038,937.24375,927.8685,3470.39187,410.66668,12942.44279,5.663250529,6.447847682,0.152880592,0.847119408,2020,323150,2021,18221.20564,314620,303135,41700,104960,2575600.3588,861244.97688,3455771.02772198,16407,3314,13093,0.00845305026496547,0.00228290314928462,0.00226006726720983,0.813996237105598,0.237408033929309,"1_yrs"
"873",2021 Q4,"RA4","post-covid",1341,6997,33933,8893,10658,736,0,370,6049,197,339,1288,0,241,355,1940,5389,0,398,44,17346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3771,346.255555555556,369.822222222222,1688,18782,9426.00491,218797.40219,0.0430809726973569,0.578484013626327,359.44248,493.295,1941.15504,137.77998,6977.14614,7.141390661,7.898142938,0.090573013,0.909426987,2020,123332,2021,9426.00491,39140,602962,400155,6036994,951883.485936,7975993.882672,10309283.1139758,8338,1341,6997,0.00887192910231326,0.0016428096330315,0.00225457430052863,0.936275688018269,10.0251190620805,"1_yrs"
"874",2021 Q4,"RA7","post-covid",7309,28284,161393,36423,34264,3487,1,1019,20566,247,954,5016,16,371,1060,9648,13881,371,445,0,57082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772,942.8,1014.86666666667,4556,18783,45405.86364,965600.504,0.0470234464997752,0.444592326327129,2457.14231,1966.89147,8308.02358,340.02666,30310.45494,6.875464136,7.840724402,0.149941364,0.850058636,2020,744653,2021,45405.86364,11725752,35228938,165359,21932747,4659915.392,77799851.774912,85776743.4630673,35593,7309,28284,0.00860399673113675,0.00254467794892535,0.00203696193389725,0.9289890297576,0.470626171741311,"1_yrs"
"875",2021 Q4,"RA9","post-covid",2432,18265,97130,15663,27311,2570,0,931,7953,432,485,2188,0,204,1083,3331,5481,131,31,101,24921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773,342.322222222222,392.422222222222,1909,18784,30083.26204,537092.56832,0.0560113168836035,0.508901148046344,775.84797,803.9724,3445.14797,243.4,17081.53876,7.399239811,8.28320702,0.078619487,0.921380513,2020,231423,2021,30083.26204,1258430,29487762,6013397,23163483,3636897.216,67513647.376384,83599040.7678976,20697,2432,18265,0.00641443984372426,0.00144453305773121,0.00149689727138617,0.87233138909338,0.948959142647649,"1_yrs"
"876",2021 Q4,"RAE","post-covid",2461,15441,109542,20376,26385,1306,0,1078,10836,584,976,1157,0,346,1011,3611,9938,214,222,70,31349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,549.744444444444,655.555555555556,3669,18785,37856.57273,524916.50622,0.0721192271178719,0.490929615751572,1129.07954,1088.84469,3867.76951,239.06,16373.809,5.784312169,6.471478778,0.089077413,0.910922587,2020,376141,2021,37856.57273,14568648,26253199,15423363,26453912,319899.360976,93174785.181984,101246830.472168,17902,2461,15441,0.00736835185056833,0.0021509697763758,0.00207431977676017,0.838593220338982,1.02585448914156,"1_yrs"
"877",2021 Q4,"RAJ","post-covid",9732,67778,360376,48519,113912,3737,0,2496,35735,1433,3639,9434,0,813,2396,16186,24856,1332,1030,531,103618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,1673.77777777778,1873.04444444444,9457,18786,69812.47001,1284809.10494,0.0543368425251471,0.503146486408414,2802.89913,2838.39967,11130.04603,1010.39666,40944.26315,6.680075065,7.113845284,0.141390961,0.858609039,2020,998600,2021,69812.47001,4289581,42886860,21428182,32245872,6816936.822704,113625428.90264,147868435.803687,77510,9732,67778,0.00866280133539353,0.00218156854525941,0.00220919952939822,0.893613487251893,1.13773003775338,"1_yrs"
"878",2021 Q4,"RAL","post-covid",3503,29793,294625,24469,52030,562,0,219,23535,138,1917,848,0,57,228,10829,25490,273,0,0,64096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3741,889.4,1133,8056,18787,47925.40887,1003657.32037,0.0477507690098172,0.455201887984131,2788.68569,2330.06496,8151.02867,240.30665,29559.05549,6.649168099,7.20203974,0.232247852,0.767752148,2020,676227,2021,47925.40887,8441800,11404180,14657750,18443500,0,59654161.51856,72847146.5349044,33296,3503,29793,0.00812132637760776,0.00277852373853254,0.00232157421931722,0.784995586937335,1.66790705220906,"1_yrs"
"879",2021 Q4,"RAN","post-covid",1662,3630,19992,6905,6449,0,0,0,1126,0,802,0,0,0,0,3085,1225,64,0,0,6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742,85.1,151.122222222222,20,18788,6321.04277,137957.49021,0.0458187718577517,0.574726024733207,251.69722,340.15,1115.86535,282.08666,4370.35451,0,0,0,0,2020,164723,2021,6321.04277,1740226,22118141,0,3449377,943024.464,30766870.547968,33342963.5429733,5292,1662,3630,0.00808847238596049,0.00182445490720993,0.00246561458520462,0.563120358797148,0.144577246213037,"1_yrs"
"880",2021 Q4,"RAS","post-covid",2139,12710,69320,9697,15399,1253,90,690,6356,295,0,1910,0,155,770,3746,8000,0,0,66,23331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,352.388888888889,456.111111111111,2704,18790,17466.51876,301516.6811,0.0579288638236473,0.47928280894956,694.7,639.4215,2460.37448,370.55333,9525.24537,6.548625168,6.932727273,0.123679196,0.876320804,2020,187304,2021,17466.51876,3889814,9698924,88901900,52512899,2064089.017456,174638145.038864,193579947.363776,14849,2139,12710,0.00815999456820766,0.00230401846247969,0.00212068366389298,0.772594397076736,10.4067647047136,"1_yrs"
"881",2021 Q4,"RAX","post-covid",4084,18267,78331,10627,26437,684,0,1014,9953,577,491,1454,0,362,1013,5564,6840,395,83,727,29157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746,408.377777777778,458.2,2579,18792,13949.87784,305359.68185,0.0456834306201973,0.497719998400766,811.19375,803.82924,2749.44068,232.85334,9724.25532,6.531365425,7.341820496,0.076471356,0.923528644,2020,285688,2021,13949.87784,533868,2405669,26168742,1020567,0,33945327.180512,40430719.360448,22351,4084,18267,0.00900394139574258,0.00265651884716882,0.00263240135413443,0.891265337795238,9.24952092795566,"1_yrs"
"882",2021 Q4,"RBD","post-covid",2961,8397,53599,13001,12200,3439,0,1059,9549,200,473,1765,0,167,872,2419,5301,412,79,25,25760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774,320.333333333333,361.155555555556,1493,18793,12793.21172,265500.39599,0.0481852830098297,0.54257582921581,483.0375,572.9572,2044.38802,237.62424,8348.95069,0,0,0,0,2020,170832,2021,12793.21172,1487583,1825219,2208639,4587556,1503935.865856,11389523.867984,17898495.0969963,11358,2961,8397,0.00770013171685439,0.00181934756895125,0.00215802766645056,0.886967757814421,2.05149447506974,"1_yrs"
"883",2021 Q4,"RBK","post-covid",1799,11896,80874,9894,18983,1213,0,591,7277,596,0,975,0,189,675,4788,8477,161,595,0,25537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3816,441.722222222222,531.111111111111,3292,18794,26128.7868,356359.53885,0.073321418262914,0.54495159297064,564.25,675.72797,3211.98354,261.66666,11377.99612,5.999241116,6.652591519,0.10728635,0.89271365,2020,200042,2021,26128.7868,55500,310000,18119800,10313700,1982341.077152,32447026.928,41807801.3589285,13695,1799,11896,0.00901332275365863,0.00158337279765508,0.00189619722873317,0.831694560669456,77.7934336525308,"1_yrs"
"884",2021 Q4,"RBL","post-covid",4305,19544,81673,14363,24460,596,158,946,10496,159,1233,3304,0,293,1660,4297,13354,0,215,12,36723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871,677.255555555556,745.755555555556,2796,18795,35743.68908,508542.36355,0.0702865516069944,0.478398023985548,969.75868,889.4342,4180.28046,246.64569,16684.48391,7.267608576,7.924901657,0.131624555,0.868375445,2020,267577,2021,35743.68908,2666620,8972319,15853621,3680045,0,35121301.22056,36560979.4963328,23849,4305,19544,0.00822012237253661,0.00190693784728252,0.00174898742710655,0.908146845853571,1.67830297933514,"1_yrs"
"885",2021 Q4,"RBN","post-covid",8321,27439,89241,30975,35187,782,0,513,15544,691,650,3629,0,328,895,6624,16180,680,66,349,46931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872,733.288888888889,767.622222222222,5311,18796,63257.05656,1540863.95904,0.0410529795241696,0.445163795711127,1308.81175,1050.1038,4793.58193,347.2,17976.0635,6.503475034,7.467895363,0.10652686,0.89347314,2020,339106,2021,63257.05656,65000,60000,0,0,0,140834,140834,35760,8321,27439,0.00311097024619002,0.000849401235145655,0.000681503252664981,0.955273137828215,0,"1_yrs"
"886",2021 Q4,"RBQ","post-covid",1479,2248,11879,2957,3981,0,0,0,2782,0,0,1865,0,0,0,1553,156,0,173,0,6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873,139,179.388888888889,92,18797,9469.49113,155641.70634,0.0608416044303309,0.548100468087768,234.8375,284.83,1567.80748,312.65245,5066.53636,0,0,0,0,2020,50304,2021,9469.49113000001,1744933,3694224,1830730,2479732,53634.093888,10984622.737968,16481174.9488069,3727,1479,2248,0.0100731835757128,0.00150883401064106,0.00183003647735516,0.774852895633322,0.792487144607151,"1_yrs"
"887",2021 Q4,"RBS","post-covid",1528,9167,56288,5560,11254,69,3,100,735,43,74,67,0,4,153,1902,2773,53,0,0,5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874,182.6,226.766666666667,500,18798,22808.99748,334662.55797,0.0681552116805509,0.54207824509,656.3625,776.98827,3262.87119,334.82715,10969.61084,0,0,0,0,2020,356263,2021,22808.99748,91500,154200,884500,1405030,0,2856372.65456,3484426.947584,10695,1528,9167,0.00974973480688118,0.00196126660831547,0.00232170660115988,0.805232985447595,9.31839641839642,"1_yrs"
"888",2021 Q4,"RBT","post-covid",3235,14187,87066,9688,22318,1605,132,721,8684,563,522,2165,0,349,917,4628,6033,0,0,30,26349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875,552.6,601.155555555556,2879,18799,22139.44365,398886.79844,0.0555030743975103,0.467427262447977,606.97104,532.725,3465.58659,267.99242,12966.9284,7.16461992,8.188950873,0.097065463,0.902934537,2020,221518,2021,22139.44365,4952829,235786613,9007652,30225164,18254339.744,315436903.865376,327021016.381152,17422,3235,14187,0.00868814561813905,0.00152166239237246,0.00133552928320372,0.919229631820197,0.162967961020696,"1_yrs"
"889",2021 Q4,"RBZ","post-covid",2104,5479,51162,13630,11047,742,0,448,3953,451,192,1004,0,260,521,1647,4509,123,35,163,14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,254.755555555556,304.822222222222,0,18801,14795.99614,282580.32382,0.0523603198551958,0.55346989125687,428.75717,531.4405,2070.70554,262.83999,8921.65085,6.190365792,6.814611872,0.150565152,0.849434848,2020,144357,2021,14795.99614,4984490,2052343,12641357,28451187,2222923.856,54226021.443344,56160833.862176,7583,2104,5479,0.00732784757271003,0.00151729308043795,0.00188067057470895,0.835751257563609,5.83963609765927,"1_yrs"
"890",2021 Q4,"RC9","post-covid",7694,24647,201080,23190,53095,544,0,1405,17203,1039,1307,2781,0,572,1743,8122,22194,578,265,428,58181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853,1054.77777777778,1129.83333333333,7620,18802,34246.02329,672324.37456,0.0509367569968174,0.486876610389408,1665.61875,1580.42067,6122.49987,338.43999,21384.05303,6.098506106,6.792296744,0.165358889,0.834641111,2020,562301,2021,34246.02329,4901040,35998270,7666652,10105792,0,66103822.422688,70584646.5120892,32341,7694,24647,0.00910646720789626,0.00247740348710406,0.00235068179855044,0.933569356345582,0.434541414023855,"1_yrs"
"891",2021 Q4,"RCB","post-covid",4081,21565,107797,21382,33683,1218,262,1677,13759,637,549,3332,0,443,1834,5921,12349,313,117,46,42457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901,844.222222222222,1128.36666666667,5174,18803,45313.61778,750221.68431,0.0604003039737197,0.54531706190558,1142.00557,1369.647,5457.49353,444.30477,23592.71249,6.454313676,7.020799542,0.106356717,0.893643283,2020,462072,2021,45313.61778,3197907,8403070,13238989,11614372,3264055.537744,41072081.903136,48342634.2440689,25646,4081,21565,0.00727450784766293,0.00152222415571783,0.00182565637416853,0.748180752907346,2.14235068305023,"1_yrs"
"892",2021 Q4,"RCD","post-covid",2699,13432,68601,12652,21486,989,0,1086,4719,61,1200,233,0,178,821,2963,6987,141,0,37,19415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902,287.066666666667,307.344444444444,1545,18804,21745.90758,375011.07477,0.0579873743551096,0.574410156813059,449.73284,606.99548,4137.53885,204.39335,11768.15178,7.542343458,8.38011122,0.11483785,0.88516215,2020,213152,2021,21745.90758,7032428,2922924,0,29549,951070.028752,11249708.379472,13286982.5661478,16131,2699,13432,0.0110331110955526,0.0011992521561552,0.00161860681147158,0.93402263114132,0.00296815220596921,"1_yrs"
"893",2021 Q4,"RCF","post-covid",1547,7669,30019,7097,11160,1059,0,776,4471,540,578,1223,0,166,505,1915,5290,327,91,41,16982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3903,296.533333333333,383,1999,18805,15625.46728,285054.98369,0.0548156256653728,0.552983312148464,410.05092,507.2547,2029.92938,199.35334,8999.71822,6.393391745,6.920177964,0.082946843,0.917053157,2020,166574,2021,15625.46728,5113933,373521013,34325399,941499,295971.10104,466331618.383168,468654035.972149,9216,1547,7669,0.0071211853717582,0.00143849763541035,0.00177949774262373,0.774238468233245,0.0931422161968114,"1_yrs"
"894",2021 Q4,"RCU","post-covid",1382,7978,36240,8737,10384,2041,0,76,428,28,112,647,0,8,218,821,1587,18,354,260,6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,115.222222222222,163.166666666667,154,18806,17836.21903,295035.04784,0.0604545770429035,0.576134687026819,433.025,588.5849,2544.27874,278.05991,9131.16479,0,0,0,0,2020,281881,2021,17836.21903,4044000,13268500,105000,544000,1037664.912,20236719.128,26880477.7866763,9360,1382,7978,0.00862364915160786,0.00146770698318809,0.00199496603643915,0.706162751106569,0.0374873646209386,"1_yrs"
"895",2021 Q4,"RCX","post-covid",2204,4688,55826,11343,18061,762,0,576,5924,496,364,1152,0,178,657,2064,4640,372,0,104,17289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854,460.444444444444,530.711111111111,2057,18807,22138.15408,310730.10567,0.0712456040661572,0.46526451670903,704.73523,613.17849,2679.03326,184.2,9872.70665,6.556734726,7.206830123,0.086032864,0.913967136,2020,192106,2021,22138.15408,3979302,17826298,65868294,11255663,5478311.906048,111461161.844304,113459046.446681,6892,2204,4688,0.0086217370351786,0.0022679979092481,0.00197334754119771,0.867599028557072,3.53688763436915,"1_yrs"
"896",2021 Q4,"RD1","post-covid",1936,17527,94478,13402,26088,669,0,1366,11916,912,1146,3442,0,245,1188,5127,10342,204,274,501,37332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,595.288888888889,628.066666666667,3552,18808,26606.70207,478488.27984,0.0556057550226662,0.48298689589353,986.94806,921.994,3729.40115,333.04663,15280.86143,5.962576111,6.439988976,0.102337514,0.897662486,2020,355202,2021,26606.70207,6341720,24984654,6950042,15613026,1434217.402496,60715725.397024,76091687.5682992,19463,1936,17527,0.00779413270320239,0.00206263789852914,0.00192688941160336,0.947811626508155,0.720257888768103,"1_yrs"
"897",2021 Q4,"RD8","post-covid",4242,13417,96805,11364,22928,405,0,255,2912,511,0,1033,602,68,183,1680,8269,0,175,7,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855,474.222222222222,524,3064,18809,18177.59556,308708.20237,0.058882774803027,0.578905420778368,607.915,835.7393,2395.23912,283.624,9804.81134,6.636232164,7.072994129,0.089569161,0.910430839,2020,245764,2021,18177.59556,1050650,7026858,9457338,17033113,0,38946751.502448,43625230.3558086,17659,4242,13417,0.00775890987544673,0.0019692220528413,0.00270721442962611,0.905004240882103,3.27953262318032,"1_yrs"
"898",2021 Q4,"RDE","post-covid",6057,37848,191433,28431,51890,3140,152,2061,20726,944,355,4093,0,488,1846,10140,15873,988,463,124,61393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3856,1112.23333333333,1199.28888888889,5817,18810,47754.30111,906675.30575,0.0526696831899461,0.498635643201616,1643.56181,1634.6166,8072.26825,947.06001,28926.05006,6.653874318,6.99430037,0.151103852,0.848896148,2020,646089,2021,47754.30111,4074190,31988256,721600,9558931,5764160.98584,52213334.582544,61363729.95958,43905,6057,37848,0.00890315220763913,0.00181273472386065,0.00180286877742617,0.927410687814998,0.285075809888214,"1_yrs"
"899",2021 Q4,"RDU","post-covid",8090,24805,160240,27721,41736,595,196,965,18081,1209,1213,1700,8,387,1065,8162,17192,97,144,329,51343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793,1226.16666666667,1299.07777777778,6422,18812,34823.42214,854812.61049,0.0407380772261167,0.463411898543571,1927.57903,1664.70903,7208.17728,397.41168,27044.87486,6.992440529,7.947485094,0.164188494,0.835811506,2020,674115,2021,34823.42214,14233274,23733703,1208591,7200173,4305171.44608,52250248.863952,59873531.3530455,32895,8090,24805,0.00843246483678814,0.00225497261779405,0.00194745492704623,0.943874714541086,0.221475731396787,"1_yrs"
"900",2021 Q4,"REF","post-covid",6692,22287,106990,27224,35970,1394,0,1424,11707,897,765,3097,0,532,1389,6899,8443,346,194,438,37525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3778,636.533333333333,710.922222222222,3165,18814,29725.19631,575697.02432,0.0516334027349033,0.50900706179741,1137.92025,1179.6696,3892.51703,433.14908,17960.9516,7.085215322,7.512405137,0.191737408,0.808262592,2020,421838,2021,29725.19631,5829024,35784755,44612,28617900,1280432.307856,79178329.333552,84701380.258048,28979,6692,22287,0.00676139855785732,0.00197659567781175,0.00204911533352704,0.895362830751918,0.688774552294325,"1_yrs"
"901",2021 Q4,"REM","post-covid",4125,31793,211580,30931,48119,1703,0,2764,25300,942,1851,4488,0,700,2441,7247,14909,0,283,0,62628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877,1435.72222222222,1528.74444444444,10255,18815,86080.43005,1111086.19022,0.0774741246968029,0.462469431157886,2531.8174,2178.27268,9488.72538,1159.3998,36634.00387,7.583090966,8.692835153,0.143193572,0.856806428,2020,557407,2021,86080.4300499999,16338602,15773437,6809532,33114000,2435088.586992,81160460.849712,98851482.9201587,35918,4125,31793,0.00854004438496458,0.00227868676821434,0.0019604893834282,0.939151227950316,1.24325745867461,"1_yrs"
"902",2021 Q4,"RF4","post-covid",5728,28470,156230,11861,40716,1200,139,570,18711,52,536,3118,0,155,538,9248,20432,166,411,0,55276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747,847.366666666667,953.777777777778,6920,18819,36111.71488,642033.13126,0.0562458744288324,0.466055214841213,1652.30523,1442.21929,5959.60081,309.4,20456.0124,6.78808455,7.382425345,0.116114269,0.883885731,2020,469775,2021,36111.71488,1579295,5437499,0,3006387,1702046.49032,11292837.383632,11605209.9785118,34198,5728,28470,0.00928238827535923,0.00257355134735387,0.00224633156729719,0.888431966449208,0.428455930158417,"1_yrs"
"903",2021 Q4,"RFF","post-covid",2917,17144,39506,6760,11514,1114,0,903,8154,460,992,1690,0,517,918,2218,5386,0,0,0,22352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905,412.788888888889,474,4245,18820,19757.14037,328099.8117,0.0602168598257687,0.535310645543988,570.20625,656.8635,2636.78709,197.72001,10572.80282,5.368840045,5.902439024,0.103118652,0.896881348,2020,195565,2021,19757.14037,5079777,3503054,4829236,11208387,3311242.814448,27739176.149088,34549739.4998285,20061,2917,17144,0.008036539479672,0.00173790483769424,0.00200202339829627,0.870862634786686,1.86857028875437,"1_yrs"
"904",2021 Q4,"RFR","post-covid",3697,10917,62463,9079,20675,1646,0,720,7920,330,620,2335,0,199,802,1405,7109,0,478,4,23568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906,423.588888888889,476.311111111111,3750,18821,26200.34675,376298.0424,0.069626582649477,0.54321101427466,532.84305,633.6541,3218.51655,196.12001,12010.21077,6.171402002,6.623357394,0.109538176,0.890461824,2020,198547,2021,26200.34675,875559,1219285,750270,4524022,2384037.952,8302599.195392,11850192.0081713,14614,3697,10917,0.00855310468657384,0.00141601334570217,0.00168391548347848,0.889311374451806,2.51774929302612,"1_yrs"
"905",2021 Q4,"RFS","post-covid",1305,12457,60259,13778,16134,3478,0,1214,8591,43,522,1406,0,279,705,3743,11121,0,0,36,31138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,444.211111111111,523.522222222222,2657,18822,23219.09735,374995.17923,0.0619183889181647,0.557968609633594,573.51967,723.944,2837.8161,131.60001,10033.60922,5.354050421,5.652663285,0.080083324,0.919916676,2020,217643,2021,23219.09735,224607,931613,1875920,1748168,379688.464,5385839.174976,6295279.8,13762,1305,12457,0.00756760688451264,0.00152940544776507,0.00193054215119916,0.848504785958359,3.13442770407016,"1_yrs"
"906",2021 Q4,"RGM","post-covid",1519,1177,11800,4213,3670,0,0,0,2576,0,0,897,0,0,0,899,192,0,1525,0,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,164.944444444444,239.955555555556,993,18824,9348.87858,183886.10276,0.0508405933873194,0.502105162948534,349.62875,352.5853,2002.57337,216.94001,5674.17405,0,0,0,0,2020,128516,2021,9348.87857999999,NA,NA,NA,NA,NA,NA,NA,2696,1519,1177,0.0108902920881067,0.00190133318805674,0.00191741134706726,0.687395814039634,NA,"1_yrs"
"907",2021 Q4,"RGN","post-covid",5180,31070,179398,19584,40183,358,1,1449,21214,958,1305,2898,0,699,1275,8415,12323,373,4,0,51272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,839.6,1002.32222222222,6527,18825,30306.99273,571821.78736,0.0530007659727728,0.483492779639802,1304.74625,1221.34864,5320.54985,292.93998,18245.85971,7.162176607,7.75133953,0.10070933,0.89929067,2020,467171,2021,30306.99273,3509867,26213719,6973647,17626890,14144115.227408,61205468.308656,76795932.4063601,36250,5180,31070,0.00930455951068958,0.00228173581147333,0.00213589035429858,0.837654779456597,0.827643642997854,"1_yrs"
"908",2021 Q4,"RGP","post-covid",3569,9758,49436,9971,14115,4418,9,1112,7438,517,367,1221,0,521,1035,3831,5708,0,0,372,26549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859,357.666666666667,452,1562,18826,18142.108,307080.5941,0.0590793047446433,0.493887385874367,580.7125,566.6853,2617.71693,230.44002,9795.59251,8.377336852,9.188434696,0.100376412,0.899623588,2020,186944,2021,18142.108,1827517,12081913,38835011,9758693,5736172.200016,70420530.990048,74253040.9705212,13327,3569,9758,0.00852452737260091,0.00189107521333925,0.00184539599990308,0.791297935103246,3.4935798231847,"1_yrs"
"909",2021 Q4,"RGR","post-covid",2192,11220,72998,17540,18612,860,0,818,7369,673,0,1939,0,376,1039,2906,6126,0,0,13,22119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860,356.088888888889,489.366666666667,2248,18827,19525.05122,385486.88575,0.0506503643619736,0.520806337465129,665.85201,723.6739,3005.61023,321.18706,12326.4624,7.419304431,7.763314747,0.079127527,0.920872473,2020,217218,2021,19525.05122,3294700,25394600,62421400,13712400,1409147.823824,118101251.7232,133102857.518382,13412,2192,11220,0.00779691953502467,0.00172730132882348,0.00187729836409876,0.727652521399541,2.65373501619071,"1_yrs"
"910",2021 Q4,"RGT","post-covid",7058,27477,152310,29119,40991,1277,146,1381,16205,1158,1941,5407,0,354,1955,9035,12633,715,59,93,52359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,950,1017.93333333333,3683,18828,46016.89668,988136.1904,0.0465693870208035,0.449412224731285,2535.91513,2069.91748,8930.84007,624.80664,31354.62147,7.994679326,8.432085786,0.217855849,0.782144151,2020,658972,2021,46016.89668,4280672,35380795,23954774,32755383,8406362.306576,108579210.355328,131316447.197609,34535,7058,27477,0.00903806596374612,0.00256636195965402,0.00209476942562147,0.933263475014739,1.42985525472368,"1_yrs"
"911",2021 Q4,"RH5","post-covid",4125,15022,95663,20477,23361,1404,293,803,9076,104,601,2390,0,465,1142,4069,10701,525,119,263,31955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779,885.788888888889,1008.36666666667,3067,18829,47007.35831,775735.76872,0.0605971262451444,0.541676014418311,1011.04767,1194.91951,6464.63489,342.39667,24825.16385,9.710583963,10.34963289,0.107856494,0.892143506,2020,314950,2021,47007.35831,7832288,30701515,1809297,15459101,768675.352016,62870777.405072,76666203.8049565,19147,4125,15022,0.0083335526743429,0.00130334027483131,0.00154036923161565,0.878439280244177,0.4481363544626,"1_yrs"
