,cal_quarter,PROCODE,elective_proportion,emergency_proportion
553,Q1   2022,RNS,0.10105093,0.89894907
554,Q1   2022,RNZ,0.140770252,0.859229748
555,Q1   2022,RP5,0.162149356,0.837850644
556,Q1   2022,RPA,0.089323245,0.910676755
557,Q1   2022,RQM,0.089907711,0.910092289
558,Q1   2022,RQW,0.079092581,0.920907419
559,Q1   2022,RQX,0.084927314,0.915072686
560,Q1   2022,RR7,0.098085075,0.901914925
561,Q1   2022,RR8,0.268141701,0.731858299
562,Q1   2022,RRF,0.137605564,0.862394436
563,Q1   2022,RRK,0.133170229,0.866829771
564,Q1   2022,RRV,0.589968221,0.410031779
565,Q1   2022,RTD,0.245321757,0.754678243
566,Q1   2022,RTE,0.162007023,0.837992977
567,Q1   2022,RTF,0.075067181,0.924932819
568,Q1   2022,RTG,0.137493795,0.862506205
569,Q1   2022,RTH,0.156908782,0.843091218
570,Q1   2022,RTK,0.12143928,0.87856072
571,Q1   2022,RTP,0.120546608,0.879453392
572,Q1   2022,RTR,0.276087974,0.723912026
573,Q1   2022,RTX,0.100990981,0.899009019
574,Q1   2022,RVJ,0.142722245,0.857277755
575,Q1   2022,RVR,0.260301799,0.739698201
576,Q1   2022,RVV,0.112783516,0.887216484
577,Q1   2022,RVW,0.120168727,0.879831273
578,Q1   2022,RVY,0.098357631,0.901642369
579,Q1   2022,RWA,0.188651114,0.811348886
580,Q1   2022,RWD,0.105878031,0.894121969
581,Q1   2022,RWE,0.158462695,0.841537305
582,Q1   2022,RWF,0.083067704,0.916932296
583,Q1   2022,RWG,0.103321357,0.896678643
584,Q1   2022,RWH,0.169426752,0.830573248
585,Q1   2022,RWJ,0.063194596,0.936805404
586,Q1   2022,RWP,0.106479003,0.893520997
587,Q1   2022,RWW,0.228694875,0.771305125
588,Q1   2022,RWY,0.099238172,0.900761828
589,Q1   2022,RX1,0.173567025,0.826432975
590,Q1   2022,RXC,0.09037037,0.90962963
591,Q1   2022,RXF,0.106090528,0.893909472
592,Q1   2022,RXK,0.142179636,0.857820364
593,Q1   2022,RXL,0.134084148,0.865915852
594,Q1   2022,RXN,0.244247933,0.755752067
595,Q1   2022,RXP,0.068279059,0.931720941
596,Q1   2022,RXQ,0.103337539,0.896662461
597,Q1   2022,RXR,0.167901919,0.832098081
598,Q1   2022,RXW,0.066078932,0.933921068
599,Q1   2022,RYJ,0.290485906,0.709514094
600,Q1   2022,RYR,0.143948271,0.856051729
601,Q1   2023,R0A,0.257736212,0.742263788
602,Q1   2023,R0B,0.151542006,0.848457994
603,Q1   2023,R0D,0.164059844,0.835940156
604,Q1   2023,R1F,0.068763716,0.931236284
605,Q1   2023,R1H,0.213893376,0.786106624
606,Q1   2023,R1K,0.095203698,0.904796302
607,Q1   2023,RA2,0.170817369,0.829182631
608,Q1   2023,RA4,0.092633929,0.907366071
609,Q1   2023,RA7,0.128027032,0.871972968
610,Q1   2023,RA9,0.082659809,0.917340191
611,Q1   2023,RAE,0.116556291,0.883443709
612,Q1   2023,RAJ,0.113011667,0.886988333
613,Q1   2023,RAL,0.193195927,0.806804073
614,Q1   2023,RAP,0.06557377,0.93442623
615,Q1   2023,RAS,0.123324397,0.876675603
616,Q1   2023,RAX,0.073575594,0.926424406
617,Q1   2023,RBK,0.093839133,0.906160867
618,Q1   2023,RBL,0.150358774,0.849641226
619,Q1   2023,RBN,0.071414672,0.928585328
620,Q1   2023,RBT,0.042613636,0.957386364
621,Q1   2023,RC9,0.127428671,0.872571329
622,Q1   2023,RCB,0.102339181,0.897660819
623,Q1   2023,RCD,0.1084824,0.8915176
624,Q1   2023,RCF,0.09282245,0.90717755
625,Q1   2023,RCX,0.091437427,0.908562573
626,Q1   2023,RD1,0.089822106,0.910177894
627,Q1   2023,RD8,0.090112641,0.909887359
628,Q1   2023,RDE,0.114408233,0.885591767
629,Q1   2023,REF,0.169756098,0.830243902
630,Q1   2023,REM,0.152373775,0.847626225
631,Q1   2023,RF4,0.116641045,0.883358955
632,Q1   2023,RFF,0.074074074,0.925925926
633,Q1   2023,RFR,0.10221083,0.89778917
634,Q1   2023,RFS,0.082285714,0.917714286
635,Q1   2023,RGN,0.078911565,0.921088435
636,Q1   2023,RGP,0.119198828,0.880801172
637,Q1   2023,RGR,0.102498941,0.897501059
638,Q1   2023,RGT,0.231314785,0.768685215
639,Q1   2023,RH5,0.109575185,0.890424815
640,Q1   2023,RH8,0.158328649,0.841671351
641,Q1   2023,RHM,0.170521229,0.829478771
642,Q1   2023,RHQ,0.209252758,0.790747242
643,Q1   2023,RHU,0.104230832,0.895769168
644,Q1   2023,RHW,0.150720461,0.849279539
645,Q1   2023,RJ1,0.313705584,0.686294416
646,Q1   2023,RJ2,0.06825596,0.93174404
647,Q1   2023,RJ6,0.176470588,0.823529412
648,Q1   2023,RJ7,0.243762547,0.756237453
649,Q1   2023,RJC,0.119191919,0.880808081
650,Q1   2023,RJE,0.118424429,0.881575571
651,Q1   2023,RJL,0.083466363,0.916533637
652,Q1   2023,RJN,0.114444444,0.885555556
653,Q1   2023,RJR,0.082336707,0.917663293
654,Q1   2023,RJZ,0.202755906,0.797244094
655,Q1   2023,RK5,0.072392638,0.927607362
656,Q1   2023,RK9,0.178571429,0.821428571
657,Q1   2023,RKB,0.126658411,0.873341589
658,Q1   2023,RKE,0.089712919,0.910287081
659,Q1   2023,RL4,0.088434328,0.911565672
660,Q1   2023,RLQ,0.130393551,0.869606449
661,Q1   2023,RLT,0.079183267,0.920816733
662,Q1   2023,RM1,0.182655583,0.817344417
663,Q1   2023,RM3,0.130291971,0.869708029
664,Q1   2023,RMC,0.111317945,0.888682055
665,Q1   2023,RMP,0.066836952,0.933163048
666,Q1   2023,RN3,0.132522977,0.867477023
667,Q1   2023,RN5,0.086947456,0.913052544
668,Q1   2023,RN7,0.149890591,0.850109409
669,Q1   2023,RNA,0.087952065,0.912047935
670,Q1   2023,RNN,0.096494398,0.903505602
671,Q1   2023,RNQ,0.093220339,0.906779661
672,Q1   2023,RNS,0.125192802,0.874807198
673,Q1   2023,RNZ,0.126845271,0.873154729
674,Q1   2023,RP5,0.165211063,0.834788937
675,Q1   2023,RPA,0.103847463,0.896152537
676,Q1   2023,RQM,0.202012384,0.797987616
677,Q1   2023,RQW,0.085702164,0.914297836
678,Q1   2023,RQX,0.091056034,0.908943966
679,Q1   2023,RR7,0.096862745,0.903137255
680,Q1   2023,RR8,0.253157705,0.746842295
681,Q1   2023,RRF,0.12513369,0.87486631
682,Q1   2023,RRK,0.13087769,0.86912231
683,Q1   2023,RRV,0.631261596,0.368738404
684,Q1   2023,RTD,0.189307059,0.810692941
685,Q1   2023,RTE,0.157327586,0.842672414
686,Q1   2023,RTF,0.058020478,0.941979522
687,Q1   2023,RTG,0.131289911,0.868710089
688,Q1   2023,RTH,0.156115806,0.843884194
689,Q1   2023,RTK,0.116009281,0.883990719
690,Q1   2023,RTP,0.087819549,0.912180451
691,Q1   2023,RTR,0.170918367,0.829081633
692,Q1   2023,RTX,0.087905605,0.912094395
693,Q1   2023,RVJ,0.152528137,0.847471863
694,Q1   2023,RVR,0.261822872,0.738177128
695,Q1   2023,RVV,0.116330275,0.883669725
696,Q1   2023,RVW,0.105745886,0.894254114
697,Q1   2023,RVY,0.093128904,0.906871096
698,Q1   2023,RWA,0.157453936,0.842546064
699,Q1   2023,RWD,0.111418959,0.888581041
700,Q1   2023,RWE,0.134328358,0.865671642
701,Q1   2023,RWF,0.073951799,0.926048201
702,Q1   2023,RWG,0.112840467,0.887159533
703,Q1   2023,RWH,0.124733475,0.875266525
704,Q1   2023,RWJ,0.077745384,0.922254616
705,Q1   2023,RWP,0.10706592,0.89293408
706,Q1   2023,RWW,0.10279965,0.89720035
707,Q1   2023,RWY,0.096248383,0.903751617
708,Q1   2023,RX1,0.148667216,0.851332784
709,Q1   2023,RXC,0.11415883,0.88584117
710,Q1   2023,RXF,0.085973905,0.914026095
711,Q1   2023,RXK,0.124035608,0.875964392
712,Q1   2023,RXL,0.112368634,0.887631366
713,Q1   2023,RXN,0.206376562,0.793623438
714,Q1   2023,RXP,0.090965092,0.909034908
715,Q1   2023,RXQ,0.093802912,0.906197088
716,Q1   2023,RXR,0.180300845,0.819699155
717,Q1   2023,RXW,0.06131858,0.93868142
718,Q1   2023,RYJ,0.271129141,0.728870859
719,Q1   2023,RYR,0.140614949,0.859385051
720,Q2   2018,R0A,0.266708356,0.733291644
721,Q2   2018,R1F,0.167419355,0.832580645
722,Q2   2018,R1H,0.187359761,0.812640239
723,Q2   2018,R1K,0.12506444,0.87493556
724,Q2   2018,RA2,0.200226372,0.799773628
725,Q2   2018,RA4,0.132845188,0.867154812
726,Q2   2018,RA7,0.247798389,0.752201611
727,Q2   2018,RA9,0.097255763,0.902744237
728,Q2   2018,RAE,0.089323431,0.910676569
729,Q2   2018,RAJ,0.16095859,0.83904141
730,Q2   2018,RAL,0.192548898,0.807451102
731,Q2   2018,RAP,0.061873168,0.938126832
732,Q2   2018,RAS,0.130943932,0.869056068
733,Q2   2018,RAX,0.128215654,0.871784346
734,Q2   2018,RBK,0.104552276,0.895447724
735,Q2   2018,RBL,0.143036724,0.856963276
736,Q2   2018,RBN,0.125257256,0.874742744
737,Q2   2018,RBT,0.089748138,0.910251862
738,Q2   2018,RBZ,0.241308443,0.758691557
739,Q2   2018,RC9,0.16398929,0.83601071
740,Q2   2018,RCB,0.134485884,0.865514116
741,Q2   2018,RCD,0.185424752,0.814575248
742,Q2   2018,RCF,0.122603978,0.877396022
743,Q2   2018,RCX,0.121730151,0.878269849
744,Q2   2018,RD1,0.142885317,0.857114683
745,Q2   2018,RD8,0.106450387,0.893549613
746,Q2   2018,RDE,0.164761747,0.835238253
747,Q2   2018,RDU,0.149639551,0.850360449
748,Q2   2018,REF,0.183845391,0.816154609
749,Q2   2018,REM,0.109740392,0.890259608
750,Q2   2018,RF4,0.11381631,0.88618369
751,Q2   2018,RFF,0.106995885,0.893004115
752,Q2   2018,RFR,0.181597371,0.818402629
753,Q2   2018,RFS,0.122909699,0.877090301
754,Q2   2018,RGN,0.185164051,0.814835949
755,Q2   2018,RGP,0.129681112,0.870318888
756,Q2   2018,RGR,0.135269576,0.864730424
757,Q2   2018,RGT,0.249080123,0.750919877
758,Q2   2018,RH5,NA,1
759,Q2   2018,RH8,0.260729239,0.739270761
760,Q2   2018,RHM,0.232685811,0.767314189
761,Q2   2018,RHQ,0.257123596,0.742876404
762,Q2   2018,RHU,0.168203372,0.831796628
763,Q2   2018,RHW,0.157925694,0.842074306
764,Q2   2018,RJ1,0.361753403,0.638246597
765,Q2   2018,RJ2,0.09282352,0.90717648
766,Q2   2018,RJ6,0.131949331,0.868050669
767,Q2   2018,RJ7,0.284930433,0.715069567
768,Q2   2018,RJC,0.16840417,0.83159583
769,Q2   2018,RJE,0.133915575,0.866084425
770,Q2   2018,RJL,0.153392616,0.846607384
771,Q2   2018,RJN,0.110803324,0.889196676
772,Q2   2018,RJR,0.159203235,0.840796765
773,Q2   2018,RJZ,0.288582254,0.711417746
774,Q2   2018,RK5,0.140302321,0.859697679
775,Q2   2018,RK9,0.204900979,0.795099021
776,Q2   2018,RKB,0.207532861,0.792467139
777,Q2   2018,RKE,0.114175133,0.885824867
778,Q2   2018,RL4,0.158491982,0.841508018
779,Q2   2018,RLQ,0.167326733,0.832673267
780,Q2   2018,RLT,0.122253389,0.877746611
781,Q2   2018,RM1,0.217413442,0.782586558
782,Q2   2018,RM3,0.194901997,0.805098003
783,Q2   2018,RMC,0.128898635,0.871101365
784,Q2   2018,RMP,0.106778243,0.893221757
785,Q2   2018,RN3,0.147658265,0.852341735
786,Q2   2018,RN5,0.159147646,0.840852354
787,Q2   2018,RN7,0.250448654,0.749551346
788,Q2   2018,RNA,0.139885538,0.860114462
789,Q2   2018,RNN,0.568027211,0.431972789
790,Q2   2018,RNQ,0.121719198,0.878280802
791,Q2   2018,RNS,0.123619689,0.876380311
792,Q2   2018,RNZ,0.197508897,0.802491103
793,Q2   2018,RP5,0.148725007,0.851274993
794,Q2   2018,RPA,0.163778163,0.836221837
795,Q2   2018,RQM,0.112719982,0.887280018
796,Q2   2018,RQW,0.129904098,0.870095902
797,Q2   2018,RQX,0.135039881,0.864960119
798,Q2   2018,RR7,0.1825497,0.8174503
799,Q2   2018,RR8,0.230480349,0.769519651
800,Q2   2018,RRF,0.178490155,0.821509845
801,Q2   2018,RRK,0.243372673,0.756627327
802,Q2   2018,RRV,0.414197876,0.585802124
803,Q2   2018,RTD,0.330911416,0.669088584
804,Q2   2018,RTE,0.219679173,0.780320827
805,Q2   2018,RTF,0.116207308,0.883792692
806,Q2   2018,RTG,0.182567295,0.817432705
807,Q2   2018,RTH,0.212090781,0.787909219
808,Q2   2018,RTK,0.226853147,0.773146853
809,Q2   2018,RTP,0.144900011,0.855099989
810,Q2   2018,RTR,0.243421478,0.756578522
811,Q2   2018,RTX,0.14985773,0.85014227
812,Q2   2018,RVJ,0.195125097,0.804874903
813,Q2   2018,RVR,0.177386714,0.822613286
814,Q2   2018,RVV,0.19430958,0.80569042
815,Q2   2018,RVW,0.162150311,0.837849689
816,Q2   2018,RVY,0.108488964,0.891511036
817,Q2   2018,RWA,0.243294394,0.756705606
818,Q2   2018,RWD,0.146844493,0.853155507
819,Q2   2018,RWE,0.176717872,0.823282128
820,Q2   2018,RWF,0.104673842,0.895326158
821,Q2   2018,RWG,0.139597191,0.860402809
822,Q2   2018,RWH,0.19133293,0.80866707
823,Q2   2018,RWJ,0.133753826,0.866246174
824,Q2   2018,RWP,0.151021686,0.848978314
825,Q2   2018,RWW,0.137069292,0.862930708
826,Q2   2018,RWY,0.113522538,0.886477462
827,Q2   2018,RX1,0.212302667,0.787697333
828,Q2   2018,RXC,0.126137513,0.873862487
829,Q2   2018,RXF,0.130437675,0.869562325
830,Q2   2018,RXK,0.134851897,0.865148103
831,Q2   2018,RXL,0.176548763,0.823451237
832,Q2   2018,RXN,0.212795324,0.787204676
833,Q2   2018,RXP,0.11601979,0.88398021
834,Q2   2018,RXQ,0.139698814,0.860301186
835,Q2   2018,RXR,0.177849019,0.822150981
836,Q2   2018,RXW,0.104507564,0.895492436
837,Q2   2018,RYJ,0.285795097,0.714204903
838,Q2   2018,RYR,0.107929059,0.892070941
839,Q2   2019,R0A,0.234723683,0.765276317
840,Q2   2019,R0B,0.180822091,0.819177909
841,Q2   2019,R1F,0.130805409,0.869194591
842,Q2   2019,R1H,0.157690752,0.842309248
843,Q2   2019,R1K,0.108004002,0.891995998
844,Q2   2019,RA2,0.188295165,0.811704835
845,Q2   2019,RA4,0.124894799,0.875105201
846,Q2   2019,RA7,0.21613078,0.78386922
847,Q2   2019,RA9,0.094814327,0.905185673
848,Q2   2019,RAE,0.110259804,0.889740196
849,Q2   2019,RAJ,0.143699592,0.856300408
850,Q2   2019,RAL,0.17629437,0.82370563
851,Q2   2019,RAP,0.063699955,0.936300045
852,Q2   2019,RAS,0.114384749,0.885615251
853,Q2   2019,RAX,0.118930148,0.881069852
854,Q2   2019,RBK,0.105106758,0.894893242
855,Q2   2019,RBL,0.142494285,0.857505715
856,Q2   2019,RBN,0.111158891,0.888841109
857,Q2   2019,RBT,0.079766973,0.920233027
858,Q2   2019,RBZ,0.170704846,0.829295154
859,Q2   2019,RC9,0.135964141,0.864035859
860,Q2   2019,RCB,0.128351507,0.871648493
861,Q2   2019,RCD,0.160915007,0.839084993
862,Q2   2019,RCF,0.104464286,0.895535714
863,Q2   2019,RCX,0.138070849,0.861929151
864,Q2   2019,RD1,0.114412253,0.885587747
865,Q2   2019,RD8,0.13498799,0.86501201
866,Q2   2019,RDE,0.152997859,0.847002141
867,Q2   2019,RDU,0.171930447,0.828069553
868,Q2   2019,REF,0.168346177,0.831653823
869,Q2   2019,REM,0.122474792,0.877525208
870,Q2   2019,RF4,0.124849685,0.875150315
871,Q2   2019,RFF,0.099660249,0.900339751
872,Q2   2019,RFR,0.185630457,0.814369543
873,Q2   2019,RFS,0.111779392,0.888220608
874,Q2   2019,RGN,0.186049937,0.813950063
875,Q2   2019,RGP,0.131006417,0.868993583
876,Q2   2019,RGR,0.129655172,0.870344828
877,Q2   2019,RGT,0.223508267,0.776491733
878,Q2   2019,RH5,0.003333333,0.996666667
879,Q2   2019,RH8,0.244685582,0.755314418
880,Q2   2019,RHM,0.222018566,0.777981434
881,Q2   2019,RHQ,0.256011822,0.743988178
882,Q2   2019,RHU,0.158901141,0.841098859
883,Q2   2019,RHW,0.158029305,0.841970695
884,Q2   2019,RJ1,0.345594056,0.654405944
885,Q2   2019,RJ2,0.080497233,0.919502767
886,Q2   2019,RJ6,0.117766656,0.882233344
887,Q2   2019,RJ7,0.217902583,0.782097417
888,Q2   2019,RJC,0.144548994,0.855451006
889,Q2   2019,RJE,0.119607696,0.880392304
890,Q2   2019,RJL,0.153279224,0.846720776
891,Q2   2019,RJN,0.117647059,0.882352941
892,Q2   2019,RJR,0.13862837,0.86137163
893,Q2   2019,RJZ,0.282499722,0.717500278
894,Q2   2019,RK5,0.120694702,0.879305298
895,Q2   2019,RK9,0.212600611,0.787399389
896,Q2   2019,RKB,0.178410338,0.821589662
897,Q2   2019,RKE,0.126087979,0.873912021
898,Q2   2019,RL4,0.142982302,0.857017698
899,Q2   2019,RLQ,0.163395403,0.836604597
900,Q2   2019,RLT,0.117633828,0.882366172
901,Q2   2019,RM1,0.192273193,0.807726807
902,Q2   2019,RM3,0.187581456,0.812418544
903,Q2   2019,RMC,0.127906977,0.872093023
904,Q2   2019,RMP,0.100886162,0.899113838
905,Q2   2019,RN3,0.153473344,0.846526656
906,Q2   2019,RN5,0.132349441,0.867650559
907,Q2   2019,RN7,0.220524491,0.779475509
908,Q2   2019,RNA,0.131231527,0.868768473
909,Q2   2019,RNN,0.128013106,0.871986894
910,Q2   2019,RNQ,0.123098202,0.876901798
911,Q2   2019,RNS,0.15715533,0.84284467
912,Q2   2019,RNZ,0.184472148,0.815527852
913,Q2   2019,RP5,0.166507669,0.833492331
914,Q2   2019,RPA,0.145284905,0.854715095
915,Q2   2019,RQM,0.09837742,0.90162258
916,Q2   2019,RQW,0.094931795,0.905068205
917,Q2   2019,RQX,0.142965779,0.857034221
918,Q2   2019,RR7,0.169902134,0.830097866
919,Q2   2019,RR8,0.24098164,0.75901836
920,Q2   2019,RRF,0.201895526,0.798104474
921,Q2   2019,RRK,0.244445651,0.755554349
922,Q2   2019,RRV,0.730101761,0.269898239
923,Q2   2019,RTD,0.294951936,0.705048064
924,Q2   2019,RTE,0.250093691,0.749906309
925,Q2   2019,RTF,0.096626478,0.903373522
926,Q2   2019,RTG,0.148735257,0.851264743
927,Q2   2019,RTH,0.194601929,0.805398071
928,Q2   2019,RTK,0.23392938,0.76607062
929,Q2   2019,RTP,0.127380104,0.872619896
930,Q2   2019,RTR,0.250515198,0.749484802
931,Q2   2019,RTX,0.130551097,0.869448903
932,Q2   2019,RVJ,0.157298199,0.842701801
933,Q2   2019,RVR,0.154246921,0.845753079
934,Q2   2019,RVV,0.150271688,0.849728312
935,Q2   2019,RVW,0.117797582,0.882202418
936,Q2   2019,RVY,0.079574404,0.920425596
937,Q2   2019,RWA,0.23172147,0.76827853
938,Q2   2019,RWD,0.132761756,0.867238244
939,Q2   2019,RWE,0.170737283,0.829262717
940,Q2   2019,RWF,0.108901451,0.891098549
941,Q2   2019,RWG,0.140447443,0.859552557
942,Q2   2019,RWH,0.143116098,0.856883902
943,Q2   2019,RWJ,0.134429708,0.865570292
944,Q2   2019,RWP,0.142680352,0.857319648
945,Q2   2019,RWW,0.106745325,0.893254675
946,Q2   2019,RWY,0.109987567,0.890012433
947,Q2   2019,RX1,0.183108108,0.816891892
948,Q2   2019,RXC,0.115327555,0.884672445
949,Q2   2019,RXF,0.122577159,0.877422841
950,Q2   2019,RXK,0.143650126,0.856349874
951,Q2   2019,RXL,0.156071137,0.843928863
952,Q2   2019,RXN,0.201332288,0.798667712
953,Q2   2019,RXP,0.100643897,0.899356103
954,Q2   2019,RXQ,0.137487127,0.862512873
955,Q2   2019,RXR,0.146974248,0.853025752
956,Q2   2019,RXW,0.090295722,0.909704278
957,Q2   2019,RYJ,0.254664803,0.745335197
958,Q2   2019,RYR,0.101977248,0.898022752
959,Q2   2020,R0A,0.11761427,0.88238573
960,Q2   2020,R0B,0.0730724,0.9269276
961,Q2   2020,R0D,0.09070749,0.90929251
962,Q2   2020,R1F,0.038358266,0.961641734
963,Q2   2020,R1H,0.071025305,0.928974695
964,Q2   2020,R1K,0.031455399,0.968544601
965,Q2   2020,RA2,0.134733014,0.865266986
966,Q2   2020,RA4,0.040610386,0.959389614
967,Q2   2020,RA7,0.098584675,0.901415325
968,Q2   2020,RA9,0.064547206,0.935452794
969,Q2   2020,RAE,0.030922566,0.969077434
970,Q2   2020,RAJ,0.057425912,0.942574088
971,Q2   2020,RAL,0.055319518,0.944680482
972,Q2   2020,RAP,0.015796125,0.984203875
973,Q2   2020,RAS,0.043466595,0.956533405
974,Q2   2020,RAX,0.034251412,0.965748588
975,Q2   2020,RBK,0.0330721,0.9669279
976,Q2   2020,RBL,0.033240662,0.966759338
977,Q2   2020,RBN,0.047885389,0.952114611
978,Q2   2020,RBT,0.021210484,0.978789516
979,Q2   2020,RBZ,0.120982987,0.879017013
980,Q2   2020,RC9,0.059810045,0.940189955
981,Q2   2020,RCB,0.045094861,0.954905139
982,Q2   2020,RCD,0.051802484,0.948197516
983,Q2   2020,RCF,0.042382928,0.957617072
984,Q2   2020,RCX,0.023852907,0.976147093
985,Q2   2020,RD1,0.051894669,0.948105331
986,Q2   2020,RD8,0.056594949,0.943405051
987,Q2   2020,RDE,0.051123946,0.948876054
988,Q2   2020,RDU,0.062826384,0.937173616
989,Q2   2020,REF,0.100501221,0.899498779
990,Q2   2020,REM,0.041279477,0.958720523
991,Q2   2020,RF4,0.038457803,0.961542197
992,Q2   2020,RFF,0.069218241,0.930781759
993,Q2   2020,RFR,0.05250832,0.94749168
994,Q2   2020,RFS,0.03837544,0.96162456
995,Q2   2020,RGN,0.045281652,0.954718348
996,Q2   2020,RGP,0.03878437,0.96121563
997,Q2   2020,RGR,0.032286405,0.967713595
998,Q2   2020,RGT,0.117854389,0.882145611
999,Q2   2020,RH5,0.072846694,0.927153306
1000,Q2   2020,RH8,0.138209583,0.861790417
1001,Q2   2020,RHM,0.130733753,0.869266247
1002,Q2   2020,RHQ,0.126262978,0.873737022
1003,Q2   2020,RHU,0.075775422,0.924224578
1004,Q2   2020,RHW,0.05827914,0.94172086
1005,Q2   2020,RJ1,0.263288678,0.736711322
1006,Q2   2020,RJ2,0.027552969,0.972447031
1007,Q2   2020,RJ6,0.044204091,0.955795909
1008,Q2   2020,RJ7,0.13762422,0.86237578
1009,Q2   2020,RJC,0.047402925,0.952597075
1010,Q2   2020,RJE,0.059715926,0.940284074
1011,Q2   2020,RJL,0.060533602,0.939466398
1012,Q2   2020,RJN,0.0164,0.9836
1013,Q2   2020,RJR,0.072072072,0.927927928
1014,Q2   2020,RJZ,0.124298316,0.875701684
1015,Q2   2020,RK5,0.075180656,0.924819344
1016,Q2   2020,RK9,0.143728223,0.856271777
1017,Q2   2020,RKB,0.078068238,0.921931762
1018,Q2   2020,RKE,0.027080844,0.972919156
1019,Q2   2020,RL4,0.062065276,0.937934724
1020,Q2   2020,RLQ,0.047682829,0.952317171
1021,Q2   2020,RLT,0.023963382,0.976036618
1022,Q2   2020,RM1,0.084936372,0.915063628
1023,Q2   2020,RM3,0.090960773,0.909039227
1024,Q2   2020,RMC,0.059786131,0.940213869
1025,Q2   2020,RMP,0.020205731,0.979794269
1026,Q2   2020,RN3,0.072669608,0.927330392
1027,Q2   2020,RN5,0.035194033,0.964805967
1028,Q2   2020,RN7,0.124217814,0.875782186
1029,Q2   2020,RNA,0.066693614,0.933306386
1030,Q2   2020,RNN,0.047317561,0.952682439
1031,Q2   2020,RNQ,0.085391377,0.914608623
1032,Q2   2020,RNS,0.054674317,0.945325683
1033,Q2   2020,RNZ,0.081302774,0.918697226
1034,Q2   2020,RP5,0.07960506,0.92039494
1035,Q2   2020,RPA,0.048368794,0.951631206
1036,Q2   2020,RQM,0.031810446,0.968189554
1037,Q2   2020,RQW,0.027297964,0.972702036
1038,Q2   2020,RQX,0.034482759,0.965517241
1039,Q2   2020,RR7,0.041694537,0.958305463
1040,Q2   2020,RR8,0.155572696,0.844427304
1041,Q2   2020,RRF,0.029578262,0.970421738
1042,Q2   2020,RRK,0.194550457,0.805449543
1043,Q2   2020,RRV,0.651674641,0.348325359
1044,Q2   2020,RTD,0.192743961,0.807256039
1045,Q2   2020,RTE,0.103625228,0.896374772
1046,Q2   2020,RTF,0.017159491,0.982840509
1047,Q2   2020,RTG,0.051185591,0.948814409
1048,Q2   2020,RTH,0.090704593,0.909295407
1049,Q2   2020,RTK,0.092785264,0.907214736
1050,Q2   2020,RTP,0.063723326,0.936276674
1051,Q2   2020,RTR,0.128137092,0.871862908
1052,Q2   2020,RTX,0.036674132,0.963325868
1053,Q2   2020,RVJ,0.095269009,0.904730991
1054,Q2   2020,RVR,0.048532055,0.951467945
1055,Q2   2020,RVV,0.057872459,0.942127541
1056,Q2   2020,RVW,0.154355165,0.845644835
1057,Q2   2020,RVY,0.02374927,0.97625073
1058,Q2   2020,RWA,0.124933659,0.875066341
1059,Q2   2020,RWD,0.055256814,0.944743186
1060,Q2   2020,RWE,0.093955581,0.906044419
1061,Q2   2020,RWF,0.441499522,0.558500478
1062,Q2   2020,RWG,0.062319387,0.937680613
1063,Q2   2020,RWH,0.081294396,0.918705604
1064,Q2   2020,RWJ,0.038310413,0.961689587
1065,Q2   2020,RWP,0.053582819,0.946417181
1066,Q2   2020,RWW,0.046668921,0.953331079
1067,Q2   2020,RWY,0.031753786,0.968246214
1068,Q2   2020,RX1,0.107414783,0.892585217
1069,Q2   2020,RXC,0.061345786,0.938654214
1070,Q2   2020,RXF,0.056601873,0.943398127
1071,Q2   2020,RXK,0.082368596,0.917631404
1072,Q2   2020,RXL,0.080171105,0.919828895
1073,Q2   2020,RXN,0.107232776,0.892767224
1074,Q2   2020,RXP,0.030795736,0.969204264
1075,Q2   2020,RXQ,0.054559626,0.945440374
1076,Q2   2020,RXR,0.104272727,0.895727273
1077,Q2   2020,RXW,0.05351133,0.94648867
1078,Q2   2020,RYJ,0.170469637,0.829530363
1079,Q2   2020,RYR,0.026153252,0.973846748
1080,Q2   2021,R0A,0.175179355,0.824820645
1081,Q2   2021,R0B,0.1592658,0.8407342
1082,Q2   2021,R0D,0.144358377,0.855641623
1083,Q2   2021,R1F,0.108916038,0.891083962
1084,Q2   2021,R1H,0.127207982,0.872792018
1085,Q2   2021,R1K,0.06980579,0.93019421
1086,Q2   2021,RA2,0.152593486,0.847406514
1087,Q2   2021,RA4,0.114544572,0.885455428
1088,Q2   2021,RA7,0.154109856,0.845890144
1089,Q2   2021,RA9,0.075508932,0.924491068
1090,Q2   2021,RAE,0.068567737,0.931432263
1091,Q2   2021,RAJ,0.120469146,0.879530854
1092,Q2   2021,RAL,0.171704104,0.828295896
1093,Q2   2021,RAP,0.066862745,0.933137255
1094,Q2   2021,RAS,0.113887472,0.886112528
1095,Q2   2021,RAX,0.069501823,0.930498177
1096,Q2   2021,RBK,0.10484215,0.89515785
1097,Q2   2021,RBL,0.132073908,0.867926092
1098,Q2   2021,RBN,0.099265967,0.900734033
1099,Q2   2021,RBT,0.067912249,0.932087751
1100,Q2   2021,RBZ,0.168711078,0.831288922
1101,Q2   2021,RC9,0.127986849,0.872013151
1102,Q2   2021,RCB,0.09244775,0.90755225
1103,Q2   2021,RCD,0.129594623,0.870405377
1104,Q2   2021,RCF,0.091893844,0.908106156
