"","date","trust_code","sick_ftes","total_ftes","sickness_rate"
"3380",2012 Q2,"RYA",14949.36392,320333.31088,0.046668152865314
"3381",2012 Q2,"RYC",21251.72103,329747.56058,0.0644484556386707
"3382",2012 Q2,"RYD",12618.69933,252336.05914,0.0500075152675621
"3383",2012 Q2,"RYE",11000.31572,206861.56035,0.0531771862369596
"3384",2012 Q2,"RYF",9391.68923,200322.99898,0.046882730778894
"3385",2012 Q2,"RYG",17736.48213,322823.48664,0.0549417339940294
"3386",2012 Q2,"RYH",10401.9974,157685.4075,0.0659667724801992
"3387",2012 Q2,"RYJ",24047.51055,801632.44339,0.0299981752838074
"3388",2012 Q2,"RYK-X",4018.1607,92076.21876,0.0436395059887666
"3389",2012 Q2,"RYQ",17626.59316,482702.48225,0.036516475071431
"3390",2012 Q2,"RYR",17813.07384,489888.69262,0.0363614717145908
"3391",2012 Q2,"RYV",11899.25875,269567.01654,0.0441421168759136
"3392",2012 Q2,"RYW",20120.719,401755.14232,0.0500820447096449
"3393",2012 Q2,"RYX",8207.12905,243870.9113,0.0336535792901677
"3394",2012 Q2,"RYY",17413.7833,391737.9113,0.0444526373314535
"3395",2012 Q2,"T1150",126,11003.92,0.0114504649252266
"3396",2012 Q2,"T1160",832.52002,49365.12828,0.0168645367490575
"3397",2012 Q2,"T1190",156.96666,13934.31423,0.0112647567299765
"3398",2012 Q2,"T1240",1,3094.58,0.000323145628809079
"3399",2012 Q2,"T1310",9983.03461,324890.39988,0.0307273918025503
"3400",2012 Q2,"T1430",1373.62338,46553.95624,0.0295060504185412
"3401",2012 Q2,"T1440",599.6,39273.91925,0.0152671292157836
"3402",2012 Q2,"T1450",6922.88472,208802.73025,0.0331551446272336
"3403",2012 Q2,"T1460",18846.95931,461308.68945,0.0408554179468643
"3404",2012 Q2,"T1480",3.1,2827.75303,0.00109627678482233
"3405",2012 Q2,"TAC",217.71323,3579.65276,0.0608196505629781
"3406",2012 Q2,"TAD",11454.07777,236016.93851,0.0485307446249867
"3407",2012 Q2,"TAE",7740.9229,141288.66496,0.0547879966322247
"3408",2012 Q2,"TAF",4625.93037,153785.24001,0.0300804574593712
"3409",2012 Q2,"TAH",13405.16511,223809.04979,0.0598955454329397
"3410",2012 Q2,"TAJ",8100.5144,168551.84292,0.0480594828253807
"3411",2012 Q2,"TAK",174.31916,7257.32554,0.0240197520476669
"3412",2012 Q2,"TAL",6667.33908,153736.90207,0.0433685015778723
"3413",2012 Q2,"TAN",719.90732,25534.84273,0.0281931370250503
"3414",2012 Q2,"TAP",584.56756,18415.85008,0.0317426324313344
"3415",2012 Q2,"X09",2151.74107,108314.96884,0.0198655928450526
"3416",2012 Q2,"X17",106,2290.89333,0.0462701595975226
"3417",2012 Q3,"8GH44",3457.09275,72292.76984,0.047820726161846
"3418",2012 Q3,"NAX",2414.17513,64333.60205,0.037525881546687
"3419",2012 Q3,"NB7",1467.3,153277.98,0.00957280360818951
"3420",2012 Q3,"NCY",6753.75901,178648.60228,0.0378047122888467
"3421",2012 Q3,"NL3",1841.02256,57881.22384,0.0318069045168966
"3422",2012 Q3,"NL8",2845.50249,85440.89975,0.0333037514624253
"3423",2012 Q3,"NLL",6594.27678,149243.13408,0.0441847916197285
"3424",2012 Q3,"NLR",7874.81746,176495.49717,0.0446176677947483
"3425",2012 Q3,"NLT",1579.66707,42213.75026,0.0374206759709958
"3426",2012 Q3,"NLW",3831.14552,80157.29892,0.0477953420539236
"3427",2012 Q3,"NLY",1284.24883,28262.19977,0.0454405120780165
"3428",2012 Q3,"NNF",3790.97188,93686.19077,0.0404645748625521
"3429",2012 Q3,"NNV",1008.84042,37285.805,0.0270569569303921
"3430",2012 Q3,"NQ1",2813.87873,82119.93452,0.034265477029998
"3431",2012 Q3,"NQ7",4084.02782,93319.54728,0.043763905194976
"3432",2012 Q3,"NQA",3297.17699,81894.69485,0.0402611792624562
"3433",2012 Q3,"NQK",214.86665,4455.11908,0.0482291597916166
"3434",2012 Q3,"NQL",1851.58727,41247.59643,0.0448895797635693
"3435",2012 Q3,"NQV",1847.34191,52644.50066,0.0350908810386654
"3436",2012 Q3,"NR3",4259.80913,88085.97857,0.0483596731188588
"3437",2012 Q3,"NR5",7983.88312,159819.077,0.0499557579099271
"3438",2012 Q3,"NRR",163.10215,7194.83168,0.0226693489513295
"3439",2012 Q3,"NRT",203.28,4249.02667,0.0478415448496114
"3440",2012 Q3,"R1A",11844.24673,306964.93304,0.0385850155999956
"3441",2012 Q3,"R1C",10463.19701,276421.76284,0.0378522910153654
"3442",2012 Q3,"R1D",6084.29399,124931.38458,0.0487010850832596
"3443",2012 Q3,"R1E",14772.77657,337210.98313,0.043808705258882
"3444",2012 Q3,"R1F",9177.45173,242591.56944,0.0378308766095429
"3445",2012 Q3,"R1H",37556.8215,1241576.50152,0.0302493011538323
"3446",2012 Q3,"RA2",10109.46,279819.60711,0.036128490438577
"3447",2012 Q3,"RA3",4450.07975,129925.26967,0.0342510718761859
"3448",2012 Q3,"RA4",5395.19282,151877.47029,0.0355233255445869
"3449",2012 Q3,"RA7",26677.6837,624780.8691,0.0426992646852797
"3450",2012 Q3,"RA9",12108.34815,303235.79962,0.0399304704958108
"3451",2012 Q3,"RAE",21411.42301,445724.91381,0.0480373036072358
"3452",2012 Q3,"RAJ",12261.24154,352122.46503,0.0348209579271103
"3453",2012 Q3,"RAL",15358.4301,452027.77624,0.0339767397210688
"3454",2012 Q3,"RAN",3961.67646,109795.53829,0.0360823082768275
"3455",2012 Q3,"RAP",6413.38191,197188.2887,0.0325241521810519
"3456",2012 Q3,"RAS",6516.39075,220324.43231,0.0295763419502715
"3457",2012 Q3,"RAT",22094.73556,433823.15954,0.0509302813234497
"3458",2012 Q3,"RAX",5737.11118,212023.06161,0.0270589016894444
"3459",2012 Q3,"RBA",9865.00665,314421.93231,0.0313750589137457
"3460",2012 Q3,"RBB",1238.21444,25589.90725,0.0483868279749236
"3461",2012 Q3,"RBD",6856.45058,190718.81581,0.0359505723170524
"3462",2012 Q3,"RBK",13345.89803,309202.19972,0.0431623644401154
"3463",2012 Q3,"RBL",20836.07016,427504.494,0.0487388330472147
"3464",2012 Q3,"RBN",17303.65774,518517.03518,0.0333714353936185
"3465",2012 Q3,"RBQ",4862.60542,118975.74448,0.0408705609807503
"3466",2012 Q3,"RBS",9677.41286,209130.85874,0.0462744375378449
"3467",2012 Q3,"RBT",10594.93953,254743.73294,0.0415905797081785
"3468",2012 Q3,"RBV",6434.15075,197936.30546,0.032506167754557
"3469",2012 Q3,"RBZ",12524.48405,326035.34217,0.0384144981542201
"3470",2012 Q3,"RC1",5962.84879,190158.67604,0.0313572271019899
"3471",2012 Q3,"RC3",11418.92239,282911.12852,0.0403622241717252
"3472",2012 Q3,"RC9",8969.10742,275389.10586,0.0325688534119416
"3473",2012 Q3,"RCB",22766.72532,636253.66856,0.0357824660901787
"3474",2012 Q3,"RCD",9658.5302,248393.73799,0.0388839520599704
"3475",2012 Q3,"RCF",7718.8392,200841.29939,0.0384325296811156
"3476",2012 Q3,"RCU",6942.20882,209088.36554,0.0332022721688544
"3477",2012 Q3,"RCX",11031.07318,236783.05455,0.0465872576944506
"3478",2012 Q3,"RD1",11623.93051,302531.40421,0.0384222277365008
"3479",2012 Q3,"RD3",9959.06659,275660.96808,0.0361279533310997
"3480",2012 Q3,"RD7",9170.12439,295362.11188,0.0310470572262351
"3481",2012 Q3,"RD8",10145.40299,222870.12826,0.0455215917413768
"3482",2012 Q3,"RDD",13102.39936,340211.61696,0.0385124984181257
"3483",2012 Q3,"RDE",12549.53805,326251.51248,0.0384658386856346
"3484",2012 Q3,"RDR",11841.85482,300614.10166,0.0393922133213609
"3485",2012 Q3,"RDU",8718.64731,320580.99194,0.0271963950739531
"3486",2012 Q3,"RDY",18440.24786,366751.29415,0.0502799803412773
"3487",2012 Q3,"RDZ",11828.14032,317212.42581,0.0372877584785556
"3488",2012 Q3,"RE9",19707.84917,366563.50767,0.0537638056097555
"3489",2012 Q3,"REF",18803.1229,413363.81123,0.0454880722239561
"3490",2012 Q3,"REM",14475.28569,345935.68744,0.0418438635144015
"3491",2012 Q3,"REN",2989.54797,67713.82194,0.0441497449759812
"3492",2012 Q3,"REP",4368.31526,105198.81143,0.0415243784660695
"3493",2012 Q3,"RET",3160.3622,83041.52251,0.038057613883698
"3494",2012 Q3,"RF4",20607.71531,495302.58742,0.0416063146718944
"3495",2012 Q3,"RFF",8539.4702,218452.81294,0.0390906854669134
"3496",2012 Q3,"RFR",15203.61358,327859.03598,0.0463724098210532
"3497",2012 Q3,"RFW",3356.58184,145643.99262,0.0230464832748554
"3498",2012 Q3,"RGD",14547.19441,270420.95308,0.0537946273922658
"3499",2012 Q3,"RGM",4932.01317,142243.39519,0.0346730557395099
"3500",2012 Q3,"RGN",9282.6027,293582.08586,0.0316184234225605
"3501",2012 Q3,"RGP",10136.29532,232689.26776,0.0435615076603136
"3502",2012 Q3,"RGQ",10651.5409,283438.3847,0.0375797403420638
"3503",2012 Q3,"RGR",8505.56892,227010.21275,0.0374677809291644
"3504",2012 Q3,"RGT",19235.09705,667939.3325,0.0287976708573304
"3505",2012 Q3,"RH5",11805.80522,267143.33007,0.04419277552955
"3506",2012 Q3,"RH8",17171.77016,461470.07481,0.0372110156158448
"3507",2012 Q3,"RHA",37744.30428,712475.10039,0.0529763135011164
"3508",2012 Q3,"RHM",24109.67154,659884.14131,0.0365362190582995
"3509",2012 Q3,"RHQ",53117.32071,1189067.3016,0.0446714165283376
"3510",2012 Q3,"RHU",16649.35514,501853.53045,0.033175725843895
"3511",2012 Q3,"RHW",13395.47186,397493.33609,0.0336998652399219
"3512",2012 Q3,"RHX",3513.1022,86386.92502,0.0406670592706785
"3513",2012 Q3,"RJ1",35917.42067,1039916.35041,0.0345387594452564
"3514",2012 Q3,"RJ2",9095.04564,251925.3962,0.0361021388759852
"3515",2012 Q3,"RJ6",8341.53254,274385.31782,0.0304007977040234
"3516",2012 Q3,"RJ7",21891.08116,657091.38495,0.0333151242907648
"3517",2012 Q3,"RJ8",5890.23801,140320.26539,0.0419771014089015
"3518",2012 Q3,"RJC",13042.78061,295073.07074,0.044201866938554
"3519",2012 Q3,"RJD",10362.8026,225744.47169,0.0459050116373638
"3520",2012 Q3,"RJE",21111.27176,557283.86943,0.0378824382295382
"3521",2012 Q3,"RJF",8994.87024,233322.70666,0.0385511996185927
"3522",2012 Q3,"RJL",19387.2764,463924.72042,0.0417897032571326
"3523",2012 Q3,"RJN",11826.32486,252779.21565,0.0467851948570598
"3524",2012 Q3,"RJR",10280.62272,279047.60521,0.0368418238610692
"3525",2012 Q3,"RJX",7276.82279,132014.63637,0.0551213334376433
"3526",2012 Q3,"RJZ",16619.49655,627046.12013,0.0265044245015892
"3527",2012 Q3,"RK5",14932.36531,335850.73466,0.0444613150098268
"3528",2012 Q3,"RK9",20336.55741,485119.66184,0.04192070330208
"3529",2012 Q3,"RKB",25904.40108,557865.50141,0.0464348503618289
"3530",2012 Q3,"RKE",10245.77457,333547.8285,0.030717557407213
"3531",2012 Q3,"RKL",14429.15162,303005.71836,0.0476200637337701
"3532",2012 Q3,"RL1",3298.70503,100553.41409,0.032805500040481
"3533",2012 Q3,"RL4",21194.54873,527205.78023,0.0402016622821427
"3534",2012 Q3,"RLN",18005.42607,409775.83366,0.0439396972466158
"3535",2012 Q3,"RLQ",8251.76233,204573.90961,0.04033633783375
"3536",2012 Q3,"RLT",6846.75104,159675.55539,0.0428791434185222
"3537",2012 Q3,"RLU",5722.21188,133354.45567,0.0429097914370423
"3538",2012 Q3,"RLY",6586.13195,129046.79192,0.051036773963997
"3539",2012 Q3,"RM1",19227.31439,518484.88496,0.0370836546015866
"3540",2012 Q3,"RM2",21790.23789,439481.40452,0.0495817062244061
"3541",2012 Q3,"RM3",19049.35093,488538.41378,0.0389925344510951
"3542",2012 Q3,"RMC",19716.52144,429539.15031,0.045901570149707
"3543",2012 Q3,"RMP",6683.19291,188499.69518,0.0354546616301855
"3544",2012 Q3,"RMY",18112.86463,342454.14968,0.0528913568339739
"3545",2012 Q3,"RN3",14640.39277,380464.66675,0.0384802954110324
"3546",2012 Q3,"RN5",14136.54664,408276.07521,0.0346249694712793
"3547",2012 Q3,"RN7",6612.64254,187508.23292,0.0352658783938371
"3548",2012 Q3,"RNA",13156.74017,353467.91946,0.0372218791173463
"3549",2012 Q3,"RNK",661.64703,37934.93668,0.0174416273732396
"3550",2012 Q3,"RNL",13354.1638,269409.16447,0.0495683353098667
"3551",2012 Q3,"RNN",14148.77441,270768.70596,0.0522540976802916
"3552",2012 Q3,"RNQ",11939.51273,276185.60075,0.0432300333456106
"3553",2012 Q3,"RNS",15559.43316,352932.64343,0.0440861264880023
"3554",2012 Q3,"RNU",15997.29822,415501.33194,0.0385011960017256
"3555",2012 Q3,"RNZ",7153.92946,247362.76383,0.028920801778058
"3556",2012 Q3,"RP1",12268.37411,276096.70905,0.0444350610053025
"3557",2012 Q3,"RP4",9100.69201,317227.89327,0.0286881834891303
"3558",2012 Q3,"RP5",16936.43862,471789.65644,0.0358982830352787
"3559",2012 Q3,"RP7",8275.4712,158299.94101,0.0522771590892585
"3560",2012 Q3,"RPA",11335.48375,302080.65645,0.0375246925215691
"3561",2012 Q3,"RPC",2129.82083,70784.15929,0.0300889471791874
"3562",2012 Q3,"RPG",11242.60463,262961.67986,0.04275377551583
"3563",2012 Q3,"RPY",7043.90942,305710.08901,0.0230411415037388
"3564",2012 Q3,"RQ3",7741.24238,267737.20083,0.0289135852470323
"3565",2012 Q3,"RQ6",23400.1361,459591.90595,0.0509150309155918
"3566",2012 Q3,"RQ8",11202.38535,313708.65674,0.0357095193559943
"3567",2012 Q3,"RQM",8242.27591,273583.88131,0.0301270523341272
"3568",2012 Q3,"RQQ",5704.47714,130100.72737,0.0438466198868877
"3569",2012 Q3,"RQW",10014.72004,234163.71276,0.0427680272146365
"3570",2012 Q3,"RQX",9186.06816,283640.13581,0.0323863480524964
"3571",2012 Q3,"RQY",7459.48898,187832.95034,0.0397134207097181
"3572",2012 Q3,"RR1",36329.63011,834157.11215,0.0435525029767619
"3573",2012 Q3,"RR7",12304.55108,264037.31912,0.0466015604196004
"3574",2012 Q3,"RR8",50687.85896,1190610.73806,0.0425729899283385
"3575",2012 Q3,"RRD",6591.47145,158637.37567,0.0415505578188061
"3576",2012 Q3,"RRE",12596.72409,268065.65595,0.0469911896970105
"3577",2012 Q3,"RRF",15205.00833,339469.22959,0.0447905347661823
"3578",2012 Q3,"RRJ",3555.97714,69579.21228,0.0511068898809902
"3579",2012 Q3,"RRK",23628.47856,629602.35034,0.0375292095832236
"3580",2012 Q3,"RRP",8584.88106,224104.75632,0.0383074469322803
"3581",2012 Q3,"RRU",22146.82458,407638.89654,0.0543295175410888
"3582",2012 Q3,"RRV",16405.21325,635973.89325,0.025795419315351
"3583",2012 Q3,"RT1",7419.27879,195554.81253,0.0379396379665257
"3584",2012 Q3,"RT2",19645.58238,394419.35509,0.049808869991984
"3585",2012 Q3,"RT3",6355.54954,267246.35391,0.0237816136572638
"3586",2012 Q3,"RT5",20126.95146,448461.04141,0.0448800444219617
"3587",2012 Q3,"RTD",41237.63121,1019986.95552,0.0404295672477268
"3588",2012 Q3,"RTE",19459.71286,552007.00889,0.0352526553949568
"3589",2012 Q3,"RTF",26120.8595,618447.94715,0.0422361487662349
"3590",2012 Q3,"RTG",23542.95493,587792.96474,0.0400531417391391
"3591",2012 Q3,"RTH",23588.77986,811641.73645,0.0290630444451684
"3592",2012 Q3,"RTK",7240.61545,264597.2322,0.0273646681403193
"3593",2012 Q3,"RTP",10030.28554,275707.6659,0.0363801474553051
"3594",2012 Q3,"RTQ",7742.06735,161308.75587,0.0479953323565361
"3595",2012 Q3,"RTR",31357.5452,671049.483,0.0467291101392593
"3596",2012 Q3,"RTV",14291.23432,271011.70005,0.0527329053224025
"3597",2012 Q3,"RTX",16332.30432,357763.76706,0.0456510855031916
"3598",2012 Q3,"RV3",14762.59709,428846.03095,0.0344240030793737
"3599",2012 Q3,"RV5",17469.08574,404825.5698,0.0431521303079507
"3600",2012 Q3,"RV8",11186.57049,387963.10195,0.0288341093103274
"3601",2012 Q3,"RV9",10593.4714,222425.5182,0.0476270505548495
"3602",2012 Q3,"RVJ",28375.94407,680005.46848,0.0417289939350459
"3603",2012 Q3,"RVL",13756.29995,375661.89462,0.0366188323782883
"3604",2012 Q3,"RVN",15353.36228,289016.95999,0.0531227035276104
"3605",2012 Q3,"RVR",15102.60409,352106.00554,0.0428922081770182
"3606",2012 Q3,"RVV",21108.69967,619170.887,0.0340918801468132
"3607",2012 Q3,"RVW",18580.77191,412298.47838,0.0450663121120588
"3608",2012 Q3,"RVY",10920.68291,255405.73603,0.0427581740322279
"3609",2012 Q3,"RW1",22420.67332,519954.84123,0.0431204242025363
"3610",2012 Q3,"RW3",40113.55931,936210.7331,0.0428467201793075
"3611",2012 Q3,"RW4",18803.30378,328649.42842,0.0572138642394661
"3612",2012 Q3,"RW5",26799.3523,543965.54077,0.0492666360116574
"3613",2012 Q3,"RW6",39949.24037,925044.05923,0.0431863109344797
"3614",2012 Q3,"RWA",27057.43702,623359.41738,0.0434058366098379
"3615",2012 Q3,"RWD",26795.6458,553848.94224,0.048380783560996
"3616",2012 Q3,"RWE",28929.70739,903789.06739,0.0320093575302304
"3617",2012 Q3,"RWF",16543.29436,453484.30547,0.0364804121343388
"3618",2012 Q3,"RWG",11101.47012,325157.17554,0.0341418580154764
"3619",2012 Q3,"RWH",15981.80391,433060.93446,0.0369042844511669
"3620",2012 Q3,"RWJ",20842.63997,431574.96177,0.0482943678764842
"3621",2012 Q3,"RWK",12099.36577,305251.5024,0.0396373668102215
"3622",2012 Q3,"RWN",23421.49959,456857.12031,0.0512665744907453
"3623",2012 Q3,"RWP",16378.729,437294.10039,0.0374547220861033
"3624",2012 Q3,"RWR",11147.26177,238702.91308,0.0466993118188887
"3625",2012 Q3,"RWV",9480.96928,184064.51861,0.05150894562188
"3626",2012 Q3,"RWW",11898.73407,289485.14067,0.0411030909650869
"3627",2012 Q3,"RWX",10454.88926,315040.75716,0.0331858307929671
"3628",2012 Q3,"RWY",17606.54917,462726.31013,0.038049596023735
"3629",2012 Q3,"RX1",39603.49472,1042027.90717,0.0380061747362961
"3630",2012 Q3,"RX2",15926.93738,324795.81132,0.0490367696408136
"3631",2012 Q3,"RX3",23003.61098,491400.79903,0.0468123190385688
"3632",2012 Q3,"RX4",29294.19619,506126.60366,0.0578791867057811
"3633",2012 Q3,"RX5",8258.86103,148172.50109,0.0557381495840687
"3634",2012 Q3,"RX6",12814.19577,191032.30186,0.0670786858831394
"3635",2012 Q3,"RX7",28434.31999,437392.1622,0.065008755179747
"3636",2012 Q3,"RX8",21572.52875,346168.43816,0.0623180116149963
"3637",2012 Q3,"RX9",14304.5587,243595.91126,0.0587224909728971
"3638",2012 Q3,"RXA",11824.49854,265733.04003,0.0444976602783947
"3639",2012 Q3,"RXC",23167.05985,552868.99079,0.0419033446185802
"3640",2012 Q3,"RXE",17952.91663,322920.67586,0.0555954386698465
"3641",2012 Q3,"RXF",29393.04808,648969.25518,0.0452918961035334
"3642",2012 Q3,"RXG",19793.8036,383864.18993,0.0515646005000089
"3643",2012 Q3,"RXH",21638.11454,573782.37973,0.0377113611438923
"3644",2012 Q3,"RXK",25677.74202,607523.10764,0.0422662804049519
"3645",2012 Q3,"RXL",17978.58799,486140.53665,0.0369822852335883
"3646",2012 Q3,"RXM",8264.3678,189036.04646,0.0437184756810323
"3647",2012 Q3,"RXN",25274.18739,527073.9939,0.0479518771225795
"3648",2012 Q3,"RXP",23206.06169,606866.64812,0.0382391448959827
"3649",2012 Q3,"RXQ",17107.65469,440548.27676,0.0388326446668178
"3650",2012 Q3,"RXR",22418.78383,558014.11222,0.0401760158731636
"3651",2012 Q3,"RXT",13893.73718,335436.58747,0.0414198620514007
"3652",2012 Q3,"RXV",14172.15961,242106.76391,0.0585368181422156
"3653",2012 Q3,"RXW",18287.4768,411130.78841,0.044480922654138
"3654",2012 Q3,"RXX",7234.90502,214431.64922,0.033739912211267
"3655",2012 Q3,"RXY",12332.57232,266991.16343,0.0461909381627657
"3656",2012 Q3,"RY1",13372.77918,242231.11531,0.0552066944945777
"3657",2012 Q3,"RY2",12046.58718,254527.59551,0.0473291988472296
"3658",2012 Q3,"RY3",9031.22555,206663.18402,0.0437002148826179
"3659",2012 Q3,"RY4",8898.47938,224860.77193,0.0395732848536611
"3660",2012 Q3,"RY5",9491.38659,170809.9361,0.0555669465530583
"3661",2012 Q3,"RY6",11283.08993,231205.74697,0.0488010790296836
"3662",2012 Q3,"RY7",4338.91723,100138.09865,0.0433293350732099
"3663",2012 Q3,"RY8",12690.94959,312495.67869,0.040611600273006
"3664",2012 Q3,"RYA",15156.66113,324587.32698,0.0466951722084144
"3665",2012 Q3,"RYC",21734.03732,335045.65335,0.0648688830990322
"3666",2012 Q3,"RYD",12741.1903,253506.86737,0.050259744172547
"3667",2012 Q3,"RYE",11574.96103,210159.42805,0.0550770485883039
"3668",2012 Q3,"RYF",9908.71284,204097.66189,0.0485488797286682
"3669",2012 Q3,"RYG",18796.6362,325071.22801,0.0578231309952223
"3670",2012 Q3,"RYH",7587.44686,152885.25775,0.049628374714893
"3671",2012 Q3,"RYJ",23326.4876,802190.24581,0.0290784981765098
"3672",2012 Q3,"RYK-X",3887.59357,92060.58468,0.0422286430562348
"3673",2012 Q3,"RYQ",17408.28028,487959.42668,0.0356756716402493
"3674",2012 Q3,"RYR",16060.33339,494799.90496,0.0324582386314289
"3675",2012 Q3,"RYV",12499.85468,269629.80347,0.0463593212587524
"3676",2012 Q3,"RYW",22766.22099,406431.60952,0.0560148877615281
"3677",2012 Q3,"RYX",9850.11242,246860.74111,0.0399014941610778
"3678",2012 Q3,"RYY",16286.34705,392690.74792,0.0414737223534431
"3679",2012 Q3,"T1150",228.44,11312.56,0.0201934840566591
"3680",2012 Q3,"T1160",635.72002,50204.68046,0.0126625648082055
"3681",2012 Q3,"T1190",193.04444,14333.63648,0.0134679319005584
"3682",2012 Q3,"T1240",0,0,NA
"3683",2012 Q3,"T1310",9448.39676,329900.93216,0.0286401032520199
"3684",2012 Q3,"T1430",1320.00844,47856.65883,0.0275825448803067
"3685",2012 Q3,"T1440",178.2,35893.31272,0.00496471310380626
"3686",2012 Q3,"T1450",7112.77257,208180.3031,0.0341664051021357
"3687",2012 Q3,"T1460",19192.86166,467130.77657,0.0410866991058208
"3688",2012 Q3,"T1480",268.02664,7645.07994,0.0350587099289376
"3689",2012 Q3,"TAC",278.1337,3074.34623,0.0904692182311554
"3690",2012 Q3,"TAD",12428.58564,234529.22099,0.0529937616623471
"3691",2012 Q3,"TAE",8827.95274,141812.80394,0.0622507453116507
"3692",2012 Q3,"TAF",3987.75268,152680.28045,0.0261183216866432
"3693",2012 Q3,"TAH",12762.35442,223223.63727,0.0571729525424913
"3694",2012 Q3,"TAJ",8583.18893,170603.47444,0.0503107510452177
"3695",2012 Q3,"TAK",130.88212,6975.88672,0.0187620764575718
"3696",2012 Q3,"TAL",6963.60542,155661.2924,0.0447356263887733
"3697",2012 Q3,"TAN",880.01146,25192.52728,0.034931448132186
"3698",2012 Q3,"TAP",646.87057,18257.31579,0.0354307597809262
"3699",2012 Q3,"X09",1890.57195,109644.7809,0.0172426989637042
"3700",2012 Q3,"X17",186,2217.8,0.0838668951212914
"3701",2012 Q4,"8GH44",3360.75955,71150.00992,0.0472348430278335
"3702",2012 Q4,"NAX",2709.45041,65808.20256,0.0411719254530571
"3703",2012 Q4,"NB7",1432,154677.08,0.00925799737103907
"3704",2012 Q4,"NCY",9233.06414,179798.85594,0.0513521851500609
"3705",2012 Q4,"NL3",2161.09981,57809.63802,0.0373830365319419
"3706",2012 Q4,"NL8",3723.04125,87278.50947,0.042657021443288
"3707",2012 Q4,"NLL",7526.45434,150903.40658,0.0498759737144166
"3708",2012 Q4,"NLR",7833.10623,178108.27343,0.0439794630487986
"3709",2012 Q4,"NLT",1990.59878,42607.07405,0.0467199126995673
"3710",2012 Q4,"NLW",4354.51817,82049.79903,0.0530716494309493
"3711",2012 Q4,"NLY",1673.66669,28936.55884,0.0578391749777252
"3712",2012 Q4,"NNF",4460.26823,96555.30438,0.0461939223188227
"3713",2012 Q4,"NNV",1413.3253,37463.93057,0.0377249604752297
"3714",2012 Q4,"NQ1",3176.33884,84853.48831,0.0374332146298536
"3715",2012 Q4,"NQ7",3980.49877,95296.79539,0.041769492391742
"3716",2012 Q4,"NQA",3645.49023,84057.64064,0.0433689335347017
"3717",2012 Q4,"NQK",302.86666,4477.87908,0.0676361854773443
"3718",2012 Q4,"NQL",1266.24843,41145.4114,0.0307749609717112
"3719",2012 Q4,"NQV",1360.80894,53823.08968,0.025282995608215
"3720",2012 Q4,"NR3",3949.72753,89398.50588,0.0441811358156448
"3721",2012 Q4,"NR5",8561.64456,161834.43113,0.0529037269771259
"3722",2012 Q4,"NRR",268.40136,9502.02627,0.0282467499429466
"3723",2012 Q4,"NRT",317.62642,4007.49679,0.0792580597425756
"3724",2012 Q4,"R1A",13384.61822,307477.71675,0.0435303681888681
"3725",2012 Q4,"R1C",12695.22089,266521.67087,0.0476329780184827
"3726",2012 Q4,"R1D",6845.42851,123962.03791,0.0552219746094363
"3727",2012 Q4,"R1E",16968.10552,335777.52823,0.050533773386935
"3728",2012 Q4,"R1F",9736.90755,244574.40274,0.0398116378530055
"3729",2012 Q4,"R1H",42687.84788,1237077.58917,0.0345070093045989
"3730",2012 Q4,"RA2",11058.9321,283427.66464,0.0390185344611532
"3731",2012 Q4,"RA3",5410.60162,128831.64094,0.041997459479072
"3732",2012 Q4,"RA4",6298.56955,153496.20121,0.0410340418873484
"3733",2012 Q4,"RA7",28284.6476,627430.99741,0.0450800928177878
"3734",2012 Q4,"RA9",13351.2251,310730.24621,0.0429672529882298
"3735",2012 Q4,"RAE",25430.35611,450836.73371,0.0564070187908824
"3736",2012 Q4,"RAJ",13778.19754,354971.06979,0.0388149872274131
"3737",2012 Q4,"RAL",15966.28561,452388.69761,0.0352932902487418
"3738",2012 Q4,"RAN",3553.99488,111567.93566,0.0318549846689885
"3739",2012 Q4,"RAP",8077.81575,196390.50515,0.0411313965704721
"3740",2012 Q4,"RAS",8057.99203,234325.04461,0.0343880955764304
"3741",2012 Q4,"RAT",19089.30519,434690.7435,0.0439146806676825
"3742",2012 Q4,"RAX",6442.90217,216810.98509,0.0297166777196529
"3743",2012 Q4,"RBA",11354.40026,320306.36634,0.0354485625426111
"3744",2012 Q4,"RBB",1465.3307,24943.02761,0.058747106522567
"3745",2012 Q4,"RBD",7531.03335,191361.08464,0.0393550933522761
"3746",2012 Q4,"RBK",14849.61381,313661.87557,0.047342743784257
"3747",2012 Q4,"RBL",20583.46937,426002.82281,0.048317683047796
"3748",2012 Q4,"RBN",19926.89131,522357.62987,0.0381479855381058
"3749",2012 Q4,"RBQ",5956.71514,120709.46525,0.0493475397945233
"3750",2012 Q4,"RBS",13696.99693,208800.48575,0.0655984916931641
"3751",2012 Q4,"RBT",11052.47045,258848.50925,0.0426986057676127
"3752",2012 Q4,"RBV",7131.97701,199310.25943,0.0357832909876113
"3753",2012 Q4,"RBZ",14665.00851,326039.25376,0.0449792727129569
"3754",2012 Q4,"RC1",8540.78238,192591.26231,0.0443466763629833
"3755",2012 Q4,"RC3",12108.18706,285726.77695,0.0423768020248198
"3756",2012 Q4,"RC9",11055.60347,284408.99437,0.0388722005592316
"3757",2012 Q4,"RCB",24171.95696,640715.86458,0.0377264842284577
"3758",2012 Q4,"RCD",10746.26729,251836.06884,0.042671676616853
