,cal_quarter,PROCODE,los_unadjusted
728,Q2   2018,RAE,5.160996546
729,Q2   2018,RAJ,5.646541221
730,Q2   2018,RAL,6.923987062
731,Q2   2018,RAP,7.177843803
732,Q2   2018,RAS,6.743327402
733,Q2   2018,RAX,6.225592822
734,Q2   2018,RBK,7.839016956
735,Q2   2018,RBL,7.060243708
736,Q2   2018,RBN,6.527382443
737,Q2   2018,RBT,7.585714286
738,Q2   2018,RBZ,5.940225238
739,Q2   2018,RC9,6.815531219
740,Q2   2018,RCB,6.945058772
741,Q2   2018,RCD,7.622564699
742,Q2   2018,RCF,6.773838302
743,Q2   2018,RCX,6.570436331
744,Q2   2018,RD1,6.888549009
745,Q2   2018,RD8,6.856634183
746,Q2   2018,RDE,6.752267135
747,Q2   2018,RDU,6.749022674
748,Q2   2018,REF,5.609778492
749,Q2   2018,REM,7.473137298
750,Q2   2018,RF4,6.989623601
751,Q2   2018,RFF,5.511487304
752,Q2   2018,RFR,5.485984465
753,Q2   2018,RFS,5.869918699
754,Q2   2018,RGN,6.241412033
755,Q2   2018,RGP,7.261562293
756,Q2   2018,RGR,6.420984456
757,Q2   2018,RGT,7.427091183
758,Q2   2018,RH5,41.3483871
759,Q2   2018,RH8,6.636611724
760,Q2   2018,RHM,7.395670426
761,Q2   2018,RHQ,7.153765508
762,Q2   2018,RHU,7.308823529
763,Q2   2018,RHW,6.382306057
764,Q2   2018,RJ1,5.961562361
765,Q2   2018,RJ2,7.687271113
766,Q2   2018,RJ6,7.640789988
767,Q2   2018,RJ7,6.57817762
768,Q2   2018,RJC,6.668835009
769,Q2   2018,RJE,7.434405613
770,Q2   2018,RJL,7.221375016
771,Q2   2018,RJN,7.701253482
772,Q2   2018,RJR,8.101130164
773,Q2   2018,RJZ,7.871359223
774,Q2   2018,RK5,7.175854953
775,Q2   2018,RK9,6.301777818
776,Q2   2018,RKB,7.227191717
777,Q2   2018,RKE,6.869820442
778,Q2   2018,RL4,7.971265761
779,Q2   2018,RLQ,7.257087473
780,Q2   2018,RLT,7.23874528
781,Q2   2018,RM1,6.202972296
782,Q2   2018,RM3,8.558197127
783,Q2   2018,RMC,6.357965152
784,Q2   2018,RMP,7.502805836
785,Q2   2018,RN3,6.095686474
786,Q2   2018,RN5,7.567500925
787,Q2   2018,RN7,7.38590901
788,Q2   2018,RNA,7.015548282
789,Q2   2018,RNN,25.37254902
790,Q2   2018,RNQ,8.119953091
791,Q2   2018,RNS,8.261181435
792,Q2   2018,RNZ,7.293146347
793,Q2   2018,RP5,6.27874677
794,Q2   2018,RPA,6.192726758
795,Q2   2018,RQM,6.50304187
796,Q2   2018,RQW,7.573165618
797,Q2   2018,RQX,6.144078144
798,Q2   2018,RR7,7.318769343
799,Q2   2018,RR8,8.089197282
800,Q2   2018,RRF,5.025903008
801,Q2   2018,RRK,6.964337966
802,Q2   2018,RRV,6.951318681
803,Q2   2018,RTD,7.127788171
804,Q2   2018,RTE,5.922971557
805,Q2   2018,RTF,7.269653052
806,Q2   2018,RTG,6.326655629
807,Q2   2018,RTH,5.857954965
808,Q2   2018,RTK,6.127737866
809,Q2   2018,RTP,7.356419381
810,Q2   2018,RTR,6.749710622
811,Q2   2018,RTX,7.173375464
812,Q2   2018,RVJ,7.075329734
813,Q2   2018,RVR,7.533135376
814,Q2   2018,RVV,6.84345776
815,Q2   2018,RVW,6.135588559
816,Q2   2018,RVY,6.946002317
817,Q2   2018,RWA,5.995593327
818,Q2   2018,RWD,6.721172023
819,Q2   2018,RWE,6.210439852
820,Q2   2018,RWF,6.840192539
821,Q2   2018,RWG,7.221672902
822,Q2   2018,RWH,5.952250861
823,Q2   2018,RWJ,7.089820359
824,Q2   2018,RWP,6.859090425
825,Q2   2018,RWW,8.832906908
826,Q2   2018,RWY,6.503937008
827,Q2   2018,RX1,6.728651329
828,Q2   2018,RXC,7.880862804
829,Q2   2018,RXF,7.053117572
830,Q2   2018,RXK,6.369373394
831,Q2   2018,RXL,8.212519985
832,Q2   2018,RXN,7.88343764
833,Q2   2018,RXP,6.605778844
834,Q2   2018,RXQ,8.4280582
835,Q2   2018,RXR,7.31383855
836,Q2   2018,RXW,6.125078898
837,Q2   2018,RYJ,7.512331012
838,Q2   2018,RYR,7.440995637
839,Q2   2019,R0A,7.789017822
840,Q2   2019,R0B,6.855464264
841,Q2   2019,R1F,9.206896552
842,Q2   2019,R1H,7.12257491
843,Q2   2019,R1K,7.657685831
844,Q2   2019,RA2,6.265240822
845,Q2   2019,RA4,6.882190265
846,Q2   2019,RA7,6.528097316
847,Q2   2019,RA9,6.38370037
848,Q2   2019,RAE,5.503821589
849,Q2   2019,RAJ,5.768604651
850,Q2   2019,RAL,6.578572572
851,Q2   2019,RAP,7.071564281
852,Q2   2019,RAS,6.838659565
853,Q2   2019,RAX,6.14090344
854,Q2   2019,RBK,7.228535354
855,Q2   2019,RBL,7.521470397
856,Q2   2019,RBN,6.83626272
857,Q2   2019,RBT,7.272524803
858,Q2   2019,RBZ,5.818350079
859,Q2   2019,RC9,6.316062849
860,Q2   2019,RCB,6.914587414
861,Q2   2019,RCD,6.691378364
862,Q2   2019,RCF,6.886136004
863,Q2   2019,RCX,5.740438976
864,Q2   2019,RD1,6.451856678
865,Q2   2019,RD8,6.946072028
866,Q2   2019,RDE,6.590483302
867,Q2   2019,RDU,6.752796421
868,Q2   2019,REF,6.274487075
869,Q2   2019,REM,7.48441056
870,Q2   2019,RF4,7.1283319
871,Q2   2019,RFF,4.808500701
872,Q2   2019,RFR,5.396836197
873,Q2   2019,RFS,6.347048584
874,Q2   2019,RGN,6.687518327
875,Q2   2019,RGP,7.442303433
876,Q2   2019,RGR,6.771263563
877,Q2   2019,RGT,7.346212598
878,Q2   2019,RH5,38.5738255
879,Q2   2019,RH8,6.875511082
880,Q2   2019,RHM,7.201813874
881,Q2   2019,RHQ,6.777338527
882,Q2   2019,RHU,7.424281984
883,Q2   2019,RHW,6.162475822
884,Q2   2019,RJ1,6.089331336
885,Q2   2019,RJ2,7.622489083
886,Q2   2019,RJ6,7.677602639
887,Q2   2019,RJ7,6.745889818
888,Q2   2019,RJC,6.627057407
889,Q2   2019,RJE,7.177875024
890,Q2   2019,RJL,6.879347688
891,Q2   2019,RJN,7.924144937
892,Q2   2019,RJR,8.670351759
893,Q2   2019,RJZ,7.746414148
894,Q2   2019,RK5,6.582855545
895,Q2   2019,RK9,6.518653402
896,Q2   2019,RKB,7.251015572
897,Q2   2019,RKE,6.869929601
898,Q2   2019,RL4,8.004363108
899,Q2   2019,RLQ,6.30971884
900,Q2   2019,RLT,7.109505281
901,Q2   2019,RM1,6.364419414
902,Q2   2019,RM3,8.658454227
903,Q2   2019,RMC,6.772741884
904,Q2   2019,RMP,6.923956931
905,Q2   2019,RN3,6.65111536
906,Q2   2019,RN5,7.241654153
907,Q2   2019,RN7,7.406897817
908,Q2   2019,RNA,6.62706053
909,Q2   2019,RNN,8.260648931
910,Q2   2019,RNQ,7.496957737
911,Q2   2019,RNS,7.836684448
912,Q2   2019,RNZ,7.679825568
913,Q2   2019,RP5,6.478658209
914,Q2   2019,RPA,6.757252812
915,Q2   2019,RQM,6.079168613
916,Q2   2019,RQW,7.125329548
917,Q2   2019,RQX,6.082147316
918,Q2   2019,RR7,7.33729128
919,Q2   2019,RR8,8.217788378
920,Q2   2019,RRF,5.42983641
921,Q2   2019,RRK,7.011954328
922,Q2   2019,RRV,6.741166804
923,Q2   2019,RTD,6.87928486
924,Q2   2019,RTE,5.888967081
925,Q2   2019,RTF,6.661006355
926,Q2   2019,RTG,6.656214644
927,Q2   2019,RTH,5.610642304
928,Q2   2019,RTK,6.62371317
929,Q2   2019,RTP,7.247116755
930,Q2   2019,RTR,6.840231171
931,Q2   2019,RTX,7.161453808
932,Q2   2019,RVJ,7.132023471
933,Q2   2019,RVR,7.399508801
934,Q2   2019,RVV,6.915391539
935,Q2   2019,RVW,5.765437049
936,Q2   2019,RVY,7.773827534
937,Q2   2019,RWA,6.041013362
938,Q2   2019,RWD,6.447522467
939,Q2   2019,RWE,5.957852863
940,Q2   2019,RWF,6.697362223
941,Q2   2019,RWG,6.909056268
942,Q2   2019,RWH,5.575733087
943,Q2   2019,RWJ,7.785829308
944,Q2   2019,RWP,6.836201534
945,Q2   2019,RWW,7.6498783
946,Q2   2019,RWY,5.827226373
947,Q2   2019,RX1,6.832558921
948,Q2   2019,RXC,7.021250611
949,Q2   2019,RXF,7.146577107
950,Q2   2019,RXK,5.701215003
951,Q2   2019,RXL,8.232543484
952,Q2   2019,RXN,7.786541644
953,Q2   2019,RXP,6.485776373
954,Q2   2019,RXQ,7.973793602
955,Q2   2019,RXR,7.492529729
956,Q2   2019,RXW,6.076047904
957,Q2   2019,RYJ,6.820854567
958,Q2   2019,RYR,7.232149824
959,Q2   2020,R0A,8.727129182
960,Q2   2020,R0B,6.009722032
961,Q2   2020,R0D,5.433970508
962,Q2   2020,R1F,6.987758945
963,Q2   2020,R1H,7.148298418
964,Q2   2020,R1K,7.267251096
965,Q2   2020,RA2,5.718586713
966,Q2   2020,RA4,6.231987332
967,Q2   2020,RA7,7.194986469
968,Q2   2020,RA9,5.954697186
969,Q2   2020,RAE,6.015228426
970,Q2   2020,RAJ,5.837673274
971,Q2   2020,RAL,7.029348784
972,Q2   2020,RAP,7.472177202
973,Q2   2020,RAS,6.795801527
974,Q2   2020,RAX,5.98952557
975,Q2   2020,RBK,7.459459459
976,Q2   2020,RBL,7.450340374
977,Q2   2020,RBN,6.958140278
978,Q2   2020,RBT,7.063868143
979,Q2   2020,RBZ,5.521966949
980,Q2   2020,RC9,6.570318193
981,Q2   2020,RCB,5.903983516
982,Q2   2020,RCD,6.633096927
983,Q2   2020,RCF,6.829048843
984,Q2   2020,RCX,6.489961881
985,Q2   2020,RD1,5.30480167
986,Q2   2020,RD8,5.953877791
987,Q2   2020,RDE,5.952817824
988,Q2   2020,RDU,7.330077911
989,Q2   2020,REF,5.341352287
990,Q2   2020,REM,7.84447914
991,Q2   2020,RF4,7.062679788
992,Q2   2020,RFF,5.28062749
993,Q2   2020,RFR,4.793051683
994,Q2   2020,RFS,4.944803695
995,Q2   2020,RGN,6.400590046
996,Q2   2020,RGP,7.703691496
997,Q2   2020,RGR,6.370985302
998,Q2   2020,RGT,7.329696798
999,Q2   2020,RH5,7.548101022
1000,Q2   2020,RH8,6.422440221
1001,Q2   2020,RHM,6.460536113
1002,Q2   2020,RHQ,7.074249605
1003,Q2   2020,RHU,6.152703644
1004,Q2   2020,RHW,6.27797271
1005,Q2   2020,RJ1,8.1354136
1006,Q2   2020,RJ2,7.406382979
1007,Q2   2020,RJ6,8.424432263
1008,Q2   2020,RJ7,7.642785571
1009,Q2   2020,RJC,6.656899489
1010,Q2   2020,RJE,7.023874169
1011,Q2   2020,RJL,6.10343062
1012,Q2   2020,RJN,7.780119102
1013,Q2   2020,RJR,9.193306405
1014,Q2   2020,RJZ,8.807042686
1015,Q2   2020,RK5,5.303451093
1016,Q2   2020,RK9,6.336814308
1017,Q2   2020,RKB,6.124526621
1018,Q2   2020,RKE,7.976531196
1019,Q2   2020,RL4,8.339764202
1020,Q2   2020,RLQ,6.286273115
1021,Q2   2020,RLT,6.828640945
1022,Q2   2020,RM1,6.043860678
1023,Q2   2020,RM3,9.538038323
1024,Q2   2020,RMC,6.152003685
1025,Q2   2020,RMP,6.670465337
1026,Q2   2020,RN3,5.686850872
1027,Q2   2020,RN5,6.936902486
1028,Q2   2020,RN7,6.340118939
1029,Q2   2020,RNA,6.571479311
1030,Q2   2020,RNN,8.217537564
1031,Q2   2020,RNQ,7.650569589
1032,Q2   2020,RNS,7.486811482
1033,Q2   2020,RNZ,8.017850768
1034,Q2   2020,RP5,6.720686209
1035,Q2   2020,RPA,6.282875871
1036,Q2   2020,RQM,5.933717579
1037,Q2   2020,RQW,7.412108804
1038,Q2   2020,RQX,7.44684529
1039,Q2   2020,RR7,6.707486493
1040,Q2   2020,RR8,7.856644295
1041,Q2   2020,RRF,5.588532513
1042,Q2   2020,RRK,6.864859407
1043,Q2   2020,RRV,8.340756451
1044,Q2   2020,RTD,6.217313126
1045,Q2   2020,RTE,5.455347811
1046,Q2   2020,RTF,6.399714693
1047,Q2   2020,RTG,6.032311931
1048,Q2   2020,RTH,6.184524486
1049,Q2   2020,RTK,6.338279678
1050,Q2   2020,RTP,6.780882353
1051,Q2   2020,RTR,7.309738794
1052,Q2   2020,RTX,6.877945235
1053,Q2   2020,RVJ,6.510277492
1054,Q2   2020,RVR,7.552961903
1055,Q2   2020,RVV,6.566978193
1056,Q2   2020,RVW,5.503960172
1057,Q2   2020,RVY,6.987947883
1058,Q2   2020,RWA,6.554928855
1059,Q2   2020,RWD,5.821872411
1060,Q2   2020,RWE,6.255826113
1061,Q2   2020,RWF,5.855785545
1062,Q2   2020,RWG,6.360655738
1063,Q2   2020,RWH,5.870974116
1064,Q2   2020,RWJ,7.221021403
1065,Q2   2020,RWP,5.419899526
1066,Q2   2020,RWW,7.992716482
1067,Q2   2020,RWY,5.297137901
1068,Q2   2020,RX1,6.722030474
1069,Q2   2020,RXC,6.885254152
1070,Q2   2020,RXF,6.366221629
1071,Q2   2020,RXK,6.521473406
1072,Q2   2020,RXL,7.878517502
1073,Q2   2020,RXN,8.074863659
1074,Q2   2020,RXP,6.159903175
1075,Q2   2020,RXQ,9.108433735
1076,Q2   2020,RXR,6.816427163
1077,Q2   2020,RXW,5.664804469
1078,Q2   2020,RYJ,7.840688757
1079,Q2   2020,RYR,6.411912401
1080,Q2   2021,R0A,6.870771529
1081,Q2   2021,R0B,6.073643774
1082,Q2   2021,R0D,6.081395349
1083,Q2   2021,R1F,7.199494151
1084,Q2   2021,R1H,6.779673633
1085,Q2   2021,R1K,6.326521546
1086,Q2   2021,RA2,5.482752761
1087,Q2   2021,RA4,6.803535786
1088,Q2   2021,RA7,7.513152174
1089,Q2   2021,RA9,6.341617081
1090,Q2   2021,RAE,5.822746038
1091,Q2   2021,RAJ,6.197231992
1092,Q2   2021,RAL,6.254647463
1093,Q2   2021,RAP,7.645255474
1094,Q2   2021,RAS,6.355118713
1095,Q2   2021,RAX,6.628857019
1096,Q2   2021,RBK,6.338048604
1097,Q2   2021,RBL,6.890538674
1098,Q2   2021,RBN,6.791025789
1099,Q2   2021,RBT,7.603941634
1100,Q2   2021,RBZ,5.961990703
1101,Q2   2021,RC9,5.919403241
1102,Q2   2021,RCB,5.801322678
1103,Q2   2021,RCD,6.93694521
1104,Q2   2021,RCF,6.070906631
1105,Q2   2021,RCX,6.861976848
1106,Q2   2021,RD1,6.001907097
1107,Q2   2021,RD8,6.246855984
1108,Q2   2021,RDE,5.975323625
1109,Q2   2021,RDU,6.970722919
1110,Q2   2021,REF,5.95975779
1111,Q2   2021,REM,7.505212888
1112,Q2   2021,RF4,6.909654745
1113,Q2   2021,RFF,5.384075342
1114,Q2   2021,RFR,5.795900336
1115,Q2   2021,RFS,5.189001848
1116,Q2   2021,RGN,7.021292452
1117,Q2   2021,RGP,7.589047097
1118,Q2   2021,RGR,6.842345773
1119,Q2   2021,RGT,7.495644338
1120,Q2   2021,RH5,8.32647672
1121,Q2   2021,RH8,6.766058936
1122,Q2   2021,RHM,6.636674894
1123,Q2   2021,RHQ,6.737634696
1124,Q2   2021,RHU,6.579187047
1125,Q2   2021,RHW,5.622379526
1126,Q2   2021,RJ1,6.302731534
1127,Q2   2021,RJ2,7.998078565
1128,Q2   2021,RJ6,7.22492224
1129,Q2   2021,RJ7,7.713951858
1130,Q2   2021,RJC,5.893964111
1131,Q2   2021,RJE,6.571750616
1132,Q2   2021,RJL,6.461930295
1133,Q2   2021,RJN,7.775009297
1134,Q2   2021,RJR,7.23193845
1135,Q2   2021,RJZ,8.006055496
1136,Q2   2021,RK5,6.328201439
1137,Q2   2021,RK9,7.32196228
1138,Q2   2021,RKB,6.164351666
1139,Q2   2021,RKE,7.197395197
1140,Q2   2021,RL4,6.867622659
1141,Q2   2021,RLQ,6.574960547
1142,Q2   2021,RLT,6.697966507
1143,Q2   2021,RM1,6.370915745
1144,Q2   2021,RM3,8.367071525
1145,Q2   2021,RMC,6.789555594
1146,Q2   2021,RMP,6.076218758
1147,Q2   2021,RN3,6.341999741
1148,Q2   2021,RN5,5.863872712
1149,Q2   2021,RN7,6.562594522
1150,Q2   2021,RNA,6.77888563
1151,Q2   2021,RNN,7.411594644
1152,Q2   2021,RNQ,7.729321941
1153,Q2   2021,RNS,7.035341831
1154,Q2   2021,RNZ,7.930454431
1155,Q2   2021,RP5,6.819886948
1156,Q2   2021,RPA,5.880209134
1157,Q2   2021,RQM,5.996239627
1158,Q2   2021,RQW,6.646243776
1159,Q2   2021,RQX,5.796150205
1160,Q2   2021,RR7,6.564881177
1161,Q2   2021,RR8,7.98937035
1162,Q2   2021,RRF,5.497002306
1163,Q2   2021,RRK,6.690569244
1164,Q2   2021,RRV,6.879555352
1165,Q2   2021,RTD,6.306114367
1166,Q2   2021,RTE,5.946231971
1167,Q2   2021,RTF,6.113093235
1168,Q2   2021,RTG,6.122320769
1169,Q2   2021,RTH,5.836860863
1170,Q2   2021,RTK,6.29572896
1171,Q2   2021,RTP,7.270450751
1172,Q2   2021,RTR,6.866702071
1173,Q2   2021,RTX,7.003968837
1174,Q2   2021,RVJ,7.101027059
1175,Q2   2021,RVR,6.685849057
1176,Q2   2021,RVV,6.420912421
1177,Q2   2021,RVW,5.342242019
1178,Q2   2021,RVY,6.665050897
1179,Q2   2021,RWA,6.6073269
1180,Q2   2021,RWD,6.778288225
1181,Q2   2021,RWE,6.395902547
1182,Q2   2021,RWF,5.609756098
1183,Q2   2021,RWG,6.015112705
1184,Q2   2021,RWH,5.916893929
1185,Q2   2021,RWJ,6.791779513
1186,Q2   2021,RWP,5.780324737
1187,Q2   2021,RWW,7.90091001
1188,Q2   2021,RWY,5.522693801
1189,Q2   2021,RX1,6.52583746
1190,Q2   2021,RXC,7.001238543
1191,Q2   2021,RXF,6.488519104
1192,Q2   2021,RXK,5.898804388
1193,Q2   2021,RXL,7.977416992
1194,Q2   2021,RXN,7.530971402
1195,Q2   2021,RXP,6.100356234
1196,Q2   2021,RXQ,8.255555556
1197,Q2   2021,RXR,7.092510549
1198,Q2   2021,RXW,5.882023681
1199,Q2   2021,RYJ,6.663585614
1200,Q2   2021,RYR,6.874218833
1201,Q2   2022,R0A,8.321724346
1202,Q2   2022,R0B,7.43491853
1203,Q2   2022,R0D,7.585966701
1204,Q2   2022,R1F,8.02393273
1205,Q2   2022,R1H,8.292371795
1206,Q2   2022,R1K,7.0849978
1207,Q2   2022,RA2,6.658849709
1208,Q2   2022,RA4,9.208085612
1209,Q2   2022,RA7,8.499887387
1210,Q2   2022,RA9,8.773055028
1211,Q2   2022,RAE,6.098397563
1212,Q2   2022,RAJ,7.846543756
1213,Q2   2022,RAL,7.817564425
1214,Q2   2022,RAP,9.86372847
1215,Q2   2022,RAS,7.50659927
1216,Q2   2022,RAX,7.746704745
1217,Q2   2022,RBK,7.464415188
1218,Q2   2022,RBL,8.676816074
1219,Q2   2022,RBN,7.916636286
1220,Q2   2022,RBT,8.677865233
1221,Q2   2022,RC9,7.187770954
1222,Q2   2022,RCB,8.207001522
1223,Q2   2022,RCD,8.632804918
1224,Q2   2022,RCF,7.241033755
1225,Q2   2022,RCX,8.496269409
1226,Q2   2022,RD1,7.236007995
1227,Q2   2022,RD8,7.994559742
1228,Q2   2022,RDE,7.438770154
1229,Q2   2022,RDU,8.833148391
1230,Q2   2022,REF,8.343930208
1231,Q2   2022,REM,9.150249926
1232,Q2   2022,RF4,7.649561952
1233,Q2   2022,RFF,6.272826681
1234,Q2   2022,RFR,6.858421936
1235,Q2   2022,RFS,6.574714519
1236,Q2   2022,RGN,8.208773903
1237,Q2   2022,RGP,9.068278096
1238,Q2   2022,RGR,7.424303152
1239,Q2   2022,RGT,9.076606086
1240,Q2   2022,RH5,10.86630695
1241,Q2   2022,RH8,7.240385421
1242,Q2   2022,RHM,7.921287866
1243,Q2   2022,RHQ,8.068343924
1244,Q2   2022,RHU,7.381115952
1245,Q2   2022,RHW,6.271113502
1246,Q2   2022,RJ1,7.072264226
1247,Q2   2022,RJ2,8.233659169
1248,Q2   2022,RJ6,9.223153602
1249,Q2   2022,RJ7,9.224372581
1250,Q2   2022,RJC,7.362489829
1251,Q2   2022,RJE,7.392081085
1252,Q2   2022,RJL,7.462713765
1253,Q2   2022,RJN,11.22285948
1254,Q2   2022,RJR,10.07012987
1255,Q2   2022,RJZ,8.809440141
1256,Q2   2022,RK5,7.993258771
1257,Q2   2022,RK9,9.41052275
1258,Q2   2022,RKB,7.006093042
1259,Q2   2022,RKE,8.765382913
1260,Q2   2022,RL4,6.766041162
1261,Q2   2022,RLQ,8.50512959
1262,Q2   2022,RLT,8.256014256
1263,Q2   2022,RM1,7.672332832
1264,Q2   2022,RM3,8.798328538
1265,Q2   2022,RMC,8.103168616
1266,Q2   2022,RMP,8.680987908
1267,Q2   2022,RN3,7.755808791
1268,Q2   2022,RN5,7.672415789
1269,Q2   2022,RN7,8.06092739
1270,Q2   2022,RNA,7.720731707
1271,Q2   2022,RNN,9.64074329
1272,Q2   2022,RNQ,8.23699422
1273,Q2   2022,RNS,8.377758319
1274,Q2   2022,RNZ,9.932601481
1275,Q2   2022,RP5,8.140921034
1276,Q2   2022,RPA,7.368883312
1277,Q2   2022,RQM,7.532536357
1278,Q2   2022,RQW,8.276802218
1279,Q2   2022,RQX,6.743119266
1280,Q2   2022,RR7,8.380311766
1281,Q2   2022,RR8,8.809367901
1282,Q2   2022,RRF,7.129931615
1283,Q2   2022,RRK,7.653756416
1284,Q2   2022,RRV,7.200377442
1285,Q2   2022,RTD,7.637727418
1286,Q2   2022,RTE,8.240639416
1287,Q2   2022,RTF,7.038448717
1288,Q2   2022,RTG,7.682875526
1289,Q2   2022,RTH,7.100159224
1290,Q2   2022,RTK,7.104969486
1291,Q2   2022,RTP,8.659293859
1292,Q2   2022,RTR,1
1293,Q2   2022,RTX,8.299870466
1294,Q2   2022,RVJ,8.002202202
1295,Q2   2022,RVR,8.33180939
1296,Q2   2022,RVV,8.073461224
1297,Q2   2022,RVW,5.75
1298,Q2   2022,RVY,8.301587302
1299,Q2   2022,RWA,7.771692947
1300,Q2   2022,RWD,8.240569823
1301,Q2   2022,RWE,7.034971541
1302,Q2   2022,RWF,7.466995074
1303,Q2   2022,RWG,7.095148754
1304,Q2   2022,RWH,7.032137867
1305,Q2   2022,RWJ,8.661443574
1306,Q2   2022,RWP,6.578133752
1307,Q2   2022,RWW,9.769830949
1308,Q2   2022,RWY,6.864416083
1309,Q2   2022,RX1,7.877646326
1310,Q2   2022,RXC,9.082460381
1311,Q2   2022,RXF,7.425373134
1312,Q2   2022,RXK,6.265354598
1313,Q2   2022,RXL,9.5632403
1314,Q2   2022,RXN,9.179083264
1315,Q2   2022,RXP,7.097300104
1316,Q2   2022,RXQ,8.531659798
1317,Q2   2022,RXR,8.377039955
1318,Q2   2022,RXW,7.077762923
1319,Q2   2022,RYJ,7.822772277
1320,Q2   2022,RYR,8.89928555
1321,Q3   2018,R0A,7.848756442
1322,Q3   2018,R1F,8.161436673
1323,Q3   2018,R1H,6.643149392
1324,Q3   2018,R1K,7.215157929
1325,Q3   2018,RA2,5.778741497
1326,Q3   2018,RA4,6.569226535
1327,Q3   2018,RA7,6.293305548
1328,Q3   2018,RA9,5.845412994
1329,Q3   2018,RAE,5.249373957
1330,Q3   2018,RAJ,5.654184435
1331,Q3   2018,RAL,6.802071835
1332,Q3   2018,RAP,7.011508684
1333,Q3   2018,RAS,6.61446308
1334,Q3   2018,RAX,5.773942328
1335,Q3   2018,RBK,7.158198614
1336,Q3   2018,RBL,6.914282606
1337,Q3   2018,RBN,6.54922813
1338,Q3   2018,RBT,7.223084577
1339,Q3   2018,RBZ,5.65620501
1340,Q3   2018,RC9,6.466572438
1341,Q3   2018,RCB,6.491004631
1342,Q3   2018,RCD,6.592966273
1343,Q3   2018,RCF,6.749866809
1344,Q3   2018,RCX,6.251519485
1345,Q3   2018,RD1,6.759989273
1346,Q3   2018,RD8,6.573302192
1347,Q3   2018,RDE,6.42962082
1348,Q3   2018,RDU,6.449980359
1349,Q3   2018,REF,5.573863636
1350,Q3   2018,REM,7.100732601
1351,Q3   2018,RF4,7.100926121
1352,Q3   2018,RFF,5.083989501
1353,Q3   2018,RFR,5.316086066
1354,Q3   2018,RFS,5.693322476
1355,Q3   2018,RGN,6.140362724
1356,Q3   2018,RGP,6.919592544
1357,Q3   2018,RGR,6.200405979
1358,Q3   2018,RGT,7.437682525
1359,Q3   2018,RH5,33.8534202
1360,Q3   2018,RH8,6.610613742
1361,Q3   2018,RHM,7.350116318
1362,Q3   2018,RHQ,7.04744504
1363,Q3   2018,RHU,7.58391641
1364,Q3   2018,RHW,5.771807584
1365,Q3   2018,RJ1,5.811888174
1366,Q3   2018,RJ2,7.169120832
1367,Q3   2018,RJ6,7.151295732
1368,Q3   2018,RJ7,6.384172109
1369,Q3   2018,RJC,6.56473663
1370,Q3   2018,RJE,6.81915242
1371,Q3   2018,RJL,6.828596144
1372,Q3   2018,RJN,7.628209638
1373,Q3   2018,RJR,8.238554217
1374,Q3   2018,RJZ,7.648600904
1375,Q3   2018,RK5,6.884528302
1376,Q3   2018,RK9,6.19338843
1377,Q3   2018,RKB,6.853590459
1378,Q3   2018,RKE,6.850416516
1379,Q3   2018,RL4,7.55364144
1380,Q3   2018,RLQ,6.744346116
1381,Q3   2018,RLT,6.53912808
1382,Q3   2018,RM1,6.026520422
1383,Q3   2018,RM3,8.043286867
1384,Q3   2018,RMC,6.539236393
1385,Q3   2018,RMP,7.413072776
1386,Q3   2018,RN3,6.031064528
1387,Q3   2018,RN5,7.254135699
1388,Q3   2018,RN7,7.149652397
1389,Q3   2018,RNA,6.733581494
1390,Q3   2018,RNN,32.13747228
1391,Q3   2018,RNQ,8.402782491
1392,Q3   2018,RNS,7.620829943
1393,Q3   2018,RNZ,7.514646237
1394,Q3   2018,RP5,6.148309231
1395,Q3   2018,RPA,6.345283824
1396,Q3   2018,RQM,6.069010727
1397,Q3   2018,RQW,7.165099269
1398,Q3   2018,RQX,6.06134372
1399,Q3   2018,RR7,6.989381179
1400,Q3   2018,RR8,7.787932111
1401,Q3   2018,RRF,5.076733748
1402,Q3   2018,RRK,6.566291451
1403,Q3   2018,RRV,6.520479844
1404,Q3   2018,RTD,6.713768116
1405,Q3   2018,RTE,5.82208589
1406,Q3   2018,RTF,6.815478793
1407,Q3   2018,RTG,6.144987345
1408,Q3   2018,RTH,5.783386388
1409,Q3   2018,RTK,6.285483001
1410,Q3   2018,RTP,7.310393656
1411,Q3   2018,RTR,6.465039637
1412,Q3   2018,RTX,7.120080727
1413,Q3   2018,RVJ,6.888818182
1414,Q3   2018,RVR,7.170847458
1415,Q3   2018,RVV,6.51745187
1416,Q3   2018,RVW,5.878837495
1417,Q3   2018,RVY,7.021008403
1418,Q3   2018,RWA,6.132393453
1419,Q3   2018,RWD,6.683239498
1420,Q3   2018,RWE,6.132715062
1421,Q3   2018,RWF,6.52712434
1422,Q3   2018,RWG,6.993080506
1423,Q3   2018,RWH,5.861074705
1424,Q3   2018,RWJ,7.032661783
1425,Q3   2018,RWP,6.413023256
1426,Q3   2018,RWW,8.318054444
1427,Q3   2018,RWY,5.982772669
1428,Q3   2018,RX1,6.613886488
1429,Q3   2018,RXC,7.257518105
1430,Q3   2018,RXF,7.022554966
1431,Q3   2018,RXK,5.679629834
1432,Q3   2018,RXL,8.120131929
1433,Q3   2018,RXN,7.788563523
1434,Q3   2018,RXP,6.432065776
1435,Q3   2018,RXQ,8.477593287
1436,Q3   2018,RXR,7.293301336
