,cal_quarter,PROCODE,los_unadjusted
1437,Q3   2018,RXW,5.779582127
1438,Q3   2018,RYJ,7.249920408
1439,Q3   2018,RYR,7.128557312
1440,Q3   2019,R0A,7.878421855
1441,Q3   2019,R0B,6.733273863
1442,Q3   2019,R1F,8.600075815
1443,Q3   2019,R1H,7.039462468
1444,Q3   2019,R1K,7.409101646
1445,Q3   2019,RA2,6.01022632
1446,Q3   2019,RA4,6.644929539
1447,Q3   2019,RA7,6.697818086
1448,Q3   2019,RA9,6.49624183
1449,Q3   2019,RAE,5.248892639
1450,Q3   2019,RAJ,5.788782816
1451,Q3   2019,RAL,6.83137443
1452,Q3   2019,RAP,7.175301332
1453,Q3   2019,RAS,6.704026372
1454,Q3   2019,RAX,6.191034772
1455,Q3   2019,RBK,6.91638737
1456,Q3   2019,RBL,7.280639823
1457,Q3   2019,RBN,6.895411374
1458,Q3   2019,RBT,7.156909598
1459,Q3   2019,RBZ,5.610357918
1460,Q3   2019,RC9,6.090281397
1461,Q3   2019,RCB,6.962050313
1462,Q3   2019,RCD,6.280989513
1463,Q3   2019,RCF,6.958541065
1464,Q3   2019,RCX,6.032017618
1465,Q3   2019,RD1,6.676474452
1466,Q3   2019,RD8,6.937208869
1467,Q3   2019,RDE,6.58232987
1468,Q3   2019,RDU,6.871106557
1469,Q3   2019,REF,5.852475811
1470,Q3   2019,REM,7.424951929
1471,Q3   2019,RF4,7.250485646
1472,Q3   2019,RFF,4.770010754
1473,Q3   2019,RFR,5.519775004
1474,Q3   2019,RFS,6.148415872
1475,Q3   2019,RGN,6.655938265
1476,Q3   2019,RGP,7.163853877
1477,Q3   2019,RGR,6.524446008
1478,Q3   2019,RGT,7.147850689
1479,Q3   2019,RH5,39.99376947
1480,Q3   2019,RH8,6.877338207
1481,Q3   2019,RHM,7.371888009
1482,Q3   2019,RHQ,6.871089662
1483,Q3   2019,RHU,7.56467793
1484,Q3   2019,RHW,6.03071317
1485,Q3   2019,RJ1,5.572304139
1486,Q3   2019,RJ2,7.713802878
1487,Q3   2019,RJ6,7.248304929
1488,Q3   2019,RJ7,6.783950617
1489,Q3   2019,RJC,6.610350383
1490,Q3   2019,RJE,6.718820114
1491,Q3   2019,RJL,6.806658291
1492,Q3   2019,RJN,7.705050505
1493,Q3   2019,RJR,8.437208434
1494,Q3   2019,RJZ,7.587168473
1495,Q3   2019,RK5,6.696546053
1496,Q3   2019,RK9,6.3528997
1497,Q3   2019,RKB,7.129051267
1498,Q3   2019,RKE,7.155123675
1499,Q3   2019,RL4,7.588200167
1500,Q3   2019,RLQ,6.406856112
1501,Q3   2019,RLT,6.972820237
1502,Q3   2019,RM1,6.385237113
1503,Q3   2019,RM3,8.843966277
1504,Q3   2019,RMC,6.615972107
1505,Q3   2019,RMP,6.608231014
1506,Q3   2019,RN3,6.289051648
1507,Q3   2019,RN5,7.128692466
1508,Q3   2019,RN7,7.415490342
1509,Q3   2019,RNA,6.535662871
1510,Q3   2019,RNN,8.8964687
1511,Q3   2019,RNQ,7.462228997
1512,Q3   2019,RNS,7.609981757
1513,Q3   2019,RNZ,7.767037862
1514,Q3   2019,RP5,6.19968
1515,Q3   2019,RPA,6.510186135
1516,Q3   2019,RQM,6.095506912
1517,Q3   2019,RQW,7.107916667
1518,Q3   2019,RQX,6.075911684
1519,Q3   2019,RR7,6.715536105
1520,Q3   2019,RR8,7.674862279
1521,Q3   2019,RRF,5.240670554
1522,Q3   2019,RRK,7.007080201
1523,Q3   2019,RRV,6.807737512
1524,Q3   2019,RTD,6.695696497
1525,Q3   2019,RTE,5.607973676
1526,Q3   2019,RTF,6.711989072
1527,Q3   2019,RTG,6.385987466
1528,Q3   2019,RTH,5.908884473
1529,Q3   2019,RTK,6.623921298
1530,Q3   2019,RTP,7.841330859
1531,Q3   2019,RTR,6.883138878
1532,Q3   2019,RTX,6.881718905
1533,Q3   2019,RVJ,7.056841726
1534,Q3   2019,RVR,6.805023591
1535,Q3   2019,RVV,6.837577426
1536,Q3   2019,RVW,6.0748318
1537,Q3   2019,RVY,7.210487626
1538,Q3   2019,RWA,6.284452854
1539,Q3   2019,RWD,6.275589293
1540,Q3   2019,RWE,6.002290426
1541,Q3   2019,RWF,6.575645756
1542,Q3   2019,RWG,6.655948955
1543,Q3   2019,RWH,5.522874307
1544,Q3   2019,RWJ,7.24264824
1545,Q3   2019,RWP,6.70948757
1546,Q3   2019,RWW,7.04296243
1547,Q3   2019,RWY,5.903583518
1548,Q3   2019,RX1,6.699060613
1549,Q3   2019,RXC,7.408851555
1550,Q3   2019,RXF,7.104931301
1551,Q3   2019,RXK,5.736466003
1552,Q3   2019,RXL,7.806079539
1553,Q3   2019,RXN,7.435965494
1554,Q3   2019,RXP,6.183661475
1555,Q3   2019,RXQ,8.56917363
1556,Q3   2019,RXR,7.486043374
1557,Q3   2019,RXW,5.859798299
1558,Q3   2019,RYJ,7.380456579
1559,Q3   2019,RYR,7.412744249
1560,Q3   2020,R0A,7.279737553
1561,Q3   2020,R0B,5.562683991
1562,Q3   2020,R0D,5.694856578
1563,Q3   2020,R1F,6.268784153
1564,Q3   2020,R1H,6.408941236
1565,Q3   2020,R1K,6.695942578
1566,Q3   2020,RA2,5.306445739
1567,Q3   2020,RA4,6.567584679
1568,Q3   2020,RA7,6.74616622
1569,Q3   2020,RA9,5.795646699
1570,Q3   2020,RAE,5.940343935
1571,Q3   2020,RAJ,5.610049814
1572,Q3   2020,RAL,6.169114118
1573,Q3   2020,RAP,7.355831266
1574,Q3   2020,RAS,6.207566462
1575,Q3   2020,RAX,6.236874237
1576,Q3   2020,RBK,6.279084287
1577,Q3   2020,RBL,6.857796965
1578,Q3   2020,RBN,6.522012579
1579,Q3   2020,RBT,6.697636177
1580,Q3   2020,RBZ,5.402337229
1581,Q3   2020,RC9,6.113202273
1582,Q3   2020,RCB,5.579522758
1583,Q3   2020,RCD,6.160720593
1584,Q3   2020,RCF,6.224106602
1585,Q3   2020,RCX,6.393559583
1586,Q3   2020,RD1,5.628431222
1587,Q3   2020,RD8,5.834739002
1588,Q3   2020,RDE,5.868289454
1589,Q3   2020,RDU,6.57160555
1590,Q3   2020,REF,5.614369302
1591,Q3   2020,REM,7.089243776
1592,Q3   2020,RF4,6.611052816
1593,Q3   2020,RFF,5.329988852
1594,Q3   2020,RFR,5.318416206
1595,Q3   2020,RFS,5.001624842
1596,Q3   2020,RGN,6.675247943
1597,Q3   2020,RGP,7.783138649
1598,Q3   2020,RGR,6.564584213
1599,Q3   2020,RGT,7.745414607
1600,Q3   2020,RH5,8.348548972
1601,Q3   2020,RH8,6.384358209
1602,Q3   2020,RHM,6.294965309
1603,Q3   2020,RHQ,6.559359908
1604,Q3   2020,RHU,6.499815396
1605,Q3   2020,RHW,5.825954198
1606,Q3   2020,RJ1,6.272936882
1607,Q3   2020,RJ2,6.557328386
1608,Q3   2020,RJ6,7.25133007
1609,Q3   2020,RJ7,6.64882253
1610,Q3   2020,RJC,5.852494577
1611,Q3   2020,RJE,6.398339318
1612,Q3   2020,RJL,6.353421722
1613,Q3   2020,RJN,7.056439394
1614,Q3   2020,RJR,7.882606721
1615,Q3   2020,RJZ,7.617772075
1616,Q3   2020,RK5,5.350528475
1617,Q3   2020,RK9,6.483461311
1618,Q3   2020,RKB,5.863269827
1619,Q3   2020,RKE,6.414903846
1620,Q3   2020,RL4,6.886607376
1621,Q3   2020,RLQ,5.873919107
1622,Q3   2020,RLT,6.265142151
1623,Q3   2020,RM1,6.270295903
1624,Q3   2020,RM3,7.977186886
1625,Q3   2020,RMC,6.238220387
1626,Q3   2020,RMP,6.103755742
1627,Q3   2020,RN3,6.212698413
1628,Q3   2020,RN5,6.639620927
1629,Q3   2020,RN7,6.275547445
1630,Q3   2020,RNA,6.499927923
1631,Q3   2020,RNN,8.353560593
1632,Q3   2020,RNQ,6.769215686
1633,Q3   2020,RNS,7.308571429
1634,Q3   2020,RNZ,7.932280514
1635,Q3   2020,RP5,6.54336355
1636,Q3   2020,RPA,5.863341305
1637,Q3   2020,RQM,6.35814521
1638,Q3   2020,RQW,6.971969006
1639,Q3   2020,RQX,6.095826377
1640,Q3   2020,RR7,6.222992254
1641,Q3   2020,RR8,7.574386296
1642,Q3   2020,RRF,5.692465053
1643,Q3   2020,RRK,6.014974406
1644,Q3   2020,RRV,6.146269392
1645,Q3   2020,RTD,6.086915888
1646,Q3   2020,RTE,5.683850932
1647,Q3   2020,RTF,5.949959645
1648,Q3   2020,RTG,5.793441537
1649,Q3   2020,RTH,5.908822786
1650,Q3   2020,RTK,6.303981938
1651,Q3   2020,RTP,6.629879247
1652,Q3   2020,RTR,6.70210035
1653,Q3   2020,RTX,6.892105706
1654,Q3   2020,RVJ,6.451298048
1655,Q3   2020,RVR,6.332795352
1656,Q3   2020,RVV,6.342170671
1657,Q3   2020,RVW,5.791455087
1658,Q3   2020,RVY,6.744713376
1659,Q3   2020,RWA,6.237893521
1660,Q3   2020,RWD,6.808385001
1661,Q3   2020,RWE,6.2147228
1662,Q3   2020,RWF,5.577065983
1663,Q3   2020,RWG,6.342442111
1664,Q3   2020,RWH,5.744490768
1665,Q3   2020,RWJ,7.18617332
1666,Q3   2020,RWP,5.260015537
1667,Q3   2020,RWW,7.413718723
1668,Q3   2020,RWY,5.867022064
1669,Q3   2020,RX1,6.255321911
1670,Q3   2020,RXC,7.034386617
1671,Q3   2020,RXF,6.387093345
1672,Q3   2020,RXK,5.601766304
1673,Q3   2020,RXL,7.630157438
1674,Q3   2020,RXN,7.585904255
1675,Q3   2020,RXP,5.958038716
1676,Q3   2020,RXQ,7.749031229
1677,Q3   2020,RXR,7.02667457
1678,Q3   2020,RXW,5.743648405
1679,Q3   2020,RYJ,6.891254753
1680,Q3   2020,RYR,6.568111796
1681,Q3   2021,R0A,7.261214685
1682,Q3   2021,R0B,6.471664644
1683,Q3   2021,R0D,6.495043273
1684,Q3   2021,R1F,6.189670794
1685,Q3   2021,R1H,7.181966224
1686,Q3   2021,R1K,6.638358531
1687,Q3   2021,RA2,5.920171532
1688,Q3   2021,RA4,7.495523223
1689,Q3   2021,RA7,7.558739582
1690,Q3   2021,RA9,7.597122302
1691,Q3   2021,RAE,6.22798913
1692,Q3   2021,RAJ,6.4595188
1693,Q3   2021,RAL,6.838478167
1694,Q3   2021,RAP,8.134741784
1695,Q3   2021,RAS,6.742431762
1696,Q3   2021,RAX,6.571886349
1697,Q3   2021,RBK,6.927252787
1698,Q3   2021,RBL,7.053684085
1699,Q3   2021,RBN,7.221092909
1700,Q3   2021,RBT,7.732237339
1701,Q3   2021,RBZ,6.19186856
1702,Q3   2021,RC9,6.113728129
1703,Q3   2021,RCB,6.387797311
1704,Q3   2021,RCD,7.050831793
1705,Q3   2021,RCF,6.489906832
1706,Q3   2021,RCX,7.040757955
1707,Q3   2021,RD1,6.320246775
1708,Q3   2021,RD8,6.647437147
1709,Q3   2021,RDE,6.264219059
1710,Q3   2021,RDU,7.408894424
1711,Q3   2021,REF,6.484802432
1712,Q3   2021,REM,8.439605235
1713,Q3   2021,RF4,7.068319786
1714,Q3   2021,RFF,5.591047297
1715,Q3   2021,RFR,6.136967156
1716,Q3   2021,RFS,5.332554153
1717,Q3   2021,RGN,7.327875869
1718,Q3   2021,RGP,8.384042801
1719,Q3   2021,RGR,7.053633218
1720,Q3   2021,RGT,8.506889353
1721,Q3   2021,RH5,8.835374537
1722,Q3   2021,RH8,7.060912613
1723,Q3   2021,RHM,7.138265712
1724,Q3   2021,RHQ,7.352567877
1725,Q3   2021,RHU,7.132712944
1726,Q3   2021,RHW,5.727673043
1727,Q3   2021,RJ1,6.298494171
1728,Q3   2021,RJ2,6.99077021
1729,Q3   2021,RJ6,7.446466602
1730,Q3   2021,RJ7,7.921338052
1731,Q3   2021,RJC,6.281111559
1732,Q3   2021,RJE,6.964963608
1733,Q3   2021,RJL,7.007455474
1734,Q3   2021,RJN,8.285153181
1735,Q3   2021,RJR,8.467978318
1736,Q3   2021,RJZ,8.299977274
1737,Q3   2021,RK5,6.49334089
1738,Q3   2021,RK9,7.837796812
1739,Q3   2021,RKB,6.531878231
1740,Q3   2021,RKE,7.358009709
1741,Q3   2021,RL4,6.732730523
1742,Q3   2021,RLQ,6.975603426
1743,Q3   2021,RLT,7.002579536
1744,Q3   2021,RM1,6.792559288
1745,Q3   2021,RM3,9.770416905
1746,Q3   2021,RMC,7.060679612
1747,Q3   2021,RMP,6.672393224
1748,Q3   2021,RN3,6.412844037
1749,Q3   2021,RN5,6.247623117
1750,Q3   2021,RN7,6.900087489
1751,Q3   2021,RNA,7.153187011
1752,Q3   2021,RNN,7.844317832
1753,Q3   2021,RNQ,7.761119348
1754,Q3   2021,RNS,7.545734999
1755,Q3   2021,RNZ,8.068109949
1756,Q3   2021,RP5,7.649432867
1757,Q3   2021,RPA,6.569816643
1758,Q3   2021,RQM,6.306651635
1759,Q3   2021,RQW,7.542760181
1760,Q3   2021,RQX,6.882807852
1761,Q3   2021,RR7,6.877656405
1762,Q3   2021,RR8,8.233489828
1763,Q3   2021,RRF,5.750435471
1764,Q3   2021,RRK,7.250635171
1765,Q3   2021,RRV,6.925779485
1766,Q3   2021,RTD,6.956840044
1767,Q3   2021,RTE,6.274301389
1768,Q3   2021,RTF,6.232011747
1769,Q3   2021,RTG,6.615548003
1770,Q3   2021,RTH,6.334565893
1771,Q3   2021,RTK,6.414160839
1772,Q3   2021,RTP,7.309294872
1773,Q3   2021,RTR,6.884137245
1774,Q3   2021,RTX,7.068222354
1775,Q3   2021,RVJ,7.78585086
1776,Q3   2021,RVR,7.012316438
1777,Q3   2021,RVV,6.897311333
1778,Q3   2021,RVW,5.909851301
1779,Q3   2021,RVY,6.926078526
1780,Q3   2021,RWA,6.734396736
1781,Q3   2021,RWD,7.272435274
1782,Q3   2021,RWE,6.628333427
1783,Q3   2021,RWF,6.136650083
1784,Q3   2021,RWG,6.228700113
1785,Q3   2021,RWH,6.486880046
1786,Q3   2021,RWJ,7.013188884
1787,Q3   2021,RWP,6.053987599
1788,Q3   2021,RWW,8.230555556
1789,Q3   2021,RWY,6.147779273
1790,Q3   2021,RX1,6.982674155
1791,Q3   2021,RXC,7.655549962
1792,Q3   2021,RXF,7.026234133
1793,Q3   2021,RXK,5.951101113
1794,Q3   2021,RXL,7.854218362
1795,Q3   2021,RXN,8.308367533
1796,Q3   2021,RXP,6.728627209
1797,Q3   2021,RXQ,8.114411003
1798,Q3   2021,RXR,7.224821447
1799,Q3   2021,RXW,6.336794289
1800,Q3   2021,RYJ,6.920357788
1801,Q3   2021,RYR,7.395104133
1802,Q3   2022,R0A,8.786196386
1803,Q3   2022,R0B,7.900298048
1804,Q3   2022,R0D,7.674719736
1805,Q3   2022,R1F,8.084293711
1806,Q3   2022,R1H,8.21618668
1807,Q3   2022,R1K,7.284297228
1808,Q3   2022,RA2,7.352578008
1809,Q3   2022,RA4,8.820722756
1810,Q3   2022,RA7,8.221094006
1811,Q3   2022,RA9,8.0119273
1812,Q3   2022,RAE,6.776867276
1813,Q3   2022,RAJ,7.710855135
1814,Q3   2022,RAL,8.183486239
1815,Q3   2022,RAP,10.45237464
1816,Q3   2022,RAS,7.178412875
1817,Q3   2022,RAX,8.438493519
1818,Q3   2022,RBK,7.406150384
1819,Q3   2022,RBL,8.636245487
1820,Q3   2022,RBN,8.021279183
1821,Q3   2022,RBT,8.498870482
1822,Q3   2022,RC9,7.312404011
1823,Q3   2022,RCB,8.061025224
1824,Q3   2022,RCD,8.773809524
1825,Q3   2022,RCF,6.902081727
1826,Q3   2022,RCX,9.237540453
1827,Q3   2022,RD1,7.12018555
1828,Q3   2022,RD8,8.078458774
1829,Q3   2022,RDE,7.457130359
1830,Q3   2022,REF,7.271043272
1831,Q3   2022,REM,9.334185724
1832,Q3   2022,RF4,7.783600493
1833,Q3   2022,RFF,6.258058865
1834,Q3   2022,RFR,6.91476941
1835,Q3   2022,RFS,6.565011434
1836,Q3   2022,RGN,8.55954023
1837,Q3   2022,RGP,9.353191489
1838,Q3   2022,RGR,7.604057236
1839,Q3   2022,RGT,9.229186253
1840,Q3   2022,RH5,10.31807125
1841,Q3   2022,RH8,7.934298717
1842,Q3   2022,RHM,7.80050097
1843,Q3   2022,RHQ,8.170051255
1844,Q3   2022,RHU,7.651627404
1845,Q3   2022,RHW,6.369135637
1846,Q3   2022,RJ1,6.902115338
1847,Q3   2022,RJ2,8.394095147
1848,Q3   2022,RJ6,9.435196195
1849,Q3   2022,RJ7,9.353198204
1850,Q3   2022,RJC,7.083539604
1851,Q3   2022,RJE,7.323921112
1852,Q3   2022,RJL,7.460448808
1853,Q3   2022,RJN,10.61036226
1854,Q3   2022,RJR,8.834289104
1855,Q3   2022,RJZ,8.871194188
1856,Q3   2022,RK5,8.096583851
1857,Q3   2022,RK9,9.314796534
1858,Q3   2022,RKB,7.213718534
1859,Q3   2022,RKE,9.554129226
1860,Q3   2022,RL4,6.840357853
1861,Q3   2022,RLQ,7.934308511
1862,Q3   2022,RLT,8.132814751
1863,Q3   2022,RM1,8.096605238
1864,Q3   2022,RM3,9.145346046
1865,Q3   2022,RMC,8.597289448
1866,Q3   2022,RMP,8.436368407
1867,Q3   2022,RN3,7.419525443
1868,Q3   2022,RN5,8.012173913
1869,Q3   2022,RN7,8.282402337
1870,Q3   2022,RNA,7.939389266
1871,Q3   2022,RNN,9.603130913
1872,Q3   2022,RNQ,8.239827152
1873,Q3   2022,RNS,9.482536765
1874,Q3   2022,RNZ,10.09153493
1875,Q3   2022,RP5,8.018086501
1876,Q3   2022,RPA,7.671071716
1877,Q3   2022,RQM,7.604283834
1878,Q3   2022,RQW,8.830823529
1879,Q3   2022,RQX,7.602884898
1880,Q3   2022,RR7,8.392894904
1881,Q3   2022,RR8,9.102658991
1882,Q3   2022,RRF,7.416577157
1883,Q3   2022,RRK,7.632216147
1884,Q3   2022,RRV,7.331514027
1885,Q3   2022,RTD,7.653711373
1886,Q3   2022,RTE,7.661519328
1887,Q3   2022,RTF,6.812606293
1888,Q3   2022,RTG,7.821826558
1889,Q3   2022,RTH,6.971151712
1890,Q3   2022,RTK,6.356530682
1891,Q3   2022,RTP,8.377372053
1892,Q3   2022,RTX,8.779419256
1893,Q3   2022,RVJ,8.249569533
1894,Q3   2022,RVR,8.675908386
1895,Q3   2022,RVV,8.760653203
1896,Q3   2022,RVW,6.059677883
1897,Q3   2022,RVY,8.808943089
1898,Q3   2022,RWA,8.027133269
1899,Q3   2022,RWD,8.152733119
1900,Q3   2022,RWE,6.906457356
1901,Q3   2022,RWF,7.096440596
1902,Q3   2022,RWG,7.129868471
1903,Q3   2022,RWH,6.529571429
1904,Q3   2022,RWJ,9.10861744
1905,Q3   2022,RWP,6.844513206
1906,Q3   2022,RWW,9.309615385
1907,Q3   2022,RWY,6.785704707
1908,Q3   2022,RX1,8.037910857
1909,Q3   2022,RXC,9.134506945
1910,Q3   2022,RXF,7.411934195
1911,Q3   2022,RXK,6.477755421
1912,Q3   2022,RXL,9.741895604
1913,Q3   2022,RXN,9.077418599
1914,Q3   2022,RXP,7.419337832
1915,Q3   2022,RXQ,9.247829519
1916,Q3   2022,RXR,8.364137776
1917,Q3   2022,RXW,7.360720055
1918,Q3   2022,RYJ,7.378222734
1919,Q3   2022,RYR,8.838948233
1920,Q4   2018,R0A,8.01763474
1921,Q4   2018,R1F,8.744023538
1922,Q4   2018,R1H,7.128633684
1923,Q4   2018,R1K,7.639789589
1924,Q4   2018,RA2,6.280263158
1925,Q4   2018,RA4,6.410770855
1926,Q4   2018,RA7,6.459123446
1927,Q4   2018,RA9,6.164015089
1928,Q4   2018,RAE,5.402302363
1929,Q4   2018,RAJ,5.606064584
1930,Q4   2018,RAL,6.864878209
1931,Q4   2018,RAP,7.012246537
1932,Q4   2018,RAS,6.351500958
1933,Q4   2018,RAX,5.933292282
1934,Q4   2018,RBK,7.316558442
1935,Q4   2018,RBL,7.275500477
1936,Q4   2018,RBN,6.573068182
1937,Q4   2018,RBT,7.54733082
1938,Q4   2018,RBZ,5.496010638
1939,Q4   2018,RC9,6.653097834
1940,Q4   2018,RCB,6.898747211
1941,Q4   2018,RCD,6.844271114
1942,Q4   2018,RCF,6.89083558
1943,Q4   2018,RCX,6.39638801
1944,Q4   2018,RD1,6.604828129
1945,Q4   2018,RD8,6.762611777
1946,Q4   2018,RDE,6.457597411
1947,Q4   2018,RDU,6.631972876
1948,Q4   2018,REF,5.83907913
1949,Q4   2018,REM,7.019125401
1950,Q4   2018,RF4,7.186012978
1951,Q4   2018,RFF,4.88800905
1952,Q4   2018,RFR,5.334949022
1953,Q4   2018,RFS,5.774953213
1954,Q4   2018,RGN,6.150433405
1955,Q4   2018,RGP,6.919389054
1956,Q4   2018,RGR,6.266525648
1957,Q4   2018,RGT,7.379266751
1958,Q4   2018,RH5,40.20779221
1959,Q4   2018,RH8,6.761920421
1960,Q4   2018,RHM,7.314454708
1961,Q4   2018,RHQ,7.109149372
1962,Q4   2018,RHU,7.320021394
1963,Q4   2018,RHW,6.125819135
1964,Q4   2018,RJ1,6.147382314
1965,Q4   2018,RJ2,7.410155395
1966,Q4   2018,RJ6,7.094145284
1967,Q4   2018,RJ7,6.661299653
1968,Q4   2018,RJC,6.310718587
1969,Q4   2018,RJE,6.6830696
1970,Q4   2018,RJL,6.710475963
1971,Q4   2018,RJN,7.699466311
1972,Q4   2018,RJR,8.301181484
1973,Q4   2018,RJZ,7.787079895
1974,Q4   2018,RK5,6.9408733
1975,Q4   2018,RK9,6.215279648
1976,Q4   2018,RKB,6.980126393
1977,Q4   2018,RKE,7.247706422
1978,Q4   2018,RL4,7.463098986
1979,Q4   2018,RLQ,7.21986166
1980,Q4   2018,RLT,6.570483999
1981,Q4   2018,RM1,6.156636439
1982,Q4   2018,RM3,8.588653382
1983,Q4   2018,RMC,6.376719911
1984,Q4   2018,RMP,6.736535009
1985,Q4   2018,RN3,6.239806067
1986,Q4   2018,RN5,7.309211291
1987,Q4   2018,RN7,7.42401298
1988,Q4   2018,RNA,6.799921229
1989,Q4   2018,RNN,42.424
1990,Q4   2018,RNQ,7.596443007
1991,Q4   2018,RNS,7.479812682
1992,Q4   2018,RNZ,7.282073814
1993,Q4   2018,RP5,6.528807225
1994,Q4   2018,RPA,6.483768576
1995,Q4   2018,RQM,6.398144967
1996,Q4   2018,RQW,6.979463196
1997,Q4   2018,RQX,6.296753876
1998,Q4   2018,RR7,7.182032241
1999,Q4   2018,RR8,8.064802976
2000,Q4   2018,RRF,5.195075758
2001,Q4   2018,RRK,6.743892733
2002,Q4   2018,RRV,6.860907449
2003,Q4   2018,RTD,6.637721239
2004,Q4   2018,RTE,5.840230611
2005,Q4   2018,RTF,7.079277948
2006,Q4   2018,RTG,6.188495857
2007,Q4   2018,RTH,5.518183125
2008,Q4   2018,RTK,5.944006999
2009,Q4   2018,RTP,7.377998675
2010,Q4   2018,RTR,6.554767533
2011,Q4   2018,RTX,7.218184409
2012,Q4   2018,RVJ,7.360830229
2013,Q4   2018,RVR,7.25927414
2014,Q4   2018,RVV,6.601890999
2015,Q4   2018,RVW,5.757697997
2016,Q4   2018,RVY,7.425793748
2017,Q4   2018,RWA,6.095482466
2018,Q4   2018,RWD,6.654237578
2019,Q4   2018,RWE,6.180022458
2020,Q4   2018,RWF,6.663332932
2021,Q4   2018,RWG,6.874622736
2022,Q4   2018,RWH,5.593187067
2023,Q4   2018,RWJ,7.613639894
2024,Q4   2018,RWP,6.507258486
2025,Q4   2018,RWW,8.051597539
2026,Q4   2018,RWY,5.85976855
2027,Q4   2018,RX1,6.659612686
2028,Q4   2018,RXC,7.05653753
2029,Q4   2018,RXF,6.965010371
2030,Q4   2018,RXK,5.736067525
2031,Q4   2018,RXL,8.198251093
2032,Q4   2018,RXN,7.342441408
2033,Q4   2018,RXP,6.377172654
2034,Q4   2018,RXQ,8.137967167
2035,Q4   2018,RXR,7.545959284
2036,Q4   2018,RXW,6.04237636
2037,Q4   2018,RYJ,6.810915275
2038,Q4   2018,RYR,7.319509179
2039,Q4   2019,R0A,7.828333427
2040,Q4   2019,R0B,7.41316887
2041,Q4   2019,R1F,8.517772512
2042,Q4   2019,R1H,7.135883703
2043,Q4   2019,R1K,7.554126818
2044,Q4   2019,RA2,6.359786649
2045,Q4   2019,RA4,7.058099974
2046,Q4   2019,RA7,6.798109218
2047,Q4   2019,RA9,6.289620982
2048,Q4   2019,RAE,5.616128323
2049,Q4   2019,RAJ,6.120669521
2050,Q4   2019,RAL,7.53672496
2051,Q4   2019,RAP,7.150516283
2052,Q4   2019,RAS,6.99256773
2053,Q4   2019,RAX,6.153635117
2054,Q4   2019,RBK,7.3543961
2055,Q4   2019,RBL,7.901798521
2056,Q4   2019,RBN,6.781331519
2057,Q4   2019,RBT,7.666976053
2058,Q4   2019,RBZ,5.763651182
2059,Q4   2019,RC9,6.373754153
2060,Q4   2019,RCB,6.645443925
2061,Q4   2019,RCD,6.985645933
2062,Q4   2019,RCF,7.289960887
2063,Q4   2019,RCX,6.131390508
2064,Q4   2019,RD1,6.711238825
2065,Q4   2019,RD8,7.463935045
2066,Q4   2019,RDE,6.446864686
2067,Q4   2019,RDU,6.897657539
2068,Q4   2019,REF,6.080539933
2069,Q4   2019,REM,7.669768498
2070,Q4   2019,RF4,7.381372651
2071,Q4   2019,RFF,4.909279573
2072,Q4   2019,RFR,5.644719025
2073,Q4   2019,RFS,6.185461749
2074,Q4   2019,RGN,6.762782346
2075,Q4   2019,RGP,7.778734395
2076,Q4   2019,RGR,6.417441029
2077,Q4   2019,RGT,7.46671584
2078,Q4   2019,RH5,44.94202899
2079,Q4   2019,RH8,6.986709197
2080,Q4   2019,RHM,7.44962478
2081,Q4   2019,RHQ,6.782907992
2082,Q4   2019,RHU,7.309904683
2083,Q4   2019,RHW,6.24018447
2084,Q4   2019,RJ1,6.057120295
2085,Q4   2019,RJ2,7.793758624
2086,Q4   2019,RJ6,7.594117647
2087,Q4   2019,RJ7,7.070702925
2088,Q4   2019,RJC,6.947347506
2089,Q4   2019,RJE,7.081089933
2090,Q4   2019,RJL,6.821607121
2091,Q4   2019,RJN,7.908386662
2092,Q4   2019,RJR,8.243418743
2093,Q4   2019,RJZ,7.655340138
2094,Q4   2019,RK5,6.244157201
2095,Q4   2019,RK9,6.760573477
2096,Q4   2019,RKB,7.415937395
2097,Q4   2019,RKE,7.582041111
2098,Q4   2019,RL4,7.631704127
2099,Q4   2019,RLQ,6.583862194
2100,Q4   2019,RLT,7.467844328
2101,Q4   2019,RM1,6.580796061
2102,Q4   2019,RM3,8.967113131
2103,Q4   2019,RMC,6.767596497
2104,Q4   2019,RMP,6.97956044
2105,Q4   2019,RN3,6.884749259
2106,Q4   2019,RN5,7.148331137
2107,Q4   2019,RN7,7.139161463
2108,Q4   2019,RNA,6.727368283
2109,Q4   2019,RNN,7.923707957
2110,Q4   2019,RNQ,7.706085158
2111,Q4   2019,RNS,8.148712268
2112,Q4   2019,RNZ,7.721375707
2113,Q4   2019,RP5,6.390990991
2114,Q4   2019,RPA,6.871347785
2115,Q4   2019,RQM,6.41177139
2116,Q4   2019,RQW,7.213430716
2117,Q4   2019,RQX,6.173539928
2118,Q4   2019,RR7,7.025741866
2119,Q4   2019,RR8,7.974249927
2120,Q4   2019,RRF,5.439969947
2121,Q4   2019,RRK,7.138639958
2122,Q4   2019,RRV,6.844097996
2123,Q4   2019,RTD,6.864905072
2124,Q4   2019,RTE,5.868528078
2125,Q4   2019,RTF,6.821062252
2126,Q4   2019,RTG,6.636864115
2127,Q4   2019,RTH,5.876079688
2128,Q4   2019,RTK,6.528029248
2129,Q4   2019,RTP,7.678277391
2130,Q4   2019,RTR,7.038901387
2131,Q4   2019,RTX,7.264923808
