"","date","trust_code","Total","Professionally qualified clinical staff","HCHS Doctors","Consultant","Associate Specialist","Specialty Doctor","Staff Grade","Specialty Registrar","Core Training","Foundation Doctor Year 2","Foundation Doctor Year 1","Hospital Practitioner / Clinical Assistant","Other and Local HCHS Doctor Grades","Nurses & health visitors","Midwives","Ambulance staff","Scientific, therapeutic & technical staff","Support to clinical staff","Support to doctors, nurses & midwives","Support to ambulance staff","Support to ST&T staff","NHS infrastructure support","Central functions","Hotel, property & estates","Senior managers","Managers","Other staff or those with unknown classification","managers","all_doctors","nurses"
"1660",2020 Q1,"05J",97.08107,14.64108,2.64108,0.58182,0,0,0,0,0,0,0,2.05926,0,12,0,0,0,1.38666,1.38666,0,0,81.05333,17.33333,0,16.54668,47.17332,0,63.72,3.2229,12
"1661",2020 Q1,"05L",519.01002,127.30998,1.25,0,0,0,0,0,0,0,0,1.25,0,75,0,0,51.05998,3,3,0,0,388.70004,145.72004,0,80.4,162.58,0,242.98,1.25,75
"1662",2020 Q1,"05N",467.29825,114.70694,7.607,0,0,0,0,0,0,0,0,3.857,3.75,47.96001,0,0,59.13993,5.68,5.68,0,0,346.91131,210.64429,0,37.42704,98.83998,0,136.26702,11.357,47.96001
"1663",2020 Q1,"05R",157.26,31.70001,0,0,0,0,0,0,0,0,0,0,0,31.70001,0,0,0,0,0,0,0,125.55999,56.95999,0,12,56.6,0,68.6,0,31.70001
"1664",2020 Q1,"05T",245.20611,61.89253,2.08586,0,0,0,0,0,0,0,0,2.08586,0,46.26,0,0,13.54667,2,2,0,0,181.31358,80.73331,0,41.29334,59.28693,0,100.58027,2.08586,46.26
"1665",2020 Q1,"05V",714.6362,171.10222,13.20224,0,0,0,0,0,0,0,0,9.81823,3.38401,58.19998,0,0,99.7,0,0,0,0,543.53398,187.26,0,111.39397,244.88001,0,356.27398,16.58625,58.19998
"1666",2020 Q1,"05W",6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,3.4,3,0,6.4,0,0
"1667",2020 Q1,"05X",274.66832,83.62833,3.495,0,0,0,0,0,0,0,0,1.695,1.8,55.06001,0.49333,0,24.57999,1.8,1.8,0,0,189.23999,110.21999,0,32.8,46.22,0,79.02,5.295,55.06001
"1668",2020 Q1,"05Y",218.2256,32.772,0.972,0,0,0,0,0,0,0,0,0.972,0,18,0,0,13.8,0,0,0,0,185.4536,88.0536,0,53.8,43.6,0,97.4,0.972,18
"1669",2020 Q1,"06A",304.10909,68.61043,0.6,0,0,0,0,0,0,0,0,0.6,0,65.61043,0,0,2.4,0,0,0,0,235.49866,133.1,0,41.7,60.69866,0,102.39866,0.6,65.61043
"1670",2020 Q1,"06D",1.70666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70666,1.70666,0,0,0,0,0,0,0
"1671",2020 Q1,"06F",505.82083,103.20668,7.2,0.9,0,0,0,0,0,0,0,6.3,0,63.88668,0,0,32.12,11.23999,9.63999,0,1.6,391.37416,211.144,0,114.95017,65.27999,0,180.23016,8.1,63.88668
"1672",2020 Q1,"06H",906.3058,224.7292,7.2625,0,0,0,0,7.2625,0,0,0,0,0,139.90669,0,0,77.56001,0,0,0,0,681.5766,337.77701,0,117.84413,225.95546,0,343.79959,14.525,139.90669
"1673",2020 Q1,"06K",877.70762,192.09938,59.01303,5.55,0,0,0,32.76875,8,0,0,12.69428,0,70.51998,0,0,62.56637,3,3,0,0,682.60824,406.66828,0,175.03996,100.9,0,275.93996,97.33178,70.51998
"1674",2020 Q1,"06M",236.63669,56.62668,1.2,0,0,0,0,0,0,0,0,1.2,0,44.42668,0,0,11,4,0,0,4,169.61001,115.2,0,27.57667,26.83334,6.4,54.41001,1.2,44.42668
"1675",2020 Q1,"06N",636.87188,173.73633,14.263,0,0,0,0,0,0,0,0,13.063,1.2,102.28001,0,0,57.19332,0,0,0,0,463.13555,216.4192,0,184.1097,62.60665,0,246.71635,15.463,102.28001
"1676",2020 Q1,"06P",251.91113,76.83516,6.79275,0,0,0,0,0,0,0,0,6.22032,0.57243,32.84241,0,0,37.2,5.72001,5.72001,0,0,169.35596,88.54,0,23.69595,57.12001,0,80.81596,7.36518,32.84241
"1677",2020 Q1,"06Q",480.0633,120.16998,1.65,0,0,0,0,0,0,0,0,1.65,0,96.76,0,0,21.75998,0,0,0,0,359.89332,243.43332,0,28.52001,87.93999,0,116.46,1.65,96.76
"1678",2020 Q1,"06T",333.58006,101.81999,0.32,0,0,0,0,0,0,0,0,0.32,0,75.3,0,0,26.19999,0,0,0,0,231.76007,171.64004,0,2.72001,57.40002,0,60.12003,0.32,75.3
"1679",2020 Q1,"06V",73.89333,10.56,0,0,0,0,0,0,0,0,0,0,0,10.56,0,0,0,0,0,0,0,63.33333,29.73333,0,9,24.6,0,33.6,0,10.56
"1680",2020 Q1,"06W",255.60285,88.91999,0,0,0,0,0,0,0,0,0,0,0,84.91999,0,0,4,0,0,0,0,166.68286,107.4,0,11.8762,47.40666,0,59.28286,0,84.91999
"1681",2020 Q1,"06Y",92.64193,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,86.64193,47.9584,0,8.8302,29.85333,0,38.68353,0,6
"1682",2020 Q1,"07G",167.71998,47.83997,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19.83997,0,0,0,0,119.88001,70.48001,0,6,43.4,0,49.4,0,28
"1683",2020 Q1,"07H",407.4956,99.39754,10.445,1.5,0.6,0,0,0,0,0,0,4.24499,4.10001,48.93998,0,0,40.01256,0,0,0,0,308.09806,180.75999,0,80.31807,47.02,0,127.33807,16.64501,48.93998
"1684",2020 Q1,"07J",98.98454,9.6,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0.02454,0.02454,0,0,89.36,53.76,0,28,7.6,0,35.6,0,9.6
"1685",2020 Q1,"07K",807.44896,149.99191,2.6919,1.2,0,1.08648,0,0,0,0,0,0,0.40542,110.48002,0,0,36.81999,2.57209,1.37209,0,1.2,654.88496,208.23335,0,271.57162,175.07999,0,446.65161,5.3838,110.48002
"1686",2020 Q1,"07L",37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6,28.6,0,3,6,0,9,0,0
"1687",2020 Q1,"07M",179.48,28.98666,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16.98666,2,0,0,2,148.49334,80.78668,0,14.50666,53.2,0,67.70666,0,12
"1688",2020 Q1,"07N",128.34421,29.39755,1.39755,0.43755,0,0,0,0,0,0,0,0.16,0.8,16,0,0,12,0,0,0,0,98.94666,57.06666,0,29,12.88,0,41.88,2.6351,16
"1689",2020 Q1,"07P",1183.88086,168.03122,8.04456,3,0,0,0,0,0,0,0,4.44456,0.6,139.14667,0,0,20.83999,0,0,0,0,1015.84964,370.97336,0,21.83629,623.03999,0,644.87628,11.64456,139.14667
"1690",2020 Q1,"07Q",144.80957,30.61011,1.2368,0.8,0,0,0,0,0,0,0,0,0.4368,13.4,0,0,15.97331,0,0,0,0,114.19946,75.14614,0,22.26666,16.78666,0,39.05332,2.4736,13.4
"1691",2020 Q1,"07R",201.38667,17.78666,0.58666,0,0,0,0,0,0,0,0,0.58666,0,3.81334,0,0,13.38666,0,0,0,0,183.60001,103.78667,0,19.81334,60,0,79.81334,0.58666,3.81334
"1692",2020 Q1,"07T",173.85198,17.03199,0.552,0,0,0,0,0,0,0,0,0,0.552,6,0,0,10.47999,0,0,0,0,156.81999,59.59999,0,94.22,3,0,97.22,1.104,6
"1693",2020 Q1,"07V",135.21706,37.68373,1.98987,1,0,0,0,0,0,0,0,0,0.98987,4.2,0,0,31.49386,0,0,0,0,97.53333,53.90666,0,14.2,29.42667,0,43.62667,3.97974,4.2
"1694",2020 Q1,"07W",198.21899,55.70667,3.3,0.6,0,0,0,0,0,0,0,1.8,0.9,30.50667,0,0,21.9,0,0,0,0,142.51232,53.51232,0,6,83,0,89,4.8,30.50667
"1695",2020 Q1,"07X",162.24774,13.54106,0,0,0,0,0,0,0,0,0,0,0,3.38106,0,0,10.16,2,2,0,0,146.70668,83.37334,0,14,49.33334,0,63.33334,0,3.38106
"1696",2020 Q1,"07Y",109.13313,14.407,3.607,0,0,0,0,0,0,0,0,1.807,1.8,9,0,0,1.8,0,0,0,0,94.72613,35.16614,0,0,59.55999,0,59.55999,5.407,9
"1697",2020 Q1,"08A",129.57332,32.18666,4,0,0,0,0,0,0,4,0,0,0,11.78666,0,0,16.4,1.6,0,0,1.6,95.78666,55.78666,0,11.2,28.8,0,40,8,11.78666
"1698",2020 Q1,"08C",137.13268,30.2,2.4,0,0,0,0,0,0,0,0,2.4,0,27.8,0,0,0,0,0,0,0,106.93268,33.02668,0,5.146,68.76,0,73.906,2.4,27.8
"1699",2020 Q1,"08D",124.855,15.6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13.6,0,0,0,0,109.255,49.4,0,16.6,43.255,0,59.855,0,2
"1700",2020 Q1,"08E",127.57031,27.20152,2.6415,0,0,0,0,0,0,0,0,2.6415,0,0,0,0,24.56002,0,0,0,0,100.36879,27.36879,0,4.8,68.2,0,73,2.6415,0
"1701",2020 Q1,"08F",44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,38.5,0,6,0,0,6,0,0
"1702",2020 Q1,"08G",198.4303,36.47029,4.5903,0,0,0,0,0,0,0,0,4.5903,0,7,0,0,24.87999,0,0,0,0,161.96001,55.74,0,6,100.22001,0,106.22001,4.5903,7
"1703",2020 Q1,"08H",262.3984,12.4,0.4,0,0,0,0,0.4,0,0,0,0,0,4,0,0,8,0,0,0,0,249.9984,118.73334,0,50.9984,80.26666,0,131.26506,0.8,4
"1704",2020 Q1,"08J",73.85834,15.85834,1.325,0.4,0,0,0,0,0,0,0,0.525,0.4,2,0,0,12.53334,0,0,0,0,58,41.6,0,9.4,7,0,16.4,2.125,2
"1705",2020 Q1,"08K",127,22.72,1.8,0.8,0,0,0,0,0,0,0,0,1,6,0,0,14.92,0,0,0,0,104.28,71.46666,0,9.8,23.01334,0,32.81334,3.6,6
"1706",2020 Q1,"08L",113.55545,27.62665,0.6,0.6,0,0,0,0,0,0,0,0,0,15.42665,0,0,11.6,0,0,0,0,85.5288,38.20666,0,29.72214,17.6,0.4,47.32214,1.2,15.42665
"1707",2020 Q1,"08M",177.2,8.4,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,3,3,0,0,165.8,77.8,0,21,67,0,88,0,8.4
"1708",2020 Q1,"08N",489.03055,51.41224,3.3989,3,0,0,0,0,0,0,0,0.3989,0,29.61334,0,0,18.4,11,11,0,0,426.61831,283.57332,0,41.30086,101.74413,0,143.04499,6.3989,29.61334
"1709",2020 Q1,"08P",92.73042,21.476,2.676,1.476,0,0,0,0,0,0,0,1.2,0,4,0,0,14.8,0,0,0,0,71.25442,56.54668,0,2.70774,12,0,14.70774,4.152,4
"1710",2020 Q1,"08Q",250.58732,35.70732,5.18732,0,0,0,0,0,0,0,0,2.414,2.77332,13.4,0,0,17.12,0,0,0,0,214.88,84.21334,0,71.26666,59.4,0,130.66666,7.96064,13.4
"1711",2020 Q1,"08R",108.42,24.62,4.5,2.9,0,0,0,0,0,0,0,0.8,0.8,5.16,0,0,14.96,0,0,0,0,83.8,58.2,0,6,19.6,0,25.6,8.2,5.16
"1712",2020 Q1,"08T",120.73682,50.13682,4.19014,2.19014,0,0,0,2,0,0,0,0,0,25.01334,0,0,20.93334,0,0,0,0,70.6,38.2,0,10.4,22,0,32.4,8.38028,25.01334
"1713",2020 Q1,"08V",390.52,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,384.52,196.52,0,101.8,86.2,0,188,0,6
"1714",2020 Q1,"08W",138.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,126.1,93,0,4,29.1,0,33.1,0,0
"1715",2020 Q1,"08X",321.94018,28.15354,3.4602,2.9682,0,0,0,0,0,0,0,0,0.492,5.44,2.45334,0,16.8,0,0,0,0,293.78664,197.58664,0,48.8,47.4,0,96.2,6.9204,5.44
"1716",2020 Q1,"08Y",139.45653,10.53652,6.53652,0,0,0,0,0,0,0,0,6.53652,0,0,0,0,4,0,0,0,0,128.92001,24.6,0,6,98.32001,0,104.32001,6.53652,0
"1717",2020 Q1,"09A",421.28159,92.7056,9.54561,0,0,0,0,0,0,0,0,5.3,4.24561,25.8,0,0,57.35999,0,0,0,0,328.57599,77.36,0,12.876,238.33999,0,251.21599,13.79122,25.8
"1718",2020 Q1,"09C",10.26614,0.46614,0.46614,0,0,0,0,0,0,0,0,0.09814,0.368,0,0,0,0,0,0,0,0,9.8,9.8,0,0,0,0,0,0.83414,0
"1719",2020 Q1,"09E",196.07864,22.612,1.892,0,0,0,0,0,0,0,0,1.292,0.6,5.2,0,0,15.52,0,0,0,0,173.46664,104.75998,0,28.90666,39.8,0,68.70666,2.492,5.2
"1720",2020 Q1,"09F",10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,4,0,4,0,0,4,0,2
"1721",2020 Q1,"09G",1314.4167,331.43745,5.4481,0,0,0,0,0,0,0,0,4.04,1.4081,192.56001,0,0,133.42934,5.52,5.52,0,0,973.45925,714.70005,0,163.33254,95.42666,4,258.7592,6.8562,192.56001
"1722",2020 Q1,"09J",135.25303,0.276,0.276,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0.506,0.506,0,0,134.47103,96.04503,0,9.626,28.8,0,38.426,0.276,0
"1723",2020 Q1,"09L",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15.2,0,11.2,4.6,0,15.8,0,0
"1724",2020 Q1,"09N",241.13121,27.06186,1.7552,0,0,0,0,0,0,0,0,1.7552,0,12.74666,0,0,12.56,7.4,7.4,0,0,206.66935,87.54936,0,88.6,30.51999,0,119.11999,1.7552,12.74666
"1725",2020 Q1,"09W",166.39336,31.7,3.3,0,0,0,0,0,0,0,0,0,3.3,10.4,0,0,18,0,0,0,0,134.69336,91.00002,0,25.81334,17.88,0,43.69334,6.6,10.4
"1726",2020 Q1,"09Y",227.62601,16.46602,2.49269,1.476,0,0,0,0,0,0,0,0.64869,0.368,0,0,0,13.97333,0,0,0,0,211.15999,126.71999,0,35.70666,48.73334,0,84.44,4.33669,0
"1727",2020 Q1,"10A",90.69726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2,0,3.6,85.09726,32.21334,0,40.40392,12.48,0,52.88392,0,0
"1728",2020 Q1,"10C",100.70001,24,21,0,0,0,0,0,0,0,0,15,6,3,0,0,0,0,0,0,0,76.70001,41.94668,0,9.3,25.45333,0,34.75333,27,3
"1729",2020 Q1,"10D",163.41744,50.00001,0.16,0,0,0,0,0,0,0,0,0,0.16,42.93334,0,0,6.90667,1.0341,1.0341,0,0,112.38333,79.69333,0,9.69,23,0,32.69,0.32,42.93334
"1730",2020 Q1,"10E",107.71982,14.71192,6.31192,0,0,0,0,0,0,0,0,0.9,5.41192,2.8,0,0,5.6,2,0,0,2,91.0079,54.13332,0,7.67458,29.2,0,36.87458,11.72384,2.8
"1731",2020 Q1,"10Q",244.32362,36.60811,14.5041,0,0,0,0,0,0,0,0,13.5936,0.9105,6.66399,0,0,15.44002,6.73743,6.73743,0,0,200.97808,112.83999,0,50.37809,37.76,0,88.13809,15.4146,6.66399
"1732",2020 Q1,"10R",250.35506,47.93847,7.03848,0,0,0,0,0,0,0,0,7.03848,0,12.3,0,0,28.59999,12,12,0,0,189.81659,140.4566,0,6,43.35999,0.6,49.35999,7.03848,12.3
"1733",2020 Q1,"10X",288.3392,86.3725,8.81247,0,0,0,0,0,0,0,0,5.35248,3.45999,47.72001,0,0,29.84002,3,3,0,0,196.24669,160.60668,0,23.64001,12,2.72001,35.64001,12.27246,47.72001
"1734",2020 Q1,"11A",911.15798,306.21798,18.62299,0,0,0,0,0,0,0,0,16.22299,2.4,206.00502,0,0,81.58997,0,0,0,0,599.54,503.18002,0,63.76,32.59998,5.4,96.35998,21.02299,206.00502
"1735",2020 Q1,"11E",137.8433,29.08334,0.75,0,0,0,0,0,0,0,0,0.75,0,11,0,0,17.33334,0,0,0,0,108.75996,63.30664,0,32.29334,13.15998,0,45.45332,0.75,11
"1736",2020 Q1,"11J",1097.32542,92.92002,0,0,0,0,0,0,0,0,0,0,0,67.42,0,0,25.50002,69.73335,69.73335,0,0,931.67205,593.0867,0,47.57334,291.01201,3,338.58535,0,67.42
"1737",2020 Q1,"11M",879.3894,234.36436,8.99401,2.25,0,0,0,0,0,0,0,6.44401,0.3,126.3504,0,0,99.01995,105.41399,105.41399,0,0,539.61105,379.66007,0,124.51099,35.43999,0,159.95098,11.54401,126.3504
"1738",2020 Q1,"11N",706.16151,195.66288,9.56289,0,0,0,0,0,0,0,0,9.56289,0,141.1,0,0,44.99999,0,0,0,0,510.49863,394.32533,0,55.6,60.5733,0,116.1733,9.56289,141.1
"1739",2020 Q1,"11X",685.60562,189.12582,8.329,0.207,0,0,0,0,0,0,0,8.122,0,174.79682,0,0,6,6.68001,6.68001,0,0,489.79979,343.21975,0,89.59335,56.98669,0,146.58004,8.536,174.79682
"1740",2020 Q1,"12D",226.92338,57.50821,4.73361,0,0,0,0,0,0,0,0,3.93361,0.8,24.7746,0,0,28,1.46666,1.46666,0,0,167.94851,121.03517,0,37.1,9.81334,0,46.91334,5.53361,24.7746
"1741",2020 Q1,"12F",214.90067,9.31428,0.31428,0,0,0,0,0,0,0,0,0.31428,0,9,0,0,0,0,0,0,0,202.58639,89.66641,0,33.55999,79.35999,3,112.91998,0.31428,9
"1742",2020 Q1,"14L",1023.53067,164.69864,6.752,2.4,0,0,0,0,0,0,0,4.352,0,20.5,0,0,137.44664,1,0,0,1,857.83203,493.23204,0,139.32,225.27999,0,364.59999,9.152,20.5
"1743",2020 Q1,"14Y",235.53869,48.86534,21.37734,0,0,0,0,0,0,0,0,1.55547,19.82187,5.808,0,0,21.68,3,0,0,3,178.67334,147.57334,0,20,11.1,5.00001,31.1,41.19921,5.808
"1744",2020 Q1,"15A",290.27927,50.65335,0,0,0,0,0,0,0,0,0,0,0,28.45335,0,0,22.2,0,0,0,0,239.62592,79.02001,0,119.92592,40.67999,0,160.60591,0,28.45335
"1745",2020 Q1,"15C",1068.34479,261.36142,33.93474,0,0,0,0,0,0,0,0,2.92224,31.0125,153.40668,0,0,74.02,2,2,0,0,804.98337,576.07008,0,162.98663,65.92666,0,228.91329,64.94724,153.40668
"1746",2020 Q1,"15D",301.0258,48.09246,3.09246,0,0,0,0,0,0,0,0,1.59246,1.5,22.8,0,0,22.2,32.04,32.04,0,0,220.89334,55.4,0,113.33335,52.15999,0,165.49334,4.59246,22.8
"1747",2020 Q1,"15E",946.09666,297.0066,6.75,0,0,0,0,0,0,0,0,4.35,2.4,101.9,0,0,188.3566,0,0,0,0,649.09006,171.82001,0,168.35002,308.92003,0,477.27005,9.15,101.9
"1748",2020 Q1,"15F",978.89644,273.61928,6.81,0,0,0,0,0,0,0,0,4.95,1.86,115.45066,0,0,151.35862,3.6,3.6,0,0,701.67716,468.87713,0,194.36001,38.44002,0,232.80003,8.67,115.45066
"1749",2020 Q1,"15M",1238.43096,241.05787,4.8,0,0,0,0,0,0,0,0,4.8,0,50.95334,0,3,182.30453,0,0,0,0,997.37309,939.37309,0,55,3,0,58,4.8,50.95334
"1750",2020 Q1,"15N",1454.48923,271.91852,32.81184,0,0,0,0,0,0,0,0,32.81184,0,109.64001,0,3,126.46667,0,0,0,0,1182.57071,964.06076,0,66.14994,152.36001,0,218.50995,32.81184,109.64001
"1751",2020 Q1,"16C",515.48055,96.17003,27.87669,0.8,0,0,0,0,0,0,0,22.77736,4.29933,59.49334,0,0,8.8,0,0,0,0,416.91052,341.97819,0,46.80633,28.126,2.4,74.93233,32.97602,59.49334
"1752",2020 Q1,"18C",231.70559,60.82214,5.05547,1.29091,0,0,0,0,0,0,0,3.76456,0,45.56667,0,0,10.2,6.29333,6.29333,0,0,164.59012,62.50665,0,38.52001,63.56346,0,102.08347,6.34638,45.56667
"1753",2020 Q1,"26A",373.20634,84.92667,0.6,0,0,0,0,0,0,0,0,0.6,0,76.82667,0,0,7.5,1.01227,0.01227,0,1,280.4674,171.2392,0,42.87487,66.35333,6.8,109.2282,0.6,76.82667
"1754",2020 Q1,"27D",294.63446,90.64567,11.22567,4.275,0.975,1.7,0,0,0,0,0,2.35067,1.925,57.22667,0,0,22.19333,7.27547,7.27547,0,0,196.71332,106.34666,0,19.7,70.66666,0,90.36666,20.10067,57.22667
"1755",2020 Q1,"36J",189.8788,18.17536,0.59091,0,0,0,0,0,0,0,0,0.59091,0,14.86667,0,0,2.71778,8.30667,8.30667,0,0,163.39677,102.92444,0,53.219,7.25333,0,60.47233,0.59091,14.86667
"1756",2020 Q1,"36L",423.07981,88.50595,10.03234,5.62384,0,0,0,1,0,0,0,1.2625,2.146,22.5,1.22667,0,54.74694,0,0,0,0,334.57386,219.71999,0,46.65387,68.2,0,114.85387,18.80218,22.5
"1757",2020 Q1,"42D",139.99579,36.60612,1.41945,0,0,0,0,0,0,0,0,0.71945,0.7,19.2,0,0,15.98667,0,0,0,0,102.88967,48.28,0,29.703,24.90667,0.5,54.60967,2.11945,19.2
"1758",2020 Q1,"52R",408.38201,77.13907,1.99,0,0,0,0,0,0,0,0,1.77667,0.21333,31.1,0,0,44.04907,4.46667,2.6,0,1.86667,326.77627,217.84293,0,62.8,46.13334,0,108.93334,2.20333,31.1
"1759",2020 Q1,"70F",621.92408,152.78779,2.99312,0,0,0,0,0,0,0,0,2.28907,0.70405,86.58,0,0,63.21467,2.76,2.76,0,0,464.37629,347.06669,0,74.5096,42.8,2,117.3096,3.69717,86.58
"1760",2020 Q1,"71E",236.18667,36.6,0.7,0,0,0,0,0,0,0,0,0.7,0,35.9,0,0,0,0.37333,0.37333,0,0,199.21334,149.31333,1,16.98667,31.91334,0,48.90001,0.7,35.9
"1761",2020 Q1,"72Q",431.43083,86.86337,7.43006,1.238,0,0,0,0,0,2,0,1.287,2.90506,36.21332,0,0,43.21999,1.8,0,0,1.8,342.56746,184.19973,0,84.72773,73.64,0.2,158.36773,13.57312,36.21332
"1762",2020 Q1,"78H",129.81053,35.7772,0.45,0,0,0,0,0,0,0,0,0.15,0.3,17.4,0,0,17.9272,0,0,0,0,94.03333,51.53333,0,25.6,16.9,0,42.5,0.75,17.4
"1763",2020 Q1,"84H",1.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,1,1,0,0,0,0,0,0,0
"1764",2020 Q1,"91Q",541.49493,77.10704,7.9737,0,0,0,0,0,0,0,0,1.46974,6.50396,28.66667,0,0,40.46667,4.57005,1.77005,0,2.8,459.81784,286.71015,0,77.45063,95.65706,0,173.10769,14.47766,28.66667
"1765",2020 Q1,"92A",449.74778,89.07309,7.91043,0.738,0,0,0,0,0,0,0,5.59643,1.576,41.57333,0,0,39.58933,8.2,8.2,0,0,352.15469,199.53468,0,97.50001,55.12,0.32,152.62001,10.22443,41.57333
"1766",2020 Q1,"92G",325.72513,75.13423,6.92026,0,0,0,0,0,0,0,0,5.35151,1.56875,33.1873,1,0,34.02667,3.2,3.2,0,0,247.3909,168.31757,0,54.40667,24.66666,0,79.07333,8.48901,33.1873
"1767",2020 Q1,"93C",457.27058,45.02386,0.49333,0,0,0,0,0.2,0,0,0,0.29333,0,12.5972,0,0,31.93333,2,1,0,1,410.24672,216.19335,0,55.1592,138.89417,0,194.05337,0.69333,12.5972
"1768",2020 Q1,"97R",37.67334,13.80667,0,0,0,0,0,0,0,0,0,0,0,12.30667,0,0,1.5,0,0,0,0,23.86667,17.30667,0,4.70667,1.85333,0,6.56,0,12.30667
"1769",2020 Q1,"99A",413.12068,14.67001,5.95,0,0,0,0,0,0,0,0,5.95,0,8.72001,0,0,0,0,0,0,0,398.45067,177.78399,0,76.72001,143.94667,0,220.66668,5.95,8.72001
"1770",2020 Q1,"99D",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,4,0,0
"1771",2020 Q1,"99E",201.88159,46.6,0,0,0,0,0,0,0,0,0,0,0,46.6,0,0,0,6,6,0,0,149.28159,93.66159,0,26.1,29.52,0,55.62,0,46.6
"1772",2020 Q1,"99F",244.95336,45,0,0,0,0,0,0,0,0,0,0,0,42,0,0,3,0,0,0,0,196.95336,95.12001,0,6,95.83335,3,101.83335,0,42
"1773",2020 Q1,"99G",115.24003,50.24003,0,0,0,0,0,0,0,0,0,0,0,31.68002,0,0,18.56001,0,0,0,0,65,25.6,0,24.8,14.6,0,39.4,0,31.68002
"1774",2020 Q1,"99H",399.01886,134.07216,10.80016,0,0,0,0,0,0,0,0,9.20016,1.6,72.4,0,0,50.872,7,7,0,0,257.3067,165.20002,0,57.20002,34.90666,0.64,92.10668,12.40016,72.4
"1775",2020 Q1,"99J",192.27293,26.34134,3.14134,0,0,0,0,0,0,0,0,0.37334,2.768,5.6,0,0,17.6,0,0,0,0,165.93159,96.24001,0,27.56412,42.12746,0,69.69158,5.90934,5.6
"1776",2020 Q1,"99M",975.59753,170.88669,29.30669,0,0,0,0,0,0,0,0,26.48668,2.82001,63.42,0,0,78.16,0,0,0,0,803.11084,622.65428,0,142.65656,37.8,1.6,180.45656,32.1267,63.42
"1777",2020 Q1,"99N",278.13024,58.19024,6.27024,0,0,0,0,0,0,0,0,3.93274,2.3375,29.6,0,0,22.32,4.93334,4.93334,0,0,214.36666,157.76666,0,33.92,22.68,0.64,56.6,8.60774,29.6
"1778",2020 Q1,"R0A",62638.73468,36804.97551,7451.49442,3314.83843,67.54773,283.958,2.13999,2442.09,850.80439,171.8,258,17.81587,42.50001,18496.46919,1428.96501,2,9426.04689,18728.28078,14482.28164,0,4245.99914,7073.47839,4917.36135,1148.51637,446.20587,561.3948,32,1007.60067,14032.22859,18496.46919
"1779",2020 Q1,"R0B",22860.74426,13203.26792,2447.29046,1021.33151,24.6,98.5,3,566.14375,309.2375,175.7125,208,6.24279,34.52241,7399.99885,451.13665,0,2904.84196,6391.98193,5498.78131,0,893.20062,3223.42441,1180.78595,1544.55849,132.12,365.95997,42.07,498.07997,4576.10063,7399.99885
"1780",2020 Q1,"R1A",9279.38233,4721.49025,321.02703,137.725,11.25,38.4,3,35.175,34.4125,18,9,7.96453,26.1,3011.46421,0,8.76,1380.23901,3254.05127,2856.83968,0,397.21159,1299.84081,503.79163,727.92917,27,41.12001,4,68.12001,596.67703,3011.46421
"1781",2020 Q1,"R1C",8749.66883,4416.05865,374.79408,133.8879,22.8978,50.5826,0,39.5975,23.5875,0,0,6.5,97.74078,2263.8161,6,7.59999,1763.84848,2888.39347,2319.17694,0,569.21653,1433.61671,646.61325,539.88346,61.00002,186.11998,11.6,247.12,719.50066,2263.8161
"1782",2020 Q1,"R1D",3748.31099,2016.09925,67.96916,14.4,5.35,7.2,0,0,0,3,0,12.16076,25.8584,1409.60751,0,0,538.52258,833.46887,623.00201,0,210.46686,889.46285,623.86394,128.92369,42.36401,94.31121,9.28002,136.67522,123.77756,1409.60751
"1783",2020 Q1,"R1F",8406.58601,4064.15863,641.59315,242.61735,25.292,131.44,0,72.2,28,70,63,0.21,8.8338,2160.62929,154.1333,163.6,944.20289,2912.55205,2122.80912,334.31816,455.42477,1311.67534,646.75366,469.77987,110.82848,84.31333,118.19999,195.14181,1254.9763,2160.62929
